fold,method,alpha,type,K,TopN,RMSE,MAD,Precision,Recall,lambda
4,acos,0.05,optimized,10,5,1.0458184970428308,0.8364865813101854,0.6638388123011665,0.7150490867995494,0.015
4,acos,0.05,optimized,10,10,1.0458184970428308,0.8364865813101854,0.6260322510057399,0.8797005503841798,0.015
4,acos,0.05,optimized,10,15,1.0458184970428308,0.8364865813101854,0.6020208082244138,0.9425662106215252,0.015
4,acos,0.05,optimized,10,20,1.0458184970428308,0.8364865813101854,0.5908939244929301,0.9739443131120512,0.015
4,acos,0.05,optimized,10,25,1.0458184970428308,0.8364865813101854,0.584289467428793,0.987455971118105,0.015
4,acos,0.05,optimized,10,30,1.0458184970428308,0.8364865813101854,0.5807895331587559,0.9942797856601125,0.015
4,acos,0.05,optimized,10,35,1.0458184970428308,0.8364865813101854,0.5790067650809592,0.9972387581068531,0.015
4,acos,0.05,optimized,10,40,1.0458184970428308,0.8364865813101854,0.578056281156205,0.9987318250096974,0.015
4,acos,0.05,optimized,10,45,1.0458184970428308,0.8364865813101854,0.5776376168427888,0.9991929308191875,0.015
4,acos,0.05,optimized,10,50,1.0458184970428308,0.8364865813101854,0.5774020431490995,0.9994480078040101,0.015
4,acos,0.1,optimized,20,5,1.020506309549169,0.8154356522451295,0.6706256627783669,0.7201814543985083,0.015
4,acos,0.1,optimized,20,10,1.020506309549169,0.8154356522451295,0.625289939234796,0.8783340439005404,0.015
4,acos,0.1,optimized,20,15,1.020506309549169,0.8154356522451295,0.6036468244845764,0.9443847558656693,0.015
4,acos,0.1,optimized,20,20,1.020506309549169,0.8154356522451295,0.5915832139945206,0.9740933362289057,0.015
4,acos,0.1,optimized,20,25,1.020506309549169,0.8154356522451295,0.5846712277681355,0.9881777780765192,0.015
4,acos,0.1,optimized,20,30,1.020506309549169,0.8154356522451295,0.5808955776974621,0.9945900619432675,0.015
4,acos,0.1,optimized,20,35,1.020506309549169,0.8154356522451295,0.5790673619602198,0.9973475852088642,0.015
4,acos,0.1,optimized,20,40,1.020506309549169,0.8154356522451295,0.578056281156205,0.9987196595894895,0.015
4,acos,0.1,optimized,20,45,1.020506309549169,0.8154356522451295,0.5776376168427888,0.9991929308191875,0.015
4,acos,0.1,optimized,20,50,1.020506309549169,0.8154356522451295,0.5774232520568408,0.9994912230157647,0.015
4,acos,0.15,optimized,30,5,1.01182188154185,0.8068048631889202,0.6744432661717922,0.7244482165553665,0.015
4,acos,0.15,optimized,30,10,1.01182188154185,0.8068048631889202,0.6270926963928025,0.8798331015032231,0.015
4,acos,0.15,optimized,30,15,1.01182188154185,0.8068048631889202,0.6035054317663012,0.9441893104937709,0.015
4,acos,0.15,optimized,30,20,1.01182188154185,0.8068048631889202,0.5923255257654645,0.9754951622784341,0.015
4,acos,0.15,optimized,30,25,1.01182188154185,0.8068048631889202,0.5848833168455481,0.9883162739755902,0.015
4,acos,0.15,optimized,30,30,1.01182188154185,0.8068048631889202,0.581072318595306,0.9948903478972305,0.015
4,acos,0.15,optimized,30,35,1.01182188154185,0.8068048631889202,0.5790673619602198,0.9974704686110899,0.015
