fold,method,K,alpha_std,alpha_range,n_unique_alphas
5,cpcc,10,0.0,0.0,1
5,cpcc,20,0.0,0.0,1
5,cpcc,30,0.0,0.0,1
5,cpcc,40,0.0,0.0,1
5,cpcc,50,0.0,0.0,1
5,cpcc,60,0.0,0.0,1
5,cpcc,70,0.0,0.0,1
5,cpcc,80,0.0,0.0,1
5,cpcc,90,0.0,0.0,1
5,cpcc,100,0.0,0.0,1
5,euclidean,10,0.0,0.0,1
5,euclidean,20,0.0,0.0,1
5,euclidean,30,0.0,0.0,1
5,euclidean,40,0.0,0.0,1
5,euclidean,50,0.0,0.0,1
5,euclidean,60,0.0,0.0,1
5,euclidean,70,0.0,0.0,1
5,euclidean,80,0.0,0.0,1
5,euclidean,90,0.0,0.0,1
5,euclidean,100,0.0,0.0,1
5,ipwr,10,0.0,0.0,1
5,ipwr,20,2.220446049250313e-16,0.0,1
5,ipwr,30,0.0,0.0,1
5,ipwr,40,0.0,0.0,1
5,ipwr,50,0.0,0.0,1
5,ipwr,60,0.0,0.0,1
5,ipwr,70,0.0,0.0,1
5,ipwr,80,0.0,0.0,1
5,ipwr,90,0.0,0.0,1
5,ipwr,100,0.0,0.0,1
5,itr,10,0.0,0.0,1
5,itr,20,2.220446049250313e-16,0.0,1
5,itr,30,0.0,0.0,1
5,itr,40,0.0,0.0,1
5,itr,50,0.0,0.0,1
5,itr,60,0.0,0.0,1
5,itr,70,0.0,0.0,1
5,itr,80,0.0,0.0,1
5,itr,90,0.0,0.0,1
5,itr,100,0.0,0.0,1
5,jaccard,10,0.0,0.0,1
5,jaccard,20,2.220446049250313e-16,0.0,1
5,jaccard,30,2.220446049250313e-16,0.0,1
5,jaccard,40,0.0,0.0,1
5,jaccard,50,0.0,0.0,1
5,jaccard,60,0.0,0.0,1
5,jaccard,70,0.0,0.0,1
5,jaccard,80,0.0,0.0,1
5,jaccard,90,0.0,0.0,1
5,jaccard,100,0.0,0.0,1
5,jmsd,10,0.0,0.0,1
5,jmsd,20,0.0,0.0,1
5,jmsd,30,0.0,0.0,1
5,jmsd,40,0.0,0.0,1
5,jmsd,50,0.0,0.0,1
5,jmsd,60,0.0,0.0,1
5,jmsd,70,0.0,0.0,1
5,jmsd,80,0.0,0.0,1
5,jmsd,90,0.0,0.0,1
5,jmsd,100,0.0,0.0,1
5,kendall_tau_b,10,0.0,0.0,1
5,kendall_tau_b,20,0.0,0.0,1
5,kendall_tau_b,30,0.0,0.0,1
5,kendall_tau_b,40,0.0,0.0,1
5,kendall_tau_b,50,0.0,0.0,1
5,kendall_tau_b,60,0.0,0.0,1
5,kendall_tau_b,70,0.0,0.0,1
5,kendall_tau_b,80,0.0,0.0,1
5,kendall_tau_b,90,0.0,0.0,1
5,kendall_tau_b,100,0.0,0.0,1
5,manhattan,10,0.0,0.0,1
5,manhattan,20,0.0,0.0,1
5,manhattan,30,0.0,0.0,1
5,manhattan,40,0.0,0.0,1
5,manhattan,50,0.0,0.0,1
5,manhattan,60,0.0,0.0,1
5,manhattan,70,0.0,0.0,1
5,manhattan,80,4.440892098500626e-16,0.0,1
5,manhattan,90,0.0,0.0,1
5,manhattan,100,0.0,0.0,1
5,msd,10,0.0,0.0,1
5,msd,20,0.0,0.0,1
5,msd,30,0.0,0.0,1
5,msd,40,0.0,0.0,1
5,msd,50,0.0,0.0,1
5,msd,60,0.0,0.0,1
5,msd,70,0.0,0.0,1
5,msd,80,0.0,0.0,1
5,msd,90,0.0,0.0,1
5,msd,100,0.0,0.0,1
5,pcc,10,0.0,0.0,1
5,pcc,20,0.0,0.0,1
5,pcc,30,0.0,0.0,1
5,pcc,40,0.0,0.0,1
5,pcc,50,0.0,0.0,1
5,pcc,60,0.0,0.0,1
5,pcc,70,0.0,0.0,1
5,pcc,80,0.0,0.0,1
5,pcc,90,0.0,0.0,1
5,pcc,100,0.0,0.0,1
5,spcc,10,0.0,0.0,1
5,spcc,20,0.0,0.0,1
5,spcc,30,0.0,0.0,1
5,spcc,40,0.0,0.0,1
5,spcc,50,0.0,0.0,1
5,spcc,60,0.0,0.0,1
5,spcc,70,0.0,0.0,1
5,spcc,80,0.0,0.0,1
5,spcc,90,0.0,0.0,1
5,spcc,100,0.0,0.0,1
5,src,10,0.0,0.0,1
5,src,20,0.0,0.0,1
5,src,30,0.0,0.0,1
5,src,40,0.0,0.0,1
5,src,50,0.0,0.0,1
5,src,60,0.0,0.0,1
5,src,70,0.0,0.0,1
5,src,80,0.0,0.0,1
5,src,90,0.0,0.0,1
5,src,100,0.0,0.0,1
