fold,method,K,TopN,type,alpha,recall_ow,precision_ow
4,ami,70,35,baseline,1.0,0.031432527671918765,0.008539325842696628
4,ami,70,40,baseline,1.0,0.03559047455175836,0.008567415730337077
4,ami,70,45,baseline,1.0,0.042882872440392385,0.008789013732833957
4,ami,70,50,baseline,1.0,0.05240332955967391,0.009303370786516853
4,ami,80,5,baseline,1.0,0.0030139256567111705,0.006292134831460674
4,ami,80,10,baseline,1.0,0.007478337145582783,0.0066292134831460675
4,ami,80,15,baseline,1.0,0.01090713247605481,0.0064419475655430715
4,ami,80,20,baseline,1.0,0.014183528455868719,0.006573033707865169
4,ami,80,25,baseline,1.0,0.01767075788897946,0.006651685393258427
4,ami,80,30,baseline,1.0,0.021330514917522796,0.006928838951310861
4,ami,80,35,baseline,1.0,0.02524188360060679,0.006998394863563403
4,ami,80,40,baseline,1.0,0.030241337168756578,0.007387640449438203
4,ami,80,45,baseline,1.0,0.035376252567786495,0.007640449438202248
4,ami,80,50,baseline,1.0,0.0429567189763675,0.007977528089887642
4,ami,90,5,baseline,1.0,0.004103038405661288,0.007865168539325843
4,ami,90,10,baseline,1.0,0.007333837851184189,0.006516853932584271
4,ami,90,15,baseline,1.0,0.011838895149018664,0.00704119850187266
4,ami,90,20,baseline,1.0,0.015628568185134806,0.00702247191011236
4,ami,90,25,baseline,1.0,0.018814856582607162,0.007146067415730337
4,ami,90,30,baseline,1.0,0.024263825357258795,0.007453183520599251
4,ami,90,35,baseline,1.0,0.029062826110489555,0.007512038523274479
4,ami,90,40,baseline,1.0,0.03302534893106713,0.007415730337078651
4,ami,90,45,baseline,1.0,0.03765526551970325,0.00731585518102372
4,ami,90,50,baseline,1.0,0.0442274102997045,0.007573033707865169
4,ami,100,5,baseline,1.0,0.0026264641124887408,0.005393258426966293
4,ami,100,10,baseline,1.0,0.006995040624984619,0.005393258426966293
4,ami,100,15,baseline,1.0,0.01108714173850206,0.005692883895131086
4,ami,100,20,baseline,1.0,0.013444837243284578,0.005561797752808989
4,ami,100,25,baseline,1.0,0.016671529252936548,0.0056179775280898875
4,ami,100,30,baseline,1.0,0.019134806199712823,0.005730337078651685
4,ami,100,35,baseline,1.0,0.024579233532212134,0.005971107544141253
4,ami,100,40,baseline,1.0,0.027478723280448016,0.006011235955056179
4,ami,100,45,baseline,1.0,0.031854158233117116,0.006292134831460675
4,ami,100,50,baseline,1.0,0.036763634837268314,0.0064719101123595505
4,ami,10,5,optimized,0.05,0.007811116909501088,0.008764044943820224
4,ami,10,10,optimized,0.05,0.016042455926026385,0.010337078651685394
4,ami,10,15,optimized,0.05,0.02509695544304043,0.010411985018726594
4,ami,10,20,optimized,0.05,0.03473556499663242,0.010955056179775281
4,ami,10,25,optimized,0.05,0.04528378898172807,0.011280898876404495
4,ami,10,30,optimized,0.05,0.054453432551569925,0.011161048689138578
4,ami,10,35,optimized,0.05,0.061021900525184525,0.010786516853932586
4,ami,10,40,optimized,0.05,0.06765241778276722,0.010421348314606742
4,ami,10,45,optimized,0.05,0.07482473012427113,0.010387016229712859
4,ami,10,50,optimized,0.05,0.08262249619583098,0.010269662921348316
4,ami,20,5,optimized,0.05,0.004371992420484437,0.007640449438202248
4,ami,20,10,optimized,0.05,0.009719646895053204,0.007865168539325843
4,ami,20,15,optimized,0.05,0.01686314204142691,0.009213483146067415
4,ami,20,20,optimized,0.05,0.023741379155532115,0.009662921348314606
4,ami,20,25,optimized,0.05,0.0323452021316809,0.010202247191011237
4,ami,20,30,optimized,0.05,0.039032078170419746,0.0099625468164794
4,ami,20,35,optimized,0.05,0.04899451047340062,0.01030497592295345
4,ami,20,40,optimized,0.05,0.05353628185653806,0.009887640449438203
4,ami,20,45,optimized,0.05,0.06406486781688212,0.010062421972534333
4,ami,20,50,optimized,0.05,0.07066609023403315,0.00995505617977528
4,ami,30,5,optimized,0.05,0.005353927644731902,0.00853932584269663
4,ami,30,10,optimized,0.05,0.009360977523817305,0.007752808988764045
4,ami,30,15,optimized,0.05,0.015040507172517648,0.008389513108614233
4,ami,30,20,optimized,0.05,0.02197310576655048,0.008876404494382022
4,ami,30,25,optimized,0.05,0.028112726968699944,0.008988764044943821
4,ami,30,30,optimized,0.05,0.033850294296955,0.009250936329588014
4,ami,30,35,optimized,0.05,0.03955458305808447,0.009181380417335473
4,ami,30,40,optimized,0.05,0.04793124275001184,0.009185393258426967
4,ami,30,45,optimized,0.05,0.05504957651972332,0.009413233458177279
4,ami,30,50,optimized,0.05,0.06380745255915918,0.00950561797752809
4,ami,40,5,optimized,0.05,0.003417796116326578,0.008988764044943821
4,ami,40,10,optimized,0.05,0.008961079392086286,0.00910112359550562
4,ami,40,15,optimized,0.05,0.014986891943611264,0.009588014981273409
4,ami,40,20,optimized,0.05,0.021462262060752694,0.009550561797752809
4,ami,40,25,optimized,0.05,0.027104104313458693,0.00943820224719101
4,ami,40,30,optimized,0.05,0.03396768478806814,0.009550561797752809
4,ami,40,35,optimized,0.05,0.04029030183332581,0.009630818619582664
4,ami,40,40,optimized,0.05,0.0456803043201558,0.009325842696629214
4,ami,40,45,optimized,0.05,0.053186083500445534,0.009413233458177279
4,ami,40,50,optimized,0.05,0.05867434044589801,0.009280898876404493
4,ami,50,5,optimized,0.05,0.004027631700811691,0.008089887640449439
4,ami,50,10,optimized,0.05,0.00801982836759719,0.007752808988764045
4,ami,50,15,optimized,0.05,0.013203645372952095,0.00801498127340824
4,ami,50,20,optimized,0.05,0.018735969805553077,0.008146067415730337
4,ami,50,25,optimized,0.05,0.024295961982105246,0.008629213483146068
4,ami,50,30,optimized,0.05,0.02999511734779103,0.008838951310861423
4,ami,50,35,optimized,0.05,0.03649091402038876,0.009277688603531299
4,ami,50,40,optimized,0.05,0.042877659793058465,0.009241573033707868
4,ami,50,45,optimized,0.05,0.04966517927372854,0.009213483146067417
4,ami,50,50,optimized,0.05,0.055066454945989,0.009168539325842696
4,ami,60,5,optimized,0.05,0.005903617392152028,0.009438202247191012
4,ami,60,10,optimized,0.05,0.009401435925148145,0.008426966292134831
4,ami,60,15,optimized,0.05,0.013713698409915584,0.008314606741573034
4,ami,60,20,optimized,0.05,0.01789563147725409,0.008426966292134831
4,ami,60,25,optimized,0.05,0.022087930854355356,0.008584269662921348
4,ami,60,30,optimized,0.05,0.026787802731616357,0.008651685393258427
4,ami,60,35,optimized,0.05,0.03083081384145183,0.008539325842696628
4,ami,60,40,optimized,0.05,0.036760647639616416,0.00848314606741573
4,ami,60,45,optimized,0.05,0.04491130824782582,0.009013732833957552
4,ami,60,50,optimized,0.05,0.05168423249476685,0.009280898876404493
4,ami,70,5,optimized,0.05,0.004977755026748146,0.009213483146067417
4,ami,70,10,optimized,0.05,0.010080023143492736,0.008988764044943821
4,ami,70,15,optimized,0.05,0.01456810051771475,0.009213483146067417
4,ami,70,20,optimized,0.05,0.018766436733249466,0.009157303370786516
4,ami,70,25,optimized,0.05,0.024910352002899587,0.009213483146067417
4,ami,70,30,optimized,0.05,0.027696765807407635,0.008801498127340825
4,ami,70,35,optimized,0.05,0.03111812786558397,0.008475120385232744
4,ami,70,40,optimized,0.05,0.03523010818437387,0.00848314606741573
4,ami,70,45,optimized,0.05,0.042539491764890094,0.00853932584269663
4,ami,70,50,optimized,0.05,0.051494850349154485,0.009146067415730338
4,ami,80,5,optimized,0.05,0.0034788356522363543,0.007415730337078651
4,ami,80,10,optimized,0.05,0.008662388907854703,0.008089887640449439
4,ami,80,15,optimized,0.05,0.011444168005640685,0.007041198501872659
4,ami,80,20,optimized,0.05,0.01631719604194333,0.007247191011235957
4,ami,80,25,optimized,0.05,0.019397156077759627,0.007325842696629213
4,ami,80,30,optimized,0.05,0.022743767252784385,0.007265917602996255
4,ami,80,35,optimized,0.05,0.025691939245074024,0.007030497592295345
4,ami,80,40,optimized,0.05,0.02956123625419642,0.007162921348314608
4,ami,80,45,optimized,0.05,0.03450115304869804,0.007440699126092385
4,ami,80,50,optimized,0.05,0.043014988640868945,0.008
4,ami,90,5,optimized,0.05,0.00543572114186979,0.008988764044943821
4,ami,90,10,optimized,0.05,0.009684714890625433,0.007752808988764045
4,ami,90,15,optimized,0.05,0.013128746267310651,0.007116104868913858
4,ami,90,20,optimized,0.05,0.01588186201908713,0.0066292134831460675
4,ami,90,25,optimized,0.05,0.018368819231194978,0.0064719101123595505
4,ami,90,30,optimized,0.05,0.024580081775901007,0.007041198501872659
4,ami,90,35,optimized,0.05,0.02886980194275618,0.0071910112359550565
4,ami,90,40,optimized,0.05,0.033018797338161994,0.007359550561797754
4,ami,90,45,optimized,0.05,0.03821955855804906,0.007415730337078651
4,ami,90,50,optimized,0.05,0.04445465071372302,0.007662921348314607
4,ami,100,5,optimized,0.05,0.001499914801955015,0.003820224719101124
4,ami,100,10,optimized,0.05,0.0062935731157077795,0.004606741573033707
4,ami,100,15,optimized,0.05,0.010338026787067047,0.005543071161048689
4,ami,100,20,optimized,0.05,0.0127932722468749,0.005561797752808989
4,ami,100,25,optimized,0.05,0.015861732023860785,0.005393258426966292
4,ami,100,30,optimized,0.05,0.01792788421715668,0.005205992509363297
4,ami,100,35,optimized,0.05,0.022437324896229155,0.0056500802568218295
4,ami,100,40,optimized,0.05,0.02614422026011151,0.005898876404494382
4,ami,100,45,optimized,0.05,0.03064819593609644,0.005942571785268414
4,ami,100,50,optimized,0.05,0.0377838486707757,0.006674157303370786
4,ari,10,5,baseline,1.0,0.006367355441128357,0.009213483146067415
4,ari,10,10,baseline,1.0,0.015790903805827105,0.009887640449438203
4,ari,10,15,baseline,1.0,0.02427160721926263,0.0100374531835206
4,ari,10,20,baseline,1.0,0.031534768092327324,0.01056179775280899
4,ari,10,25,baseline,1.0,0.03873902846304854,0.010382022471910111
4,ari,10,30,baseline,1.0,0.04610833194190258,0.010262172284644194
4,ari,10,35,baseline,1.0,0.05631055105274694,0.010369181380417335
4,ari,10,40,baseline,1.0,0.06530350495647413,0.010280898876404494
4,ari,10,45,baseline,1.0,0.071470555662842,0.0100374531835206
4,ari,10,50,baseline,1.0,0.08050827668090009,0.009865168539325841
4,ari,20,5,baseline,1.0,0.007312843078128331,0.012134831460674157
4,ari,20,10,baseline,1.0,0.014464864556879556,0.011011235955056181
4,ari,20,15,baseline,1.0,0.024021762915739858,0.010187265917602996
4,ari,20,20,baseline,1.0,0.0301771327495544,0.010168539325842697
4,ari,20,25,baseline,1.0,0.037446285902570396,0.01006741573033708
4,ari,20,30,baseline,1.0,0.04373115497934489,0.0099625468164794
4,ari,20,35,baseline,1.0,0.04830015529833652,0.009727126805778492
4,ari,20,40,baseline,1.0,0.05502892064477171,0.009887640449438203
4,ari,20,45,baseline,1.0,0.06005783356346443,0.009687890137328339
4,ari,20,50,baseline,1.0,0.06640451158281264,0.009752808988764045
4,ari,30,5,baseline,1.0,0.0067468302917654144,0.01056179775280899
4,ari,30,10,baseline,1.0,0.011040028376129716,0.008988764044943821
4,ari,30,15,baseline,1.0,0.01597374693749308,0.00853932584269663
4,ari,30,20,baseline,1.0,0.021710912804020266,0.008651685393258427
4,ari,30,25,baseline,1.0,0.029191871672689162,0.009078651685393258
4,ari,30,30,baseline,1.0,0.03471616757101209,0.009026217228464419
4,ari,30,35,baseline,1.0,0.03903296884914846,0.008956661316211877
4,ari,30,40,baseline,1.0,0.04473478161112073,0.009016853932584269
4,ari,30,45,baseline,1.0,0.05147065044596511,0.009238451935081148
4,ari,30,50,baseline,1.0,0.05746408241973417,0.009123595505617978
4,ari,40,5,baseline,1.0,0.003980617590081187,0.007415730337078651
4,ari,40,10,baseline,1.0,0.009904421425829058,0.007640449438202248
4,ari,40,15,baseline,1.0,0.015527789068842227,0.008689138576779026
4,ari,40,20,baseline,1.0,0.020641007195435664,0.008820224719101124
4,ari,40,25,baseline,1.0,0.02427870224648359,0.008584269662921348
4,ari,40,30,baseline,1.0,0.03140996243680212,0.008988764044943821
4,ari,40,35,baseline,1.0,0.03513694037133754,0.008731942215088282
4,ari,40,40,baseline,1.0,0.04110775919245379,0.008735955056179776
4,ari,40,45,baseline,1.0,0.04857241812902284,0.008863920099875156
4,ari,40,50,baseline,1.0,0.05535568479992996,0.008831460674157304
4,ari,50,5,baseline,1.0,0.0046931374332929284,0.006966292134831462
4,ari,50,10,baseline,1.0,0.010097674946038434,0.008089887640449439
4,ari,50,15,baseline,1.0,0.014832097615767394,0.008089887640449439
4,ari,50,20,baseline,1.0,0.01912329258006408,0.008370786516853935
4,ari,50,25,baseline,1.0,0.024656223884641126,0.008764044943820224
4,ari,50,30,baseline,1.0,0.03244102586466347,0.009176029962546817
4,ari,50,35,baseline,1.0,0.039224494140797254,0.0092776886035313
4,ari,50,40,baseline,1.0,0.04571581397613559,0.009213483146067417
4,ari,50,45,baseline,1.0,0.051292479177718175,0.009063670411985018
4,ari,50,50,baseline,1.0,0.05764300553636382,0.009078651685393258
4,ari,60,5,baseline,1.0,0.004844129521835021,0.00853932584269663
4,ari,60,10,baseline,1.0,0.010372219135003078,0.008988764044943821
4,ari,60,15,baseline,1.0,0.015422522802889629,0.009138576779026217
4,ari,60,20,baseline,1.0,0.021133186744542894,0.009213483146067415
4,ari,60,25,baseline,1.0,0.02513460543887407,0.009123595505617978
4,ari,60,30,baseline,1.0,0.03202459734291092,0.009250936329588016
4,ari,60,35,baseline,1.0,0.03677481966200999,0.009117174959871589
4,ari,60,40,baseline,1.0,0.0413892308856641,0.00901685393258427
4,ari,60,45,baseline,1.0,0.047304532876501104,0.009088639200998751
4,ari,60,50,baseline,1.0,0.05272502185788879,0.00901123595505618
4,ari,70,5,baseline,1.0,0.004919627574774198,0.009438202247191012
4,ari,70,10,baseline,1.0,0.008193324882170675,0.007640449438202248
4,ari,70,15,baseline,1.0,0.013504712079624243,0.008314606741573034
4,ari,70,20,baseline,1.0,0.019025875522558834,0.008595505617977528
4,ari,70,25,baseline,1.0,0.022964664827908127,0.008629213483146068
4,ari,70,30,baseline,1.0,0.026360638805843887,0.008127340823970038
4,ari,70,35,baseline,1.0,0.032308586628787356,0.008121990369181379
4,ari,70,40,baseline,1.0,0.036208060983079784,0.008174157303370786
4,ari,70,45,baseline,1.0,0.04158335251469738,0.0083645443196005
4,ari,70,50,baseline,1.0,0.04988066550441305,0.008696629213483147
4,ari,80,5,baseline,1.0,0.005033817046884676,0.006516853932584271
4,ari,80,10,baseline,1.0,0.008900170957337642,0.006741573033707865
4,ari,80,15,baseline,1.0,0.01347710767132344,0.0071910112359550565
4,ari,80,20,baseline,1.0,0.017343263121078915,0.007247191011235955
4,ari,80,25,baseline,1.0,0.021368146987163602,0.00750561797752809
4,ari,80,30,baseline,1.0,0.026615528195862517,0.007902621722846441
4,ari,80,35,baseline,1.0,0.029823305715947587,0.007512038523274479
4,ari,80,40,baseline,1.0,0.0342248235611801,0.007724719101123595
4,ari,80,45,baseline,1.0,0.04016924868728175,0.008089887640449439
4,ari,80,50,baseline,1.0,0.04508996607989727,0.008112359550561797
4,ari,90,5,baseline,1.0,0.002826240893647927,0.006516853932584271
4,ari,90,10,baseline,1.0,0.006848150580310638,0.007415730337078653
4,ari,90,15,baseline,1.0,0.010892690084625255,0.006816479400749064
4,ari,90,20,baseline,1.0,0.014017094846133378,0.006853932584269662
4,ari,90,25,baseline,1.0,0.01755964361730271,0.0064719101123595505
4,ari,90,30,baseline,1.0,0.022819220984273886,0.0070786516853932595
4,ari,90,35,baseline,1.0,0.02734283817790882,0.00696629213483146
4,ari,90,40,baseline,1.0,0.032272597667740856,0.007022471910112359
4,ari,90,45,baseline,1.0,0.03613484974841572,0.006991260923845192
4,ari,90,50,baseline,1.0,0.041863327361872635,0.007303370786516854
4,ari,100,5,baseline,1.0,0.0025633973904108237,0.004943820224719102
4,ari,100,10,baseline,1.0,0.0068112301129539515,0.005730337078651685
4,ari,100,15,baseline,1.0,0.010837588967294856,0.005917602996254682
4,ari,100,20,baseline,1.0,0.013068572718294787,0.005786516853932585
4,ari,100,25,baseline,1.0,0.01708323261407811,0.005932584269662922
4,ari,100,30,baseline,1.0,0.01968167600886547,0.005842696629213484
4,ari,100,35,baseline,1.0,0.023369888645837982,0.005971107544141252
4,ari,100,40,baseline,1.0,0.028503595909419664,0.006095505617977529
4,ari,100,45,baseline,1.0,0.033045398569112885,0.006217228464419475
4,ari,100,50,baseline,1.0,0.0388401878172385,0.006516853932584271
4,ari,10,5,optimized,0.05,0.006367355441128357,0.009213483146067415
4,ari,10,10,optimized,0.05,0.015520699603038632,0.009550561797752809
4,ari,10,15,optimized,0.05,0.024228392007508093,0.0099625468164794
4,ari,10,20,optimized,0.05,0.0316292445912982,0.01056179775280899
4,ari,10,25,optimized,0.05,0.03873902846304854,0.010382022471910111
4,ari,10,30,optimized,0.05,0.04610833194190258,0.010262172284644194
4,ari,10,35,optimized,0.05,0.05631055105274694,0.010369181380417335
4,ari,10,40,optimized,0.05,0.06534363336738908,0.010308988764044945
4,ari,10,45,optimized,0.05,0.07140446180957034,0.010012484394506867
4,ari,10,50,optimized,0.05,0.08057437053417174,0.009887640449438203
4,ari,20,5,optimized,0.05,0.007103947762569712,0.011685393258426964
4,ari,20,10,optimized,0.05,0.014334176449402568,0.010786516853932584
4,ari,20,15,optimized,0.05,0.02383772722608619,0.009887640449438203
4,ari,20,20,optimized,0.05,0.03002864372466088,0.009943820224719103
4,ari,20,25,optimized,0.05,0.0371356544550377,0.009932584269662922
4,ari,20,30,optimized,0.05,0.043317372571180464,0.009737827715355807
4,ari,20,35,optimized,0.05,0.04799164670331106,0.009598715890850722
4,ari,20,40,optimized,0.05,0.05514704222356745,0.0099438202247191
4,ari,20,45,optimized,0.05,0.059950567234287995,0.009662921348314606
4,ari,20,50,optimized,0.05,0.06630391941761374,0.009707865168539326
4,ari,30,5,optimized,0.05,0.006865747940251368,0.011011235955056181
4,ari,30,10,optimized,0.05,0.010792275603243884,0.00910112359550562
4,ari,30,15,optimized,0.05,0.015383338331708957,0.008614232209737827
4,ari,30,20,optimized,0.05,0.021268728137768745,0.008876404494382022
4,ari,30,25,optimized,0.05,0.029283593803650167,0.009168539325842696
4,ari,30,30,optimized,0.05,0.03505847019553548,0.009138576779026217
4,ari,30,35,optimized,0.05,0.03922646734733963,0.009020866773675763
4,ari,30,40,optimized,0.05,0.04463751535721204,0.00901685393258427
4,ari,30,45,optimized,0.05,0.051305200191288154,0.009188514357053682
4,ari,30,50,optimized,0.05,0.05750747340826726,0.00910112359550562
4,ari,40,5,optimized,0.05,0.004604985425940657,0.009213483146067415
4,ari,40,10,optimized,0.05,0.01073713765823917,0.008651685393258429
4,ari,40,15,optimized,0.05,0.016288281028937625,0.009063670411985018
4,ari,40,20,optimized,0.05,0.021402172486186647,0.008988764044943821
4,ari,40,25,optimized,0.05,0.024701347643935057,0.008584269662921348
4,ari,40,30,optimized,0.05,0.031812818503405706,0.009026217228464419
4,ari,40,35,optimized,0.05,0.03561759521088201,0.008892455858747993
4,ari,40,40,optimized,0.05,0.041630980830183024,0.008764044943820224
4,ari,40,45,optimized,0.05,0.04918792309846039,0.008963795255930088
4,ari,40,50,optimized,0.05,0.055597286997910216,0.008943820224719103
4,ari,50,5,optimized,0.05,0.004722468256315266,0.008539325842696628
4,ari,50,10,optimized,0.05,0.010489847385815841,0.008988764044943821
4,ari,50,15,optimized,0.05,0.01484800658591507,0.008314606741573034
4,ari,50,20,optimized,0.05,0.01889843374417627,0.008258426966292136
4,ari,50,25,optimized,0.05,0.024951827273610776,0.008808988764044944
4,ari,50,30,optimized,0.05,0.032391641717634354,0.009063670411985018
4,ari,50,35,optimized,0.05,0.03967913520928498,0.009181380417335473
4,ari,50,40,optimized,0.05,0.046065006498163544,0.009101123595505618
4,ari,50,45,optimized,0.05,0.05169010732815531,0.009088639200998753
4,ari,50,50,optimized,0.05,0.05741373301776546,0.0090561797752809
4,ari,60,5,optimized,0.05,0.006180094978491333,0.012808988764044946
4,ari,60,10,optimized,0.05,0.011114949853687809,0.010112359550561797
4,ari,60,15,optimized,0.05,0.015164828032463095,0.009662921348314608
4,ari,60,20,optimized,0.05,0.019448485254470408,0.008764044943820224
4,ari,60,25,optimized,0.05,0.023832078546688947,0.00853932584269663
4,ari,60,30,optimized,0.05,0.030299036915094602,0.008689138576779028
4,ari,60,35,optimized,0.05,0.03609559294271822,0.008764044943820224
4,ari,60,40,optimized,0.05,0.04064495585272416,0.008876404494382022
4,ari,60,45,optimized,0.05,0.047261069085750645,0.009238451935081148
4,ari,60,50,optimized,0.05,0.05310597233137066,0.009123595505617978
4,ari,70,5,optimized,0.0,0.0015468681065960782,0.002471910112359551
4,ari,70,10,optimized,0.0,0.003040131397612178,0.0020224719101123597
4,ari,70,15,optimized,0.0,0.004288641461389922,0.001947565543071161
4,ari,70,20,optimized,0.0,0.004600400129660754,0.0017415730337078654
4,ari,70,25,optimized,0.0,0.005693322992985746,0.0018426966292134832
4,ari,70,30,optimized,0.0,0.008072892366110968,0.0021722846441947566
4,ari,70,35,optimized,0.0,0.009686632173662304,0.0025361155698234348
4,ari,70,40,optimized,0.0,0.015362745159494566,0.0037640449438202253
4,ari,70,45,optimized,0.0,0.027923244600873927,0.005393258426966293
4,ari,70,50,optimized,0.0,0.03836903576840997,0.006292134831460675
4,ari,80,5,optimized,0.0,0.0008542206856813598,0.0008988764044943821
4,ari,80,10,optimized,0.0,0.0024680776925673845,0.0016853932584269663
4,ari,80,15,optimized,0.0,0.0031235084041778714,0.0013483146067415732
4,ari,80,20,optimized,0.0,0.005338862665876099,0.0018539325842696628
4,ari,80,25,optimized,0.0,0.006540367612424006,0.0018876404494382023
4,ari,80,30,optimized,0.0,0.0068436306635390074,0.0017602996254681648
4,ari,80,35,optimized,0.0,0.009880004772198919,0.0023756019261637236
4,ari,80,40,optimized,0.0,0.016899787831368696,0.003679775280898877
4,ari,80,45,optimized,0.0,0.030445778635974495,0.005368289637952561
4,ari,80,50,optimized,0.0,0.03942550882570051,0.006134831460674158
4,ari,90,5,optimized,0.0,0.000527829404973107,0.0011235955056179776
4,ari,90,10,optimized,0.0,0.00231334353177502,0.0020224719101123597
4,ari,90,15,optimized,0.0,0.0034805658225928165,0.0018726591760299626
4,ari,90,20,optimized,0.0,0.0035799608096282525,0.0015168539325842697
4,ari,90,25,optimized,0.0,0.004842432090275343,0.0015730337078651685
4,ari,90,30,optimized,0.0,0.007212803603905284,0.0018726591760299626
4,ari,90,35,optimized,0.0,0.011406296716360554,0.002953451043338683
4,ari,90,40,optimized,0.0,0.023171265011319983,0.004859550561797752
4,ari,90,45,optimized,0.0,0.035558266097639624,0.006267166042446942
4,ari,90,50,optimized,0.0,0.050692760233295796,0.007303370786516854
4,ari,100,5,optimized,0.0,0.0008312810939171951,0.0015730337078651688
4,ari,100,10,optimized,0.0,0.0024923743701790106,0.0015730337078651685
4,ari,100,15,optimized,0.0,0.003967093471302607,0.0012734082397003745
4,ari,100,20,optimized,0.0,0.006560858760870936,0.0020224719101123593
4,ari,100,25,optimized,0.0,0.013741404300059297,0.0040449438202247185
4,ari,100,30,optimized,0.0,0.022280443808466225,0.0056179775280898875
4,ari,100,35,optimized,0.0,0.03342175122999419,0.0077688603531300155
4,ari,100,40,optimized,0.0,0.05595303791990613,0.00960674157303371
4,ari,100,45,optimized,0.0,0.06842663592807506,0.010362047440699126
4,ari,100,50,optimized,0.0,0.08084789917151855,0.0110561797752809
4,chebyshev,10,5,baseline,1.0,0.008466369626087341,0.012359550561797753
4,chebyshev,10,10,baseline,1.0,0.014364700842495226,0.01056179775280899
4,chebyshev,10,15,baseline,1.0,0.022185440195455333,0.010861423220973785
4,chebyshev,10,20,baseline,1.0,0.031278376989670696,0.011292134831460675
4,chebyshev,10,25,baseline,1.0,0.04001054916698498,0.010831460674157304
4,chebyshev,10,30,baseline,1.0,0.04735167763244816,0.010674157303370787
4,chebyshev,10,35,baseline,1.0,0.05687886680503511,0.010947030497592294
4,chebyshev,10,40,baseline,1.0,0.06602714707195384,0.010842696629213482
4,chebyshev,10,45,baseline,1.0,0.07455814765475112,0.011036204744069914
4,chebyshev,10,50,baseline,1.0,0.08723580973659993,0.0110561797752809
4,chebyshev,20,5,baseline,1.0,0.00723487223389492,0.009213483146067417
4,chebyshev,20,10,baseline,1.0,0.013086349161284117,0.009662921348314606
4,chebyshev,20,15,baseline,1.0,0.020426856998974265,0.009662921348314606
4,chebyshev,20,20,baseline,1.0,0.026972676417719554,0.010280898876404493
4,chebyshev,20,25,baseline,1.0,0.03371424692094885,0.010112359550561797
4,chebyshev,20,30,baseline,1.0,0.042219442892129276,0.010187265917602998
4,chebyshev,20,35,baseline,1.0,0.0507103353337818,0.010433386837881219
4,chebyshev,20,40,baseline,1.0,0.057699688053471594,0.010421348314606742
4,chebyshev,20,45,baseline,1.0,0.0674692038264573,0.010811485642946319
4,chebyshev,20,50,baseline,1.0,0.07749946731251617,0.010786516853932586
4,chebyshev,30,5,baseline,1.0,0.007585724525828021,0.013707865168539326
4,chebyshev,30,10,baseline,1.0,0.013584778500253337,0.011235955056179775
4,chebyshev,30,15,baseline,1.0,0.02066574485220449,0.010636704119850187
4,chebyshev,30,20,baseline,1.0,0.028109711444070172,0.010674157303370787
4,chebyshev,30,25,baseline,1.0,0.038181866453827366,0.011056179775280901
4,chebyshev,30,30,baseline,1.0,0.04352354467263729,0.010749063670411984
4,chebyshev,30,35,baseline,1.0,0.0538192920119196,0.011075441412520063
4,chebyshev,30,40,baseline,1.0,0.05909509315702016,0.010870786516853933
4,chebyshev,30,45,baseline,1.0,0.06815612409230754,0.011111111111111112
4,chebyshev,30,50,baseline,1.0,0.07810823735628811,0.011303370786516852
4,chebyshev,40,5,baseline,1.0,0.007178563707305837,0.011685393258426968
4,chebyshev,40,10,baseline,1.0,0.014275961212006713,0.010561797752808987
4,chebyshev,40,15,baseline,1.0,0.019878999455494394,0.010187265917602996
4,chebyshev,40,20,baseline,1.0,0.025863774669189148,0.010056179775280899
4,chebyshev,40,25,baseline,1.0,0.03128353063520751,0.009932584269662922
4,chebyshev,40,30,baseline,1.0,0.03886279319441251,0.010149812734082397
4,chebyshev,40,35,baseline,1.0,0.04554867946092458,0.010048154093097913
4,chebyshev,40,40,baseline,1.0,0.05081450348524514,0.01
4,chebyshev,40,45,baseline,1.0,0.06083219274929594,0.01041198501872659
4,chebyshev,40,50,baseline,1.0,0.06969692859790837,0.010651685393258427
4,chebyshev,50,5,baseline,1.0,0.00348062453812619,0.006292134831460674
4,chebyshev,50,10,baseline,1.0,0.008769055762295237,0.008314606741573034
4,chebyshev,50,15,baseline,1.0,0.012894035370412216,0.008314606741573033
4,chebyshev,50,20,baseline,1.0,0.01802566048931427,0.00803370786516854
4,chebyshev,50,25,baseline,1.0,0.024111581810668848,0.008404494382022473
4,chebyshev,50,30,baseline,1.0,0.034045539498087765,0.009588014981273409
4,chebyshev,50,35,baseline,1.0,0.03997680501279348,0.009855537720706261
4,chebyshev,50,40,baseline,1.0,0.04856884332361653,0.010084269662921348
4,chebyshev,50,45,baseline,1.0,0.05784822466634362,0.010362047440699126
4,chebyshev,50,50,baseline,1.0,0.06808624776523046,0.010853932584269662
4,chebyshev,60,5,baseline,1.0,0.0071292913831058746,0.01056179775280899
4,chebyshev,60,10,baseline,1.0,0.012203268564563835,0.009775280898876406
4,chebyshev,60,15,baseline,1.0,0.016348982743977183,0.009063670411985018
4,chebyshev,60,20,baseline,1.0,0.020100605044752442,0.00853932584269663
4,chebyshev,60,25,baseline,1.0,0.023833244957080668,0.008359550561797753
4,chebyshev,60,30,baseline,1.0,0.029826722735506617,0.008876404494382022
4,chebyshev,60,35,baseline,1.0,0.036529165641367455,0.009117174959871589
4,chebyshev,60,40,baseline,1.0,0.047013761159575174,0.009803370786516854
