fold,method,alpha,type,K,TopN,RMSE,MAD,Precision,Recall
2,pcc,1.6000000000000005,optimized,10,5,1.0208594753182447,0.8069693221155192,0.6695298692117356,0.7147421165683261
2,pcc,1.6000000000000005,optimized,10,10,1.0208594753182447,0.8069693221155192,0.6300754094497466,0.8784828064295626
2,pcc,1.6000000000000005,optimized,10,15,1.0208594753182447,0.8069693221155192,0.6084681019463628,0.9463193136218543
2,pcc,1.6000000000000005,optimized,10,20,1.0208594753182447,0.8069693221155192,0.5953054466961732,0.9749231326795561
2,pcc,1.6000000000000005,optimized,10,25,1.0208594753182447,0.8069693221155192,0.5882228481199604,0.9887412264008192
2,pcc,1.6000000000000005,optimized,10,30,1.0208594753182447,0.8069693221155192,0.5843268386215081,0.9955673951374376
2,pcc,1.6000000000000005,optimized,10,35,1.0208594753182447,0.8069693221155192,0.5822338449492583,0.9981236079582549
2,pcc,1.6000000000000005,optimized,10,40,1.0208594753182447,0.8069693221155192,0.5810564667807543,0.9991220350018059
2,pcc,1.6000000000000005,optimized,10,45,1.0208594753182447,0.8069693221155192,0.5805568970910028,0.9994578371217134
2,pcc,1.6000000000000005,optimized,10,50,1.0208594753182447,0.8069693221155192,0.5803098415063614,0.9997399160491908
2,pcc,1.0,baseline,10,5,1.0179333645490265,0.805316452843455,0.6699540473665606,0.7142036171498487
2,pcc,1.0,baseline,10,10,1.0179333645490265,0.805316452843455,0.6309237657593967,0.8791995092900196
2,pcc,1.0,baseline,10,15,1.0179333645490265,0.805316452843455,0.6091043691786004,0.9470088837622734
2,pcc,1.0,baseline,10,20,1.0179333645490265,0.805316452843455,0.5954645135042327,0.9750285530890598
2,pcc,1.0,baseline,10,25,1.0179333645490265,0.805316452843455,0.5883925193818903,0.9891007478008144
2,pcc,1.0,baseline,10,30,1.0179333645490265,0.805316452843455,0.5842561422623707,0.9954860928931109
2,pcc,1.0,baseline,10,35,1.0179333645490265,0.805316452843455,0.5822035465096279,0.9980867348019128
2,pcc,1.0,baseline,10,40,1.0179333645490265,0.805316452843455,0.5810299556460777,0.9990810648280924
2,pcc,1.0,baseline,10,45,1.0179333645490265,0.805316452843455,0.5805568970910028,0.9994578371217134
2,pcc,1.0,baseline,10,50,1.0179333645490265,0.805316452843455,0.5803310504141026,0.9997880114705067
2,pcc,2.549999999999998,optimized,20,5,1.0112136188529535,0.7994613662330882,0.6712265818310358,0.7164503639845332
2,pcc,2.549999999999998,optimized,20,10,1.0112136188529535,0.7994613662330882,0.6329386119948156,0.8811451388037195
2,pcc,2.549999999999998,optimized,20,15,1.0112136188529535,0.7994613662330882,0.6084681019463628,0.9460627557996093
2,pcc,2.549999999999998,optimized,20,20,1.0112136188529535,0.7994613662330882,0.5954645135042326,0.9750644152050978
2,pcc,2.549999999999998,optimized,20,25,1.0112136188529535,0.7994613662330882,0.5882652659354428,0.9893696770733015
2,pcc,2.549999999999998,optimized,20,30,1.0112136188529535,0.7994613662330882,0.5843621868010769,0.9955718689177459
2,pcc,2.549999999999998,optimized,20,35,1.0112136188529535,0.7994613662330882,0.5822338449492583,0.9981519373344689
2,pcc,2.549999999999998,optimized,20,40,1.0112136188529535,0.7994613662330882,0.5810299556460777,0.9990711720300492
2,pcc,2.549999999999998,optimized,20,45,1.0112136188529535,0.7994613662330882,0.5806040279970944,0.9995699093792638
2,pcc,2.549999999999998,optimized,20,50,1.0112136188529535,0.7994613662330882,0.5803522593218439,0.9998149918288058
2,pcc,1.0,baseline,20,5,1.0019721669631811,0.7949574881161606,0.675468363379286,0.7190834317474247
2,pcc,1.0,baseline,20,10,1.0019721669631811,0.7949574881161606,0.6331507010722282,0.8805403531431837
2,pcc,1.0,baseline,20,15,1.0019721669631811,0.7949574881161606,0.6090336728194629,0.9471141281413026
2,pcc,1.0,baseline,20,20,1.0019721669631811,0.7949574881161606,0.5956235803122919,0.9752372342316006
2,pcc,1.0,baseline,20,25,1.0019721669631811,0.7949574881161606,0.5883925193818903,0.9894105169545924
2,pcc,1.0,baseline,20,30,1.0019721669631811,0.7949574881161606,0.5844328831602145,0.9957492360343122
2,pcc,1.0,baseline,20,35,1.0019721669631811,0.7949574881161606,0.5822641433888887,0.9981553623198078
2,pcc,1.0,baseline,20,40,1.0019721669631811,0.7949574881161606,0.581082977915431,0.9992239769371452
2,pcc,1.0,baseline,20,45,1.0019721669631811,0.7949574881161606,0.5806040279970944,0.9995699093792638
2,pcc,1.0,baseline,20,50,1.0019721669631811,0.7949574881161606,0.5803310504141026,0.9997880114705067
2,pcc,3.0,optimized,30,5,1.0113308454357997,0.7985796267921519,0.6705903145987983,0.7158898277683492
2,pcc,3.0,optimized,30,10,1.0113308454357997,0.7985796267921519,0.6325144338399906,0.8803255156435609
