fold,method,alpha,type,K,TopN,RMSE,MAD,Precision,Recall
5,pcc,1.0000000000000004,optimized,10,5,1.0168813610853296,0.8048986893166373,0.6608695652173914,0.7191899043857958
5,pcc,1.0000000000000004,optimized,10,10,1.0168813610853296,0.8048986893166373,0.6217563837129054,0.876956344726581
5,pcc,1.0000000000000004,optimized,10,15,1.0168813610853296,0.8048986893166373,0.6013650394615401,0.944154306747265
5,pcc,1.0000000000000004,optimized,10,20,1.0168813610853296,0.8048986893166373,0.5904369117221927,0.9755503079963125
5,pcc,1.0000000000000004,optimized,10,25,1.0168813610853296,0.8048986893166373,0.582743726735449,0.9878186150782995
5,pcc,1.0000000000000004,optimized,10,30,1.0168813610853296,0.8048986893166373,0.5791040568000244,0.994302110855878
5,pcc,1.0000000000000004,optimized,10,35,1.0168813610853296,0.8048986893166373,0.5775059757521601,0.997693880505251
5,pcc,1.0000000000000004,optimized,10,40,1.0168813610853296,0.8048986893166373,0.5765108053954895,0.9992048973278319
5,pcc,1.0000000000000004,optimized,10,45,1.0168813610853296,0.8048986893166373,0.5760734337220523,0.9996571593200807
5,pcc,1.0000000000000004,optimized,10,50,1.0168813610853296,0.8048986893166373,0.575828250813258,0.9998761163929704
5,pcc,1.0,baseline,10,5,1.0168813610853296,0.8048986893166373,0.6608695652173914,0.7191899043857958
5,pcc,1.0,baseline,10,10,1.0168813610853296,0.8048986893166373,0.6217563837129054,0.876956344726581
5,pcc,1.0,baseline,10,15,1.0168813610853296,0.8048986893166373,0.6013650394615401,0.944154306747265
5,pcc,1.0,baseline,10,20,1.0168813610853296,0.8048986893166373,0.5904369117221927,0.9755503079963125
5,pcc,1.0,baseline,10,25,1.0168813610853296,0.8048986893166373,0.582743726735449,0.9878186150782995
5,pcc,1.0,baseline,10,30,1.0168813610853296,0.8048986893166373,0.5791040568000244,0.994302110855878
5,pcc,1.0,baseline,10,35,1.0168813610853296,0.8048986893166373,0.5775059757521601,0.997693880505251
5,pcc,1.0,baseline,10,40,1.0168813610853296,0.8048986893166373,0.5765108053954895,0.9992048973278319
5,pcc,1.0,baseline,10,45,1.0168813610853296,0.8048986893166373,0.5760734337220523,0.9996571593200807
5,pcc,1.0,baseline,10,50,1.0168813610853296,0.8048986893166373,0.575828250813258,0.9998761163929704
5,pcc,1.0000000000000004,optimized,20,5,0.9933950620976845,0.787697121984024,0.6661717921527042,0.7214839398554018
5,pcc,1.0000000000000004,optimized,20,10,0.9933950620976845,0.787697121984024,0.6251498089515056,0.8805481540299162
5,pcc,1.0000000000000004,optimized,20,15,0.9933950620976845,0.787697121984024,0.6039808047496278,0.946959001524308
5,pcc,1.0000000000000004,optimized,20,20,0.9933950620976845,0.787697121984024,0.5908610898770179,0.9759984695416005
5,pcc,1.0000000000000004,optimized,20,25,0.9933950620976845,0.787697121984024,0.5832527405212391,0.9888775344612668
5,pcc,1.0000000000000004,optimized,20,30,0.9933950620976845,0.787697121984024,0.5793868422365743,0.9947302674306888
5,pcc,1.0000000000000004,optimized,20,35,0.9933950620976845,0.787697121984024,0.5775968710710512,0.9978060248540114
5,pcc,1.0000000000000004,optimized,20,40,0.9933950620976845,0.787697121984024,0.5766168499341958,0.9994023205259159
5,pcc,1.0000000000000004,optimized,20,45,0.9933950620976845,0.787697121984024,0.576120564628144,0.9997234226447709
5,pcc,1.0000000000000004,optimized,20,50,0.9933950620976845,0.787697121984024,0.575828250813258,0.9998761163929704
5,pcc,1.0,baseline,20,5,0.9933950620976845,0.787697121984024,0.6661717921527042,0.7214839398554018
5,pcc,1.0,baseline,20,10,0.9933950620976845,0.787697121984024,0.6251498089515056,0.8805481540299162
5,pcc,1.0,baseline,20,15,0.9933950620976845,0.787697121984024,0.6039808047496278,0.946959001524308
5,pcc,1.0,baseline,20,20,0.9933950620976845,0.787697121984024,0.5908610898770179,0.9759984695416005
5,pcc,1.0,baseline,20,25,0.9933950620976845,0.787697121984024,0.5832527405212391,0.9888775344612668
5,pcc,1.0,baseline,20,30,0.9933950620976845,0.787697121984024,0.5793868422365743,0.9947302674306888
5,pcc,1.0,baseline,20,35,0.9933950620976845,0.787697121984024,0.5775968710710512,0.9978060248540114
5,pcc,1.0,baseline,20,40,0.9933950620976845,0.787697121984024,0.5766168499341958,0.9994023205259159
5,pcc,1.0,baseline,20,45,0.9933950620976845,0.787697121984024,0.576120564628144,0.9997234226447709
5,pcc,1.0,baseline,20,50,0.9933950620976845,0.787697121984024,0.575828250813258,0.9998761163929704
5,pcc,1.0000000000000004,optimized,30,5,0.9875281579003953,0.7837513095331983,0.6708377518557793,0.725261572699046
5,pcc,1.0000000000000004,optimized,30,10,0.9875281579003953,0.7837513095331983,0.6256800316450369,0.8811952563104112
5,pcc,1.0000000000000004,optimized,30,15,0.9875281579003953,0.7837513095331983,0.6025668775668775,0.9466393288918554
5,pcc,1.0000000000000004,optimized,30,20,0.9875281579003953,0.7837513095331983,0.5914443348399023,0.9768120666188125
5,pcc,1.0000000000000004,optimized,30,25,0.9875281579003953,0.7837513095331983,0.5832527405212391,0.9886703571385643
5,pcc,1.0000000000000004,optimized,30,30,0.9875281579003953,0.7837513095331983,0.5794928867752807,0.9949142514138302
5,pcc,1.0000000000000004,optimized,30,35,0.9875281579003953,0.7837513095331983,0.5777180648295727,0.9980919758436881
5,pcc,1.0000000000000004,optimized,30,40,0.9875281579003953,0.7837513095331983,0.5765638276648426,0.9992946426232943
5,pcc,1.0000000000000004,optimized,30,45,0.9875281579003953,0.7837513095331983,0.576120564628144,0.99971477960242
5,pcc,1.0000000000000004,optimized,30,50,0.9875281579003953,0.7837513095331983,0.5758070419055167,0.9998473062518005
5,pcc,1.0,baseline,30,5,0.9875281579003954,0.7837513095331983,0.6708377518557793,0.725261572699046
5,pcc,1.0,baseline,30,10,0.9875281579003954,0.7837513095331983,0.6256800316450369,0.8811952563104112
5,pcc,1.0,baseline,30,15,0.9875281579003954,0.7837513095331983,0.6025668775668775,0.9466393288918554
5,pcc,1.0,baseline,30,20,0.9875281579003954,0.7837513095331983,0.5914443348399023,0.9768120666188125
5,pcc,1.0,baseline,30,25,0.9875281579003954,0.7837513095331983,0.5832527405212391,0.9886703571385643
5,pcc,1.0,baseline,30,30,0.9875281579003954,0.7837513095331983,0.5794928867752807,0.9949142514138302
5,pcc,1.0,baseline,30,35,0.9875281579003954,0.7837513095331983,0.5777180648295727,0.9980919758436881
5,pcc,1.0,baseline,30,40,0.9875281579003954,0.7837513095331983,0.5765638276648426,0.9992946426232943
5,pcc,1.0,baseline,30,45,0.9875281579003954,0.7837513095331983,0.576120564628144,0.99971477960242
5,pcc,1.0,baseline,30,50,0.9875281579003954,0.7837513095331983,0.5758070419055167,0.9998473062518005
5,pcc,1.0000000000000004,optimized,40,5,0.9860346075219986,0.7828879426074753,0.6725344644750795,0.7268663112504224
5,pcc,1.0000000000000004,optimized,40,10,0.9860346075219986,0.7828879426074753,0.6266344324933932,0.8819646821585626
5,pcc,1.0000000000000004,optimized,40,15,0.9860346075219986,0.7828879426074753,0.6028496630034275,0.9468866017965794
5,pcc,1.0000000000000004,optimized,40,20,0.9860346075219986,0.7828879426074753,0.5913382903011961,0.9769737216074929
5,pcc,1.0000000000000004,optimized,40,25,0.9860346075219986,0.7828879426074753,0.583083069259309,0.9883835082863001
5,pcc,1.0000000000000004,optimized,40,30,0.9860346075219986,0.7828879426074753,0.5794928867752807,0.9949589128489411
5,pcc,1.0000000000000004,optimized,40,35,0.9860346075219986,0.7828879426074753,0.5777180648295726,0.9980571978875619
5,pcc,1.0000000000000004,optimized,40,40,0.9860346075219986,0.7828879426074753,0.5765638276648426,0.9992946426232943
5,pcc,1.0000000000000004,optimized,40,45,0.9860346075219986,0.7828879426074753,0.5760969991750982,0.9996369922212618
5,pcc,1.0000000000000004,optimized,40,50,0.9860346075219986,0.7828879426074753,0.5758070419055167,0.9998473062518005
5,pcc,1.0,baseline,40,5,0.9860346075219986,0.7828879426074753,0.6725344644750795,0.7268663112504224
5,pcc,1.0,baseline,40,10,0.9860346075219986,0.7828879426074753,0.6266344324933932,0.8819646821585626
5,pcc,1.0,baseline,40,15,0.9860346075219986,0.7828879426074753,0.6028496630034275,0.9468866017965794
5,pcc,1.0,baseline,40,20,0.9860346075219986,0.7828879426074753,0.5913382903011961,0.9769737216074929
5,pcc,1.0,baseline,40,25,0.9860346075219986,0.7828879426074753,0.583083069259309,0.9883835082863001
5,pcc,1.0,baseline,40,30,0.9860346075219986,0.7828879426074753,0.5794928867752807,0.9949589128489411
5,pcc,1.0,baseline,40,35,0.9860346075219986,0.7828879426074753,0.5777180648295726,0.9980571978875619
5,pcc,1.0,baseline,40,40,0.9860346075219986,0.7828879426074753,0.5765638276648426,0.9992946426232943
5,pcc,1.0,baseline,40,45,0.9860346075219986,0.7828879426074753,0.5760969991750982,0.9996369922212618
5,pcc,1.0,baseline,40,50,0.9860346075219986,0.7828879426074753,0.5758070419055167,0.9998473062518005
5,pcc,1.0000000000000004,optimized,50,5,0.9852918456266956,0.782803900813886,0.6721102863202545,0.7266089297430408
5,pcc,1.0000000000000004,optimized,50,10,0.9852918456266956,0.782803900813886,0.6259981652611558,0.8813545582814628
5,pcc,1.0000000000000004,optimized,50,15,0.9852918456266956,0.782803900813886,0.6032031447991152,0.9474624334644381
5,pcc,1.0000000000000004,optimized,50,20,0.9852918456266956,0.782803900813886,0.5913382903011961,0.9769169473308001
5,pcc,1.0000000000000004,optimized,50,25,0.9852918456266956,0.782803900813886,0.5831679048902739,0.988500310904581
5,pcc,1.0000000000000004,optimized,50,30,0.9852918456266956,0.782803900813886,0.5796696276731245,0.9953223779315072
5,pcc,1.0000000000000004,optimized,50,35,0.9852918456266956,0.782803900813886,0.5777180648295727,0.9980919758436881
5,pcc,1.0000000000000004,optimized,50,40,0.9852918456266956,0.782803900813886,0.5765638276648426,0.9992946426232943
5,pcc,1.0000000000000004,optimized,50,45,0.9852918456266956,0.782803900813886,0.576120564628144,0.9996744454047825
5,pcc,1.0000000000000004,optimized,50,50,0.9852918456266956,0.782803900813886,0.5758070419055167,0.9998473062518005
5,pcc,1.0,baseline,50,5,0.9852918456266956,0.782803900813886,0.6721102863202545,0.7266089297430408
5,pcc,1.0,baseline,50,10,0.9852918456266956,0.782803900813886,0.6259981652611558,0.8813545582814628
5,pcc,1.0,baseline,50,15,0.9852918456266956,0.782803900813886,0.6032031447991152,0.9474624334644381
