method,RMSE_mean,RMSE_std,n_folds,MAD_mean,MAD_std,RMSE_ci95_lower,RMSE_ci95_upper,RMSE_cv,MAD_ci95_lower,MAD_ci95_upper,MAD_cv,Precision_mean,Precision_std,Recall_mean,Recall_std
ipwr,0.9636216001927567,0.00420052229289289,100,0.7690327518804603,0.0025106115987881014,0.9627982978233497,0.9644449025621636,0.43590993519164006,0.7685406720070979,0.7695248317538227,0.32646354692294755,0.5973046816835496,,0.9741418467014156,
msd,0.9781266602772337,0.008319182189540673,100,0.7756889589675575,0.00868687453646865,0.9764961005680838,0.9797572199863837,0.8505219750561486,0.7739863315584097,0.7773915863767054,1.1198914766082122,0.5982590825319059,,0.9757016920380576,
cpcc,0.9993456643354341,0.004078032178890731,100,0.7844740646776662,0.003609581073141006,0.9985463700283715,1.0001449586424966,0.40807023279603927,0.7837665867873306,0.7851815425680019,0.4601275218224266,0.5982590825319059,,0.9755354970581444,
jmsd,1.0013963657458858,0.003613704309528157,100,0.7998089549630104,0.002907240975174056,1.0006880797012183,1.0021046517905532,0.360866529292475,0.7992391357318763,0.8003787741941445,0.36349192605733077,0.5976758375690215,,0.9746927516234078,
cosine,1.0051229526977272,0.004326561465311602,100,0.8036769655899251,0.0036445903828583384,1.004274946650526,1.0059709587449284,0.43045096659062554,0.8029626258748849,0.8043913053049653,0.4534894664030952,0.5970925926061371,,0.9739690024952792,
jaccard,1.0099627117825598,0.004932639719209326,100,0.8077093660457507,0.004130713400688176,1.0089959143975948,1.0109295091675248,0.48839820140521184,0.8068997462192158,0.8085189858722857,0.5114108582039398,0.5973577039529028,,0.9744389624911716,
acos,1.0131903327108613,0.011005121722850345,100,0.8129016500698449,0.010332033281711395,1.0110333288531828,1.01534733656854,1.0861850303491718,0.8108765715466295,0.8149267285930604,1.2710065579057024,0.5971986371448433,,0.9741204932441092,
spcc,1.019406380442775,0.0040307830896695405,100,0.8078511491782621,0.002779503679464671,1.0186163469571998,1.0201964139283504,0.3954049304575459,0.807306366457087,0.8083959318994371,0.3440613635682705,0.5983121048012591,,0.9755666745260746,
src,1.0219909363836561,0.004917085583670865,100,0.8117510198275022,0.004182927435675615,1.0210271876092567,1.0229546851580555,0.4811281009076374,0.8109311660501097,0.8125708736048947,0.5152968500815054,0.5975697930303153,,0.9746224247003854,
ari,1.0225622876540685,0.00913415310872929,100,0.8129087245021894,0.0071641078225482425,1.0207719936447577,1.0243525816633794,0.8932612926381813,0.8115045593689699,0.8143128896354089,0.8812930168679654,0.5974637484916091,,0.9743182747046406,
kendall_tau_b,1.0235917043166627,0.004561847864808695,100,0.8125166433674147,0.0035794352223609575,1.0226975821351603,1.024485826498165,0.44567065613863377,0.8118150740638319,0.8132182126709975,0.4405368495008613,0.5978879266464341,,0.9749519971251606,
pcc,1.0238504774721315,0.004726827718108346,100,0.8112840898613212,0.003407093626030825,1.0229240192393823,1.0247769357048808,0.4616716817653686,0.8106162995106191,0.8119518802120232,0.41996307688139495,0.5984181493399653,,0.9757033897047372,
ami,1.0258645737388625,0.008974440617012023,100,0.8162253319226558,0.007645199521040649,1.0241055833779282,1.0276235640997968,0.8748172855120445,0.8147268728165318,0.8177237910287798,0.9366530567033536,0.5974107262222559,,0.9742918943227707,
itr,1.0272218822590442,0.02504620966759757,100,0.8151199221282955,0.019151401887842697,1.022312825164195,1.0321309393538933,2.4382472862159523,0.8113662473582783,0.8188735968983127,2.3495195452759856,0.5971986371448434,,0.9743093546835452,
manhattan,1.0592898242049407,0.004650290555626537,100,0.8380348930249427,0.003171059827513255,1.0583783672560378,1.0602012811538435,0.43900077668704623,0.8374133652987501,0.8386564207511353,0.3783923383031348,0.5950777463707183,,0.9708416697960784,
chebyshev,1.0685798742741734,0.008213987680661415,100,0.8392036437437573,0.0039197865269859555,1.0669699326887638,1.070189815859583,0.7686826112311649,0.8384353655844681,0.8399719219030466,0.46708406907046557,0.5969335257980777,,0.9737772659296728,
euclidean,1.072253090588451,0.008965197010011373,100,0.8441799859278527,0.005070675492077518,1.0704959119744888,1.0740102692024134,0.8361082927810715,0.8431861335314055,0.8451738383242999,0.6006628416455824,0.5951307686400712,,0.970376304080733,
