fold,method,K,TopN,phase,alpha,mse,rmse,regularization_penalty,regularized_score,precision,recall
9,msd,10,5,coarse,0.0,1.1278345404345684,1.0619955463346202,0.0,1.1278345404345684,0.6827147401908801,0.5511162027189824
9,msd,10,10,coarse,0.0,1.1278345404345684,1.0619955463346202,0.0,1.1278345404345684,0.6402485313673012,0.7449491632482576
9,msd,10,15,coarse,0.0,1.1278345404345684,1.0619955463346202,0.0,1.1278345404345684,0.6211490730313636,0.8356033722826313
9,msd,10,20,coarse,0.0,1.1278345404345684,1.0619955463346202,0.0,1.1278345404345684,0.6088016784913259,0.8936867701995774
9,msd,10,25,coarse,0.0,1.1278345404345684,1.0619955463346202,0.0,1.1278345404345684,0.5991494199502296,0.930809776255294
9,msd,10,30,coarse,0.0,1.1278345404345684,1.0619955463346202,0.0,1.1278345404345684,0.5924567043347803,0.9545914708407368
9,msd,10,35,coarse,0.0,1.1278345404345684,1.0619955463346202,0.0,1.1278345404345684,0.5874111148392289,0.9703281245420566
9,msd,10,40,coarse,0.0,1.1278345404345684,1.0619955463346202,0.0,1.1278345404345684,0.5837095241880931,0.9804914341355586
9,msd,10,45,coarse,0.0,1.1278345404345684,1.0619955463346202,0.0,1.1278345404345684,0.5807975056675575,0.9869917683753388
9,msd,10,50,coarse,0.0,1.1278345404345684,1.0619955463346202,0.0,1.1278345404345684,0.5787558202400983,0.9918740835431742
9,msd,10,5,coarse,0.5,0.9885285156535925,0.9942477134263837,0.0,0.9885285156535925,0.6996818663838812,0.5577802977856221
9,msd,10,10,coarse,0.5,0.9885285156535925,0.9942477134263837,0.0,0.9885285156535925,0.6549887222474708,0.7570813104214603
9,msd,10,15,coarse,0.5,0.9885285156535925,0.9942477134263837,0.0,0.9885285156535925,0.6301982070009642,0.844264370534771
9,msd,10,20,coarse,0.5,0.9885285156535925,0.9942477134263837,0.0,0.9885285156535925,0.6151113285443481,0.9013249688996617
9,msd,10,25,coarse,0.5,0.9885285156535925,0.9942477134263837,0.0,0.9885285156535925,0.6021610848494874,0.9344160061491414
9,msd,10,30,coarse,0.5,0.9885285156535925,0.9942477134263837,0.0,0.9885285156535925,0.5952492105207117,0.9583180119912872
9,msd,10,35,coarse,0.5,0.9885285156535925,0.9942477134263837,0.0,0.9885285156535925,0.5895320056133541,0.9731618772219058
9,msd,10,40,coarse,0.5,0.9885285156535925,0.9942477134263837,0.0,0.9885285156535925,0.5851411254606276,0.9826728090364784
9,msd,10,45,coarse,0.5,0.9885285156535925,0.9942477134263837,0.0,0.9885285156535925,0.5815044692589326,0.9882441773659243
9,msd,10,50,coarse,0.5,0.9885285156535925,0.9942477134263837,0.0,0.9885285156535925,0.579158789487182,0.9925401934566124
9,msd,10,5,coarse,1.0,0.9879636221670731,0.9939635919726,0.0,0.9879636221670731,0.6996818663838812,0.5577802977856221
9,msd,10,10,coarse,1.0,0.9879636221670731,0.9939635919726,0.0,0.9879636221670731,0.6549887222474708,0.7570813104214603
9,msd,10,15,coarse,1.0,0.9879636221670731,0.9939635919726,0.0,0.9879636221670731,0.6301982070009642,0.844253736460361
9,msd,10,20,coarse,1.0,0.9879636221670731,0.9939635919726,0.0,0.9879636221670731,0.6150583062749949,0.901284289345172
9,msd,10,25,coarse,1.0,0.9879636221670731,0.9939635919726,0.0,0.9879636221670731,0.6022035026649698,0.9344969158205684
9,msd,10,30,coarse,1.0,0.9879636221670731,0.9939635919726,0.0,0.9879636221670731,0.5952492105207117,0.9583454505289629
9,msd,10,35,coarse,1.0,0.9879636221670731,0.9939635919726,0.0,0.9879636221670731,0.5895623040529845,0.9731918101720973
9,msd,10,40,coarse,1.0,0.9879636221670731,0.9939635919726,0.0,0.9879636221670731,0.5850881031912745,0.9826016696873219
