fold,method,alpha,type,K,TopN,validation_mse,validation_rmse,validation_precision,validation_recall,regularization_penalty,regularized_score,test_RMSE,test_MAD,test_Precision,test_Recall,lambda
9,ami,0.05,optimized,10,5,1.1273959486577456,1.0617890320858214,0.6721102863202545,0.5455969753949124,0.0,1.1273959486577456,1.0554800350419102,0.8360503195808192,0.646200070696359,0.7206443251486441,0.0
9,ami,0.05,optimized,10,10,1.1273959486577456,1.0617890320858214,0.6418391994478951,0.7469278621558393,0.0,1.1273959486577456,1.0554800350419102,0.8360503195808192,0.6185148714841187,0.8785901834505722,0.0
9,ami,0.05,optimized,10,15,1.1273959486577456,1.0617890320858214,0.6240476237560012,0.8386715739144199,0.0,1.1273959486577456,1.0554800350419102,0.8360503195808192,0.6000646931717982,0.9438986117817634,0.0
9,ami,0.05,optimized,10,20,1.1273959486577456,1.0617890320858214,0.6105514133799791,0.8961559933782645,0.0,1.1273959486577456,1.0554800350419102,0.8360503195808192,0.5902721120214611,0.9743973511901068,0.0
9,ami,0.05,optimized,10,25,1.1273959486577456,1.0617890320858214,0.5999129406289146,0.93151454043145,0.0,1.1273959486577456,1.0554800350419102,0.8360503195808192,0.5843700548212803,0.9882598199850544,0.0
9,ami,0.05,optimized,10,30,1.1273959486577456,1.0617890320858214,0.5932697124648616,0.955323239059886,0.0,1.1273959486577456,1.0554800350419102,0.8360503195808192,0.5807812405146543,0.9941597365855992,0.0
9,ami,0.05,optimized,10,35,1.1273959486577456,1.0617890320858214,0.5881685758299878,0.9710645162323116,0.0,1.1273959486577456,1.0554800350419102,0.8360503195808192,0.5791536366287118,0.9974941104121924,0.0
9,ami,0.05,optimized,10,40,1.1273959486577456,1.0617890320858214,0.5838685909961526,0.981034596132928,0.0,1.1273959486577456,1.0554800350419102,0.8360503195808192,0.578346574978596,0.9988843137325506,0.0
9,ami,0.05,optimized,10,45,1.1273959486577456,1.0617890320858214,0.5809624638388785,0.987564804441452,0.0,1.1273959486577456,1.0554800350419102,0.8360503195808192,0.5779348504663855,0.999397718584264,0.0
9,ami,0.05,optimized,10,50,1.1273959486577456,1.0617890320858214,0.5788618647788045,0.9921734219105486,0.0,1.1273959486577456,1.0554800350419102,0.8360503195808192,0.5776625492518028,0.9998109173375772,0.0
9,ami,0.05,optimized,20,5,1.0758173829721944,1.0372161698374136,0.6954400848356309,0.5589021796114516,0.0,1.0758173829721944,1.0326058274461871,0.8186622420000494,0.6525627430187345,0.7230252049761443,0.0
9,ami,0.05,optimized,20,10,1.0758173829721944,1.0372161698374136,0.6514892524701644,0.7536895648016371,0.0,1.0758173829721944,1.0326058274461871,0.8186622420000494,0.6224385194162501,0.8831997631722384,0.0
9,ami,0.05,optimized,20,15,1.0758173829721944,1.0372161698374136,0.6289963688956266,0.8438837927782283,0.0,1.0758173829721944,1.0326058274461871,0.8186622420000494,0.6021855839459234,0.9457020859869002,0.0
9,ami,0.05,optimized,20,20,1.0758173829721944,1.0372161698374136,0.6128313709621636,0.8985640514133038,0.0,1.0758173829721944,1.0326058274461871,0.8186622420000494,0.5912795351391706,0.9755828951114166,0.0
