fold,method,K,TopN,phase,alpha,mse,rmse,regularization_penalty,regularized_score,precision,recall
2,msd,10,5,coarse,0.0,1.1327022941436475,1.0642848745254474,0.0,1.1327022941436475,0.6889183457051962,0.5626517219137883
2,msd,10,10,coarse,0.0,1.1327022941436475,1.0642848745254474,0.0,1.1327022941436475,0.6464651820431248,0.7484796150247912
2,msd,10,15,coarse,0.0,1.1327022941436475,1.0642848745254474,0.0,1.1327022941436475,0.624692239538475,0.8366851646639931
2,msd,10,20,coarse,0.0,1.1327022941436475,1.0642848745254474,0.0,1.1327022941436475,0.612643982159953,0.8950961588431907
2,msd,10,25,coarse,0.0,1.1327022941436475,1.0642848745254474,0.0,1.1327022941436475,0.603768309751153,0.9327452797337655
2,msd,10,30,coarse,0.0,1.1327022941436475,1.0642848745254474,0.0,1.1327022941436475,0.5972394691355754,0.9560572266136634
2,msd,10,35,coarse,0.0,1.1327022941436475,1.0642848745254474,0.0,1.1327022941436475,0.5919606416733422,0.9709843603423054
2,msd,10,40,coarse,0.0,1.1327022941436475,1.0642848745254474,0.0,1.1327022941436475,0.5875981265473065,0.9805004380054574
2,msd,10,45,coarse,0.0,1.1327022941436475,1.0642848745254474,0.0,1.1327022941436475,0.5850667627595824,0.9874362719611299
2,msd,10,50,coarse,0.0,1.1327022941436475,1.0642848745254474,0.0,1.1327022941436475,0.582825513104593,0.9916241844829035
2,msd,10,5,coarse,0.5,0.9880660342872987,0.9940151076755819,0.0,0.9880660342872987,0.7031283138918345,0.5668799995928544
2,msd,10,10,coarse,0.5,0.9880660342872987,0.9940151076755819,0.0,0.9880660342872987,0.6574938140685754,0.7567742527873832
2,msd,10,15,coarse,0.5,0.9880660342872987,0.9940151076755819,0.0,0.9880660342872987,0.6360036570004756,0.8459313355582128
2,msd,10,20,coarse,0.5,0.9880660342872987,0.9940151076755819,0.0,0.9880660342872987,0.6205973225629221,0.9036500119608946
2,msd,10,25,coarse,0.5,0.9880660342872987,0.9940151076755819,0.0,0.9880660342872987,0.6076707487755433,0.9364683173743104
