fold,method,K,TopN,phase,alpha,mse,rmse,regularization_penalty,regularized_score,precision,recall
8,msd,10,5,coarse,0.0,1.1390270910086486,1.0672521215760822,0.0,1.1390270910086486,0.680116648992577,0.5471603412136701
8,msd,10,10,coarse,0.0,1.1390270910086486,1.0672521215760822,0.0,1.1390270910086486,0.6467412344930903,0.7500429037028311
8,msd,10,15,coarse,0.0,1.1390270910086486,1.0672521215760822,0.0,1.1390270910086486,0.6257947013514352,0.839971198066606
8,msd,10,20,coarse,0.0,1.1390270910086486,1.0672521215760822,0.0,1.1390270910086486,0.6097912827191871,0.8948071920438162
8,msd,10,25,coarse,0.0,1.1390270910086486,1.0672521215760822,0.0,1.1390270910086486,0.5996160936683008,0.9303410396718742
8,msd,10,30,coarse,0.0,1.1390270910086486,1.0672521215760822,0.0,1.1390270910086486,0.5927329012075312,0.9540666276680856
8,msd,10,35,coarse,0.0,1.1390270910086486,1.0672521215760822,0.0,1.1390270910086486,0.5879969378839223,0.9700645452237614
8,msd,10,40,coarse,0.0,1.1390270910086486,1.0672521215760822,0.0,1.1390270910086486,0.5836555440130312,0.9797155607342498
8,msd,10,45,coarse,0.0,1.1390270910086486,1.0672521215760822,0.0,1.1390270910086486,0.580715037000862,0.9865614402925811
8,msd,10,50,coarse,0.0,1.1390270910086486,1.0672521215760822,0.0,1.1390270910086486,0.5788076574829556,0.9913691355055857
8,msd,10,5,coarse,0.5,0.9845826772103847,0.9922613956062106,0.0,0.9845826772103847,0.7021739130434782,0.5656475257236494
8,msd,10,10,coarse,0.5,0.9845826772103847,0.9922613956062106,0.0,0.9845826772103847,0.6604209799861974,0.7604659711709696
8,msd,10,15,coarse,0.5,0.9845826772103847,0.9922613956062106,0.0,0.9845826772103847,0.6332885154200106,0.8463188319372532
8,msd,10,20,coarse,0.5,0.9845826772103847,0.9922613956062106,0.0,0.9845826772103847,0.6154116432706187,0.9000088987588349
8,msd,10,25,coarse,0.5,0.9845826772103847,0.9922613956062106,0.0,0.9845826772103847,0.603094354537866,0.9342318905520487
8,msd,10,30,coarse,0.5,0.9845826772103847,0.9922613956062106,0.0,0.9845826772103847,0.5957728446504439,0.9581594101470887
8,msd,10,35,coarse,0.5,0.9845826772103847,0.9922613956062106,0.0,0.9845826772103847,0.5901178286580474,0.9730596816910291
8,msd,10,40,coarse,0.5,0.9845826772103847,0.9922613956062106,0.0,0.9845826772103847,0.586041546133922,0.9832383564207252
8,msd,10,45,coarse,0.5,0.9845826772103847,0.9922613956062106,0.0,0.9845826772103847,0.5824824459792997,0.9893479282044014
8,msd,10,50,coarse,0.5,0.9845826772103847,0.9922613956062106,0.0,0.9845826772103847,0.5797832672390532,0.9929183949937149
8,msd,10,5,coarse,1.0,0.9838098934279235,0.9918719138214992,0.0,0.9838098934279235,0.7021739130434782,0.5656475257236494
8,msd,10,10,coarse,1.0,0.9838098934279235,0.9918719138214992,0.0,0.9838098934279235,0.6604209799861974,0.7604315767703779
8,msd,10,15,coarse,1.0,0.9838098934279235,0.9918719138214992,0.0,0.9838098934279235,0.6332885154200106,0.8463188319372532
8,msd,10,20,coarse,1.0,0.9838098934279235,0.9918719138214992,0.0,0.9838098934279235,0.6153586210012656,0.8999672286196566
8,msd,10,25,coarse,1.0,0.9838098934279235,0.9918719138214992,0.0,0.9838098934279235,0.603094354537866,0.9342318905520487
8,msd,10,30,coarse,1.0,0.9838098934279235,0.9918719138214992,0.0,0.9838098934279235,0.5957728446504439,0.9581521143651449
8,msd,10,35,coarse,1.0,0.9838098934279235,0.9918719138214992,0.0,0.9838098934279235,0.5901481270976777,0.9730925127097756
8,msd,10,40,coarse,1.0,0.9838098934279235,0.9918719138214992,0.0,0.9838098934279235,0.5860680572685987,0.9832876029488452
8,msd,10,45,coarse,1.0,0.9838098934279235,0.9918719138214992,0.0,0.9838098934279235,0.5824824459792997,0.9893479282044014
8,msd,10,50,coarse,1.0,0.9838098934279235,0.9918719138214992,0.0,0.9838098934279235,0.5797832672390532,0.9929183949937149
8,msd,10,5,coarse,1.5,0.9831283933110544,0.9915283119059457,0.0,0.9831283933110544,0.7021739130434782,0.5656475257236494
8,msd,10,10,coarse,1.5,0.9831283933110544,0.9915283119059457,0.0,0.9831283933110544,0.6604209799861974,0.7604482021967508
8,msd,10,15,coarse,1.5,0.9831283933110544,0.9915283119059457,0.0,0.9831283933110544,0.6332885154200106,0.8463188319372532
8,msd,10,20,coarse,1.5,0.9831283933110544,0.9915283119059457,0.0,0.9831283933110544,0.6154116432706187,0.9000349425958213
8,msd,10,25,coarse,1.5,0.9831283933110544,0.9915283119059457,0.0,0.9831283933110544,0.6031367723533485,0.9342789959267719
8,msd,10,30,coarse,1.5,0.9831283933110544,0.9915283119059457,0.0,0.9831283933110544,0.5958081928300126,0.9582091366608626
8,msd,10,35,coarse,1.5,0.9831283933110544,0.9915283119059457,0.0,0.9831283933110544,0.5901481270976777,0.9730925127097756
8,msd,10,40,coarse,1.5,0.9831283933110544,0.9915283119059457,0.0,0.9831283933110544,0.5860680572685987,0.9832876029488452
8,msd,10,45,coarse,1.5,0.9831283933110544,0.9915283119059457,0.0,0.9831283933110544,0.5824824459792997,0.9893479282044014
8,msd,10,50,coarse,1.5,0.9831283933110544,0.9915283119059457,0.0,0.9831283933110544,0.5798044761467944,0.9929512260124616
8,msd,10,5,coarse,2.0,0.9825307902838273,0.9912269116018931,0.0,0.9825307902838273,0.7023860021208908,0.5658023005263116
8,msd,10,10,coarse,2.0,0.9825307902838273,0.9912269116018931,0.0,0.9825307902838273,0.6604209799861974,0.7604482021967508
8,msd,10,15,coarse,2.0,0.9825307902838273,0.9912269116018931,0.0,0.9825307902838273,0.6332885154200106,0.846307719900139
8,msd,10,20,coarse,2.0,0.9825307902838273,0.9912269116018931,0.0,0.9825307902838273,0.6154116432706187,0.9000349425958213
8,msd,10,25,coarse,2.0,0.9825307902838273,0.9912269116018931,0.0,0.9825307902838273,0.6031367723533485,0.9342701568063403
8,msd,10,30,coarse,2.0,0.9825307902838273,0.9912269116018931,0.0,0.9825307902838273,0.5958788891891503,0.9582985099896725
8,msd,10,35,coarse,2.0,0.9825307902838273,0.9912269116018931,0.0,0.9825307902838273,0.590178425537308,0.9731358496545209
8,msd,10,40,coarse,2.0,0.9825307902838273,0.9912269116018931,0.0,0.9825307902838273,0.5860680572685987,0.9832876029488452
8,msd,10,45,coarse,2.0,0.9825307902838273,0.9912269116018931,0.0,0.9825307902838273,0.5825060114323455,0.9893889669778347
8,msd,10,50,coarse,2.0,0.9825307902838273,0.9912269116018931,0.0,0.9825307902838273,0.5797832672390532,0.9929183949937149
8,msd,10,5,coarse,2.5,0.9820100826314456,0.9909642186433603,0.0,0.9820100826314456,0.7023860021208908,0.5658023005263116
8,msd,10,10,coarse,2.5,0.9820100826314456,0.9909642186433603,0.0,0.9820100826314456,0.6603149354474911,0.7603127742444215
8,msd,10,15,coarse,2.5,0.9820100826314456,0.9909642186433603,0.0,0.9820100826314456,0.6332885154200106,0.846307719900139
8,msd,10,20,coarse,2.5,0.9820100826314456,0.9909642186433603,0.0,0.9820100826314456,0.6154116432706187,0.9000349425958213
8,msd,10,25,coarse,2.5,0.9820100826314456,0.9909642186433603,0.0,0.9820100826314456,0.6031367723533485,0.9342701568063403
8,msd,10,30,coarse,2.5,0.9820100826314456,0.9909642186433603,0.0,0.9820100826314456,0.5959142373687191,0.9583313410084189
8,msd,10,35,coarse,2.5,0.9820100826314456,0.9909642186433603,0.0,0.9820100826314456,0.5901481270976777,0.9730984902193955
8,msd,10,40,coarse,2.5,0.9820100826314456,0.9909642186433603,0.0,0.9820100826314456,0.5860680572685987,0.9832876029488452
8,msd,10,45,coarse,2.5,0.9820100826314456,0.9909642186433603,0.0,0.9820100826314456,0.5825060114323455,0.9893889669778347
8,msd,10,50,coarse,2.5,0.9820100826314456,0.9909642186433603,0.0,0.9820100826314456,0.5797832672390532,0.9929183949937149
8,msd,10,5,coarse,3.0,0.9815597453513599,0.9907369708208935,0.0,0.9815597453513599,0.7021739130434782,0.5655314446216528
8,msd,10,10,coarse,3.0,0.9815597453513599,0.9907369708208935,0.0,0.9815597453513599,0.6604209799861974,0.7604781018745379
8,msd,10,15,coarse,3.0,0.9815597453513599,0.9907369708208935,0.0,0.9815597453513599,0.6332885154200106,0.846307719900139
8,msd,10,20,coarse,3.0,0.9815597453513599,0.9907369708208935,0.0,0.9815597453513599,0.6153586210012656,0.8999516023174648
8,msd,10,25,coarse,3.0,0.9815597453513599,0.9907369708208935,0.0,0.9815597453513599,0.6031367723533485,0.9342701568063403
8,msd,10,30,coarse,3.0,0.9815597453513599,0.9907369708208935,0.0,0.9815597453513599,0.5959142373687191,0.9583313410084189
8,msd,10,35,coarse,3.0,0.9815597453513599,0.9907369708208935,0.0,0.9815597453513599,0.5901481270976777,0.9731176416469978
8,msd,10,40,coarse,3.0,0.9815597453513599,0.9907369708208935,0.0,0.9815597453513599,0.5860680572685987,0.983264152221169
8,msd,10,45,coarse,3.0,0.9815597453513599,0.9907369708208935,0.0,0.9815597453513599,0.5824824459792997,0.989339720449715
8,msd,10,50,coarse,3.0,0.9815597453513599,0.9907369708208935,0.0,0.9815597453513599,0.5797832672390533,0.9929221568812797
8,msd,10,5,coarse,3.5,0.9811738041784911,0.9905421768801624,0.0,0.9811738041784911,0.7021739130434782,0.5655314446216528
8,msd,10,10,coarse,3.5,0.9811738041784911,0.9905421768801624,0.0,0.9811738041784911,0.6604209799861974,0.7604781018745379
8,msd,10,15,coarse,3.5,0.9811738041784911,0.9905421768801624,0.0,0.9811738041784911,0.6333592117791482,0.8463851073014701
8,msd,10,20,coarse,3.5,0.9811738041784911,0.9905421768801624,0.0,0.9811738041784911,0.6154646655399719,0.900039630486479
8,msd,10,25,coarse,3.5,0.9811738041784911,0.9905421768801624,0.0,0.9811738041784911,0.603094354537866,0.93423003000565
8,msd,10,30,coarse,3.5,0.9811738041784911,0.9905421768801624,0.0,0.9811738041784911,0.5959142373687191,0.9583313410084189
8,msd,10,35,coarse,3.5,0.9811738041784911,0.9905421768801624,0.0,0.9811738041784911,0.5901481270976777,0.9731176416469978
8,msd,10,40,coarse,3.5,0.9811738041784911,0.9905421768801624,0.0,0.9811738041784911,0.5861475906726282,0.9833695339286633
8,msd,10,45,coarse,3.5,0.9811738041784911,0.9905421768801624,0.0,0.9811738041784911,0.5824824459792997,0.989339720449715
8,msd,10,50,coarse,3.5,0.9811738041784911,0.9905421768801624,0.0,0.9811738041784911,0.5797832672390533,0.9929221568812797
8,msd,10,5,coarse,4.0,0.9808468658805993,0.9903771331571621,0.0,0.9808468658805993,0.7023860021208908,0.5658925858278645
8,msd,10,10,coarse,4.0,0.9808468658805993,0.9903771331571621,0.0,0.9808468658805993,0.6604209799861974,0.7604781018745379
8,msd,10,15,coarse,4.0,0.9808468658805993,0.9903771331571621,0.0,0.9808468658805993,0.6333592117791482,0.8463851073014701
8,msd,10,20,coarse,4.0,0.9808468658805993,0.9903771331571621,0.0,0.9808468658805993,0.6154646655399719,0.900039630486479
8,msd,10,25,coarse,4.0,0.9808468658805993,0.9903771331571621,0.0,0.9808468658805993,0.603094354537866,0.93423003000565
8,msd,10,30,coarse,4.0,0.9808468658805993,0.9903771331571621,0.0,0.9808468658805993,0.5959495855482878,0.9584087284097501
8,msd,10,35,coarse,4.0,0.9808468658805993,0.9903771331571621,0.0,0.9808468658805993,0.5901178286580474,0.9730660500461102
8,msd,10,40,coarse,4.0,0.9808468658805993,0.9903771331571621,0.0,0.9808468658805993,0.5861741018073048,0.9834062619065678
8,msd,10,45,coarse,4.0,0.9808468658805993,0.9903771331571621,0.0,0.9808468658805993,0.5824588805262537,0.9893096253491973
8,msd,10,50,coarse,4.0,0.9808468658805993,0.9903771331571621,0.0,0.9808468658805993,0.5797832672390533,0.9929221568812797
8,msd,10,5,coarse,4.5,0.9805741067514487,0.9902394189040592,0.0,0.9805741067514487,0.7023860021208908,0.5658581914272729
8,msd,10,10,coarse,4.5,0.9805741067514487,0.9902394189040592,0.0,0.9805741067514487,0.6604209799861974,0.7604781018745379
8,msd,10,15,coarse,4.5,0.9805741067514487,0.9902394189040592,0.0,0.9805741067514487,0.6333592117791482,0.8463851073014701
8,msd,10,20,coarse,4.5,0.9805741067514487,0.9902394189040592,0.0,0.9805741067514487,0.6155176878093251,0.9000888770145987
8,msd,10,25,coarse,4.5,0.9805741067514487,0.9902394189040592,0.0,0.9805741067514487,0.6030519367223836,0.9341623160294853
8,msd,10,30,coarse,4.5,0.9805741067514487,0.9902394189040592,0.0,0.9805741067514487,0.5959495855482878,0.9584087284097501
8,msd,10,35,coarse,4.5,0.9805741067514487,0.9902394189040592,0.0,0.9805741067514487,0.5902087239769385,0.9731956604140738
8,msd,10,40,coarse,4.5,0.9805741067514487,0.9902394189040592,0.0,0.9805741067514487,0.5860945684032752,0.983296404266916
8,msd,10,45,coarse,4.5,0.9805741067514487,0.9902394189040592,0.0,0.9805741067514487,0.582435315073208,0.9892722659140719
8,msd,10,50,coarse,4.5,0.9805741067514487,0.9902394189040592,0.0,0.9805741067514487,0.5798044761467944,0.9929467801453397
8,msd,10,5,coarse,5.0,0.9803512355058249,0.9901268784887243,0.0,0.9803512355058249,0.7025980911983032,0.5659665337891363
8,msd,10,10,coarse,5.0,0.9803512355058249,0.9901268784887243,0.0,0.9803512355058249,0.6604209799861974,0.7604781018745379
8,msd,10,15,coarse,5.0,0.9803512355058249,0.9901268784887243,0.0,0.9803512355058249,0.6333592117791482,0.8463851073014701
8,msd,10,20,coarse,5.0,0.9803512355058249,0.9901268784887243,0.0,0.9803512355058249,0.6155707100786781,0.9001662644159297
8,msd,10,25,coarse,5.0,0.9803512355058249,0.9901268784887243,0.0,0.9803512355058249,0.6030519367223834,0.9341854813371206
8,msd,10,30,coarse,5.0,0.9803512355058249,0.9901268784887243,0.0,0.9803512355058249,0.5959849337278564,0.9584520653544956
8,msd,10,35,coarse,5.0,0.9803512355058249,0.9901268784887243,0.0,0.9803512355058249,0.5902087239769384,0.9731966260322724
8,msd,10,40,coarse,5.0,0.9803512355058249,0.9901268784887243,0.0,0.9803512355058249,0.5860945684032752,0.983296404266916
8,msd,10,45,coarse,5.0,0.9803512355058249,0.9901268784887243,0.0,0.9803512355058249,0.582435315073208,0.9892722659140719
8,msd,10,50,coarse,5.0,0.9803512355058249,0.9901268784887243,0.0,0.9803512355058249,0.5798044761467944,0.9929467801453397
8,msd,10,5,coarse,5.5,0.9801744466334028,0.9900375985958325,0.0,0.9801744466334028,0.7028101802757158,0.566237389693795
8,msd,10,10,coarse,5.5,0.9801744466334028,0.9900375985958325,0.0,0.9801744466334028,0.6604209799861974,0.7604781018745379
8,msd,10,15,coarse,5.5,0.9801744466334028,0.9900375985958325,0.0,0.9801744466334028,0.6332885154200106,0.846307719900139
8,msd,10,20,coarse,5.5,0.9801744466334028,0.9900375985958325,0.0,0.9801744466334028,0.6155176878093251,0.9001382508769863
8,msd,10,25,coarse,5.5,0.9801744466334028,0.9900375985958325,0.0,0.9801744466334028,0.6030519367223834,0.9341854813371206
8,msd,10,30,coarse,5.5,0.9801744466334028,0.9900375985958325,0.0,0.9801744466334028,0.5959849337278564,0.958459641743437
8,msd,10,35,coarse,5.5,0.9801744466334028,0.9900375985958325,0.0,0.9801744466334028,0.5902087239769384,0.9731966260322724
