fold,method,alpha,type,K,TopN,RMSE,MAD,lambda
2,acos,0.05,optimized,10,5,1.0422845103003406,0.8315447509879709,0.015
2,acos,0.05,optimized,10,10,1.0422845103003406,0.8315447509879709,0.015
2,acos,0.05,optimized,10,15,1.0422845103003406,0.8315447509879709,0.015
2,acos,0.05,optimized,10,20,1.0422845103003406,0.8315447509879709,0.015
2,acos,0.05,optimized,10,25,1.0422845103003406,0.8315447509879709,0.015
2,acos,0.05,optimized,10,30,1.0422845103003406,0.8315447509879709,0.015
2,acos,0.05,optimized,10,35,1.0422845103003406,0.8315447509879709,0.015
2,acos,0.05,optimized,10,40,1.0422845103003406,0.8315447509879709,0.015
2,acos,0.05,optimized,10,45,1.0422845103003406,0.8315447509879709,0.015
2,acos,0.05,optimized,10,50,1.0422845103003406,0.8315447509879709,0.015
2,acos,0.2,optimized,20,5,1.0152163609828395,0.8106013568177205,0.015
2,acos,0.2,optimized,20,10,1.0152163609828395,0.8106013568177205,0.015
2,acos,0.2,optimized,20,15,1.0152163609828395,0.8106013568177205,0.015
2,acos,0.2,optimized,20,20,1.0152163609828395,0.8106013568177205,0.015
2,acos,0.2,optimized,20,25,1.0152163609828395,0.8106013568177205,0.015
2,acos,0.2,optimized,20,30,1.0152163609828395,0.8106013568177205,0.015
2,acos,0.2,optimized,20,35,1.0152163609828395,0.8106013568177205,0.015
2,acos,0.2,optimized,20,40,1.0152163609828395,0.8106013568177205,0.015
2,acos,0.2,optimized,20,45,1.0152163609828395,0.8106013568177205,0.015
2,acos,0.2,optimized,20,50,1.0152163609828395,0.8106013568177205,0.015
2,acos,0.3,optimized,30,5,1.0076008768699887,0.8037479641322217,0.015
2,acos,0.3,optimized,30,10,1.0076008768699887,0.8037479641322217,0.015
2,acos,0.3,optimized,30,15,1.0076008768699887,0.8037479641322217,0.015
2,acos,0.3,optimized,30,20,1.0076008768699887,0.8037479641322217,0.015
2,acos,0.3,optimized,30,25,1.0076008768699887,0.8037479641322217,0.015
