fold,method,alpha,type,K,TopN,RMSE,MAD,lambda
2,acos,0.1,optimized,10,5,1.0433938989785205,0.8327165299600688,0.03
2,acos,0.1,optimized,10,10,1.0433938989785205,0.8327165299600688,0.03
2,acos,0.1,optimized,10,15,1.0433938989785205,0.8327165299600688,0.03
2,acos,0.1,optimized,10,20,1.0433938989785205,0.8327165299600688,0.03
2,acos,0.1,optimized,10,25,1.0433938989785205,0.8327165299600688,0.03
2,acos,0.1,optimized,10,30,1.0433938989785205,0.8327165299600688,0.03
2,acos,0.1,optimized,10,35,1.0433938989785205,0.8327165299600688,0.03
2,acos,0.1,optimized,10,40,1.0433938989785205,0.8327165299600688,0.03
2,acos,0.1,optimized,10,45,1.0433938989785205,0.8327165299600688,0.03
2,acos,0.1,optimized,10,50,1.0433938989785205,0.8327165299600688,0.03
2,acos,0.35,optimized,20,5,1.0180679244218336,0.8131372088316944,0.03
2,acos,0.35,optimized,20,10,1.0180679244218336,0.8131372088316944,0.03
2,acos,0.35,optimized,20,15,1.0180679244218336,0.8131372088316944,0.03
2,acos,0.35,optimized,20,20,1.0180679244218336,0.8131372088316944,0.03
2,acos,0.35,optimized,20,25,1.0180679244218336,0.8131372088316944,0.03
2,acos,0.35,optimized,20,30,1.0180679244218336,0.8131372088316944,0.03
2,acos,0.35,optimized,20,35,1.0180679244218336,0.8131372088316944,0.03
2,acos,0.35,optimized,20,40,1.0180679244218336,0.8131372088316944,0.03
2,acos,0.35,optimized,20,45,1.0180679244218336,0.8131372088316944,0.03
2,acos,0.35,optimized,20,50,1.0180679244218336,0.8131372088316944,0.03
2,acos,0.45,optimized,30,5,1.010405245981891,0.8062358548773442,0.03
2,acos,0.45,optimized,30,10,1.010405245981891,0.8062358548773442,0.03
2,acos,0.45,optimized,30,15,1.010405245981891,0.8062358548773442,0.03
2,acos,0.45,optimized,30,20,1.010405245981891,0.8062358548773442,0.03
2,acos,0.45,optimized,30,25,1.010405245981891,0.8062358548773442,0.03
2,acos,0.45,optimized,30,30,1.010405245981891,0.8062358548773442,0.03
2,acos,0.45,optimized,30,35,1.010405245981891,0.8062358548773442,0.03
2,acos,0.45,optimized,30,40,1.010405245981891,0.8062358548773442,0.03
2,acos,0.45,optimized,30,45,1.010405245981891,0.8062358548773442,0.03
2,acos,0.45,optimized,30,50,1.010405245981891,0.8062358548773442,0.03
2,acos,0.55,optimized,40,5,1.0091945501900543,0.805242260300633,0.03
2,acos,0.55,optimized,40,10,1.0091945501900543,0.805242260300633,0.03
2,acos,0.55,optimized,40,15,1.0091945501900543,0.805242260300633,0.03
2,acos,0.55,optimized,40,20,1.0091945501900543,0.805242260300633,0.03
2,acos,0.55,optimized,40,25,1.0091945501900543,0.805242260300633,0.03
2,acos,0.55,optimized,40,30,1.0091945501900543,0.805242260300633,0.03
2,acos,0.55,optimized,40,35,1.0091945501900543,0.805242260300633,0.03
2,acos,0.55,optimized,40,40,1.0091945501900543,0.805242260300633,0.03
2,acos,0.55,optimized,40,45,1.0091945501900543,0.805242260300633,0.03
2,acos,0.55,optimized,40,50,1.0091945501900543,0.805242260300633,0.03
2,acos,0.55,optimized,50,5,1.0079853255793414,0.8037701033574643,0.03
2,acos,0.55,optimized,50,10,1.0079853255793414,0.8037701033574643,0.03
2,acos,0.55,optimized,50,15,1.0079853255793414,0.8037701033574643,0.03
2,acos,0.55,optimized,50,20,1.0079853255793414,0.8037701033574643,0.03
2,acos,0.55,optimized,50,25,1.0079853255793414,0.8037701033574643,0.03
2,acos,0.55,optimized,50,30,1.0079853255793414,0.8037701033574643,0.03
2,acos,0.55,optimized,50,35,1.0079853255793414,0.8037701033574643,0.03
2,acos,0.55,optimized,50,40,1.0079853255793414,0.8037701033574643,0.03
2,acos,0.55,optimized,50,45,1.0079853255793414,0.8037701033574643,0.03
2,acos,0.55,optimized,50,50,1.0079853255793414,0.8037701033574643,0.03
2,acos,0.6000000000000001,optimized,60,5,1.0084718938070973,0.8039489285057629,0.03
2,acos,0.6000000000000001,optimized,60,10,1.0084718938070973,0.8039489285057629,0.03
