fold,method,alpha,type,K,TopN,RMSE,MAD,lambda
2,acos,0.05,optimized,10,5,1.0422845103003406,0.8315447509879709,0.01
2,acos,0.05,optimized,10,10,1.0422845103003406,0.8315447509879709,0.01
2,acos,0.05,optimized,10,15,1.0422845103003406,0.8315447509879709,0.01
2,acos,0.05,optimized,10,20,1.0422845103003406,0.8315447509879709,0.01
2,acos,0.05,optimized,10,25,1.0422845103003406,0.8315447509879709,0.01
2,acos,0.05,optimized,10,30,1.0422845103003406,0.8315447509879709,0.01
2,acos,0.05,optimized,10,35,1.0422845103003406,0.8315447509879709,0.01
2,acos,0.05,optimized,10,40,1.0422845103003406,0.8315447509879709,0.01
2,acos,0.05,optimized,10,45,1.0422845103003406,0.8315447509879709,0.01
2,acos,0.05,optimized,10,50,1.0422845103003406,0.8315447509879709,0.01
2,acos,0.15,optimized,20,5,1.0145080415062748,0.8099509128462135,0.01
2,acos,0.15,optimized,20,10,1.0145080415062748,0.8099509128462135,0.01
2,acos,0.15,optimized,20,15,1.0145080415062748,0.8099509128462135,0.01
2,acos,0.15,optimized,20,20,1.0145080415062748,0.8099509128462135,0.01
2,acos,0.15,optimized,20,25,1.0145080415062748,0.8099509128462135,0.01
2,acos,0.15,optimized,20,30,1.0145080415062748,0.8099509128462135,0.01
2,acos,0.15,optimized,20,35,1.0145080415062748,0.8099509128462135,0.01
2,acos,0.15,optimized,20,40,1.0145080415062748,0.8099509128462135,0.01
2,acos,0.15,optimized,20,45,1.0145080415062748,0.8099509128462135,0.01
2,acos,0.15,optimized,20,50,1.0145080415062748,0.8099509128462135,0.01
2,acos,0.25,optimized,30,5,1.0069135160839082,0.8031236036657325,0.01
2,acos,0.25,optimized,30,10,1.0069135160839082,0.8031236036657325,0.01
2,acos,0.25,optimized,30,15,1.0069135160839082,0.8031236036657325,0.01
2,acos,0.25,optimized,30,20,1.0069135160839082,0.8031236036657325,0.01
2,acos,0.25,optimized,30,25,1.0069135160839082,0.8031236036657325,0.01
2,acos,0.25,optimized,30,30,1.0069135160839082,0.8031236036657325,0.01
2,acos,0.25,optimized,30,35,1.0069135160839082,0.8031236036657325,0.01
2,acos,0.25,optimized,30,40,1.0069135160839082,0.8031236036657325,0.01
2,acos,0.25,optimized,30,45,1.0069135160839082,0.8031236036657325,0.01
2,acos,0.25,optimized,30,50,1.0069135160839082,0.8031236036657325,0.01
2,acos,0.35,optimized,40,5,1.005163059537139,0.8018186842938445,0.01
2,acos,0.35,optimized,40,10,1.005163059537139,0.8018186842938445,0.01
2,acos,0.35,optimized,40,15,1.005163059537139,0.8018186842938445,0.01
2,acos,0.35,optimized,40,20,1.005163059537139,0.8018186842938445,0.01
2,acos,0.35,optimized,40,25,1.005163059537139,0.8018186842938445,0.01
2,acos,0.35,optimized,40,30,1.005163059537139,0.8018186842938445,0.01
2,acos,0.35,optimized,40,35,1.005163059537139,0.8018186842938445,0.01
2,acos,0.35,optimized,40,40,1.005163059537139,0.8018186842938445,0.01
2,acos,0.35,optimized,40,45,1.005163059537139,0.8018186842938445,0.01
2,acos,0.35,optimized,40,50,1.005163059537139,0.8018186842938445,0.01
2,acos,0.35,optimized,50,5,1.0043150661610785,0.8006260403634446,0.01
2,acos,0.35,optimized,50,10,1.0043150661610785,0.8006260403634446,0.01
2,acos,0.35,optimized,50,15,1.0043150661610785,0.8006260403634446,0.01
2,acos,0.35,optimized,50,20,1.0043150661610785,0.8006260403634446,0.01
2,acos,0.35,optimized,50,25,1.0043150661610785,0.8006260403634446,0.01
2,acos,0.35,optimized,50,30,1.0043150661610785,0.8006260403634446,0.01
2,acos,0.35,optimized,50,35,1.0043150661610785,0.8006260403634446,0.01
2,acos,0.35,optimized,50,40,1.0043150661610785,0.8006260403634446,0.01
2,acos,0.35,optimized,50,45,1.0043150661610785,0.8006260403634446,0.01
2,acos,0.35,optimized,50,50,1.0043150661610785,0.8006260403634446,0.01
2,acos,0.4,optimized,60,5,1.0045051775910279,0.8005447697975296,0.01
2,acos,0.4,optimized,60,10,1.0045051775910279,0.8005447697975296,0.01
2,acos,0.4,optimized,60,15,1.0045051775910279,0.8005447697975296,0.01
2,acos,0.4,optimized,60,20,1.0045051775910279,0.8005447697975296,0.01
2,acos,0.4,optimized,60,25,1.0045051775910279,0.8005447697975296,0.01
2,acos,0.4,optimized,60,30,1.0045051775910279,0.8005447697975296,0.01
2,acos,0.4,optimized,60,35,1.0045051775910279,0.8005447697975296,0.01
2,acos,0.4,optimized,60,40,1.0045051775910279,0.8005447697975296,0.01
2,acos,0.4,optimized,60,45,1.0045051775910279,0.8005447697975296,0.01
2,acos,0.4,optimized,60,50,1.0045051775910279,0.8005447697975296,0.01
2,acos,0.4,optimized,70,5,1.0045621120378512,0.8007451046444928,0.01
2,acos,0.4,optimized,70,10,1.0045621120378512,0.8007451046444928,0.01
2,acos,0.4,optimized,70,15,1.0045621120378512,0.8007451046444928,0.01
2,acos,0.4,optimized,70,20,1.0045621120378512,0.8007451046444928,0.01
2,acos,0.4,optimized,70,25,1.0045621120378512,0.8007451046444928,0.01
2,acos,0.4,optimized,70,30,1.0045621120378512,0.8007451046444928,0.01
2,acos,0.4,optimized,70,35,1.0045621120378512,0.8007451046444928,0.01
2,acos,0.4,optimized,70,40,1.0045621120378512,0.8007451046444928,0.01
2,acos,0.4,optimized,70,45,1.0045621120378512,0.8007451046444928,0.01
2,acos,0.4,optimized,70,50,1.0045621120378512,0.8007451046444928,0.01
2,acos,0.45,optimized,80,5,1.0056893637522604,0.8016778943458728,0.01
2,acos,0.45,optimized,80,10,1.0056893637522604,0.8016778943458728,0.01
2,acos,0.45,optimized,80,15,1.0056893637522604,0.8016778943458728,0.01
2,acos,0.45,optimized,80,20,1.0056893637522604,0.8016778943458728,0.01
2,acos,0.45,optimized,80,25,1.0056893637522604,0.8016778943458728,0.01
2,acos,0.45,optimized,80,30,1.0056893637522604,0.8016778943458728,0.01
2,acos,0.45,optimized,80,35,1.0056893637522604,0.8016778943458728,0.01
2,acos,0.45,optimized,80,40,1.0056893637522604,0.8016778943458728,0.01
2,acos,0.45,optimized,80,45,1.0056893637522604,0.8016778943458728,0.01
2,acos,0.45,optimized,80,50,1.0056893637522604,0.8016778943458728,0.01
2,acos,0.45,optimized,90,5,1.0059512669091393,0.8017142704983558,0.01
2,acos,0.45,optimized,90,10,1.0059512669091393,0.8017142704983558,0.01
2,acos,0.45,optimized,90,15,1.0059512669091393,0.8017142704983558,0.01
2,acos,0.45,optimized,90,20,1.0059512669091393,0.8017142704983558,0.01
2,acos,0.45,optimized,90,25,1.0059512669091393,0.8017142704983558,0.01
2,acos,0.45,optimized,90,30,1.0059512669091393,0.8017142704983558,0.01
2,acos,0.45,optimized,90,35,1.0059512669091393,0.8017142704983558,0.01
2,acos,0.45,optimized,90,40,1.0059512669091393,0.8017142704983558,0.01
2,acos,0.45,optimized,90,45,1.0059512669091393,0.8017142704983558,0.01
2,acos,0.45,optimized,90,50,1.0059512669091393,0.8017142704983558,0.01
2,acos,0.45,optimized,100,5,1.0061542490438322,0.8018374259756835,0.01
2,acos,0.45,optimized,100,10,1.0061542490438322,0.8018374259756835,0.01
2,acos,0.45,optimized,100,15,1.0061542490438322,0.8018374259756835,0.01
2,acos,0.45,optimized,100,20,1.0061542490438322,0.8018374259756835,0.01
2,acos,0.45,optimized,100,25,1.0061542490438322,0.8018374259756835,0.01
2,acos,0.45,optimized,100,30,1.0061542490438322,0.8018374259756835,0.01
2,acos,0.45,optimized,100,35,1.0061542490438322,0.8018374259756835,0.01
2,acos,0.45,optimized,100,40,1.0061542490438322,0.8018374259756835,0.01
2,acos,0.45,optimized,100,45,1.0061542490438322,0.8018374259756835,0.01
2,acos,0.45,optimized,100,50,1.0061542490438322,0.8018374259756835,0.01
2,ami,0.3,optimized,10,5,1.0543127601428997,0.8344737969672928,0.01
2,ami,0.3,optimized,10,10,1.0543127601428997,0.8344737969672928,0.01
2,ami,0.3,optimized,10,15,1.0543127601428997,0.8344737969672928,0.01
2,ami,0.3,optimized,10,20,1.0543127601428997,0.8344737969672928,0.01
2,ami,0.3,optimized,10,25,1.0543127601428997,0.8344737969672928,0.01
2,ami,0.3,optimized,10,30,1.0543127601428997,0.8344737969672928,0.01
2,ami,0.3,optimized,10,35,1.0543127601428997,0.8344737969672928,0.01
2,ami,0.3,optimized,10,40,1.0543127601428997,0.8344737969672928,0.01
2,ami,0.3,optimized,10,45,1.0543127601428997,0.8344737969672928,0.01
2,ami,0.3,optimized,10,50,1.0543127601428997,0.8344737969672928,0.01
2,ami,0.45,optimized,20,5,1.0328514340056427,0.8185769375719797,0.01
2,ami,0.45,optimized,20,10,1.0328514340056427,0.8185769375719797,0.01
2,ami,0.45,optimized,20,15,1.0328514340056427,0.8185769375719797,0.01
2,ami,0.45,optimized,20,20,1.0328514340056427,0.8185769375719797,0.01
2,ami,0.45,optimized,20,25,1.0328514340056427,0.8185769375719797,0.01
2,ami,0.45,optimized,20,30,1.0328514340056427,0.8185769375719797,0.01
2,ami,0.45,optimized,20,35,1.0328514340056427,0.8185769375719797,0.01
2,ami,0.45,optimized,20,40,1.0328514340056427,0.8185769375719797,0.01
2,ami,0.45,optimized,20,45,1.0328514340056427,0.8185769375719797,0.01
2,ami,0.45,optimized,20,50,1.0328514340056427,0.8185769375719797,0.01
2,ami,0.6000000000000001,optimized,30,5,1.0276856089157322,0.8148102244207519,0.01
2,ami,0.6000000000000001,optimized,30,10,1.0276856089157322,0.8148102244207519,0.01
2,ami,0.6000000000000001,optimized,30,15,1.0276856089157322,0.8148102244207519,0.01
2,ami,0.6000000000000001,optimized,30,20,1.0276856089157322,0.8148102244207519,0.01
2,ami,0.6000000000000001,optimized,30,25,1.0276856089157322,0.8148102244207519,0.01
2,ami,0.6000000000000001,optimized,30,30,1.0276856089157322,0.8148102244207519,0.01
2,ami,0.6000000000000001,optimized,30,35,1.0276856089157322,0.8148102244207519,0.01
2,ami,0.6000000000000001,optimized,30,40,1.0276856089157322,0.8148102244207519,0.01
2,ami,0.6000000000000001,optimized,30,45,1.0276856089157322,0.8148102244207519,0.01
2,ami,0.6000000000000001,optimized,30,50,1.0276856089157322,0.8148102244207519,0.01
2,ami,0.65,optimized,40,5,1.02497996294024,0.8122302933778323,0.01
2,ami,0.65,optimized,40,10,1.02497996294024,0.8122302933778323,0.01
2,ami,0.65,optimized,40,15,1.02497996294024,0.8122302933778323,0.01
2,ami,0.65,optimized,40,20,1.02497996294024,0.8122302933778323,0.01
2,ami,0.65,optimized,40,25,1.02497996294024,0.8122302933778323,0.01
2,ami,0.65,optimized,40,30,1.02497996294024,0.8122302933778323,0.01
2,ami,0.65,optimized,40,35,1.02497996294024,0.8122302933778323,0.01
2,ami,0.65,optimized,40,40,1.02497996294024,0.8122302933778323,0.01
2,ami,0.65,optimized,40,45,1.02497996294024,0.8122302933778323,0.01
2,ami,0.65,optimized,40,50,1.02497996294024,0.8122302933778323,0.01
2,ami,0.7000000000000001,optimized,50,5,1.023934470113537,0.8108957472234835,0.01
2,ami,0.7000000000000001,optimized,50,10,1.023934470113537,0.8108957472234835,0.01
2,ami,0.7000000000000001,optimized,50,15,1.023934470113537,0.8108957472234835,0.01
2,ami,0.7000000000000001,optimized,50,20,1.023934470113537,0.8108957472234835,0.01
2,ami,0.7000000000000001,optimized,50,25,1.023934470113537,0.8108957472234835,0.01
2,ami,0.7000000000000001,optimized,50,30,1.023934470113537,0.8108957472234835,0.01
2,ami,0.7000000000000001,optimized,50,35,1.023934470113537,0.8108957472234835,0.01
2,ami,0.7000000000000001,optimized,50,40,1.023934470113537,0.8108957472234835,0.01
2,ami,0.7000000000000001,optimized,50,45,1.023934470113537,0.8108957472234835,0.01
2,ami,0.7000000000000001,optimized,50,50,1.023934470113537,0.8108957472234835,0.01
2,ami,0.7500000000000002,optimized,60,5,1.0244625189816234,0.8112649149518056,0.01
2,ami,0.7500000000000002,optimized,60,10,1.0244625189816234,0.8112649149518056,0.01
2,ami,0.7500000000000002,optimized,60,15,1.0244625189816234,0.8112649149518056,0.01
2,ami,0.7500000000000002,optimized,60,20,1.0244625189816234,0.8112649149518056,0.01
2,ami,0.7500000000000002,optimized,60,25,1.0244625189816234,0.8112649149518056,0.01
2,ami,0.7500000000000002,optimized,60,30,1.0244625189816234,0.8112649149518056,0.01
2,ami,0.7500000000000002,optimized,60,35,1.0244625189816234,0.8112649149518056,0.01
2,ami,0.7500000000000002,optimized,60,40,1.0244625189816234,0.8112649149518056,0.01
2,ami,0.7500000000000002,optimized,60,45,1.0244625189816234,0.8112649149518056,0.01
2,ami,0.7500000000000002,optimized,60,50,1.0244625189816234,0.8112649149518056,0.01
2,ami,0.8000000000000003,optimized,70,5,1.0251209961109828,0.8116325614523842,0.01
2,ami,0.8000000000000003,optimized,70,10,1.0251209961109828,0.8116325614523842,0.01
2,ami,0.8000000000000003,optimized,70,15,1.0251209961109828,0.8116325614523842,0.01
2,ami,0.8000000000000003,optimized,70,20,1.0251209961109828,0.8116325614523842,0.01
2,ami,0.8000000000000003,optimized,70,25,1.0251209961109828,0.8116325614523842,0.01
2,ami,0.8000000000000003,optimized,70,30,1.0251209961109828,0.8116325614523842,0.01
2,ami,0.8000000000000003,optimized,70,35,1.0251209961109828,0.8116325614523842,0.01
2,ami,0.8000000000000003,optimized,70,40,1.0251209961109828,0.8116325614523842,0.01
2,ami,0.8000000000000003,optimized,70,45,1.0251209961109828,0.8116325614523842,0.01
2,ami,0.8000000000000003,optimized,70,50,1.0251209961109828,0.8116325614523842,0.01
2,ami,0.8000000000000003,optimized,80,5,1.0247353872780336,0.8113088904267914,0.01
