fold,method,alpha,type,K,TopN,RMSE,MAD,Precision,Recall,lambda
2,acos,0.05,optimized,10,5,1.0422845103003406,0.8315447509879709,0.6674089784376105,0.7144683597481523,0.005
2,acos,0.05,optimized,10,10,1.0422845103003406,0.8315447509879709,0.6257275833627902,0.8733336139998262,0.005
2,acos,0.05,optimized,10,15,1.0422845103003406,0.8315447509879709,0.6065593002496502,0.9444964172461362,0.005
2,acos,0.05,optimized,10,20,1.0422845103003406,0.8315447509879709,0.593979889962345,0.9736676287188366,0.005
2,acos,0.05,optimized,10,25,1.0422845103003406,0.8315447509879709,0.5869927314709678,0.9873969749929793,0.005
2,acos,0.05,optimized,10,30,1.0422845103003406,0.8315447509879709,0.5837966159279768,0.9947260868202177,0.005
2,acos,0.05,optimized,10,35,1.0422845103003406,0.8315447509879709,0.5820217558718458,0.9976056462193691,0.005
2,acos,0.05,optimized,10,40,1.0422845103003406,0.8315447509879709,0.5809769333767247,0.9989422825648766,0.005
2,acos,0.05,optimized,10,45,1.0422845103003406,0.8315447509879709,0.5805333316379571,0.9993257424123189,0.005
2,acos,0.05,optimized,10,50,1.0422845103003406,0.8315447509879709,0.5802674236908789,0.999550969751164,0.005
2,acos,0.1,optimized,20,5,1.0139107159652456,0.8093700712522572,0.6720749381406858,0.7163259680090095,0.005
2,acos,0.1,optimized,20,10,1.0139107159652456,0.8093700712522572,0.6292270531400966,0.8779537865713117,0.005
2,acos,0.1,optimized,20,15,1.0139107159652456,0.8093700712522572,0.6077611383549877,0.94582687924688,0.005
2,acos,0.1,optimized,20,20,1.0139107159652456,0.8093700712522572,0.5948812685413483,0.9747479547548146,0.005
2,acos,0.1,optimized,20,25,1.0139107159652456,0.8093700712522572,0.5877986699651353,0.9886793095305523,0.005
2,acos,0.1,optimized,20,30,1.0139107159652456,0.8093700712522572,0.583938008646252,0.9950449298417465,0.005
2,acos,0.1,optimized,20,35,1.0139107159652456,0.8093700712522572,0.5821126511907367,0.9978785528993743,0.005
2,acos,0.1,optimized,20,40,1.0139107159652456,0.8093700712522572,0.5810564667807544,0.9991065144326484,0.005
2,acos,0.1,optimized,20,45,1.0139107159652456,0.8093700712522572,0.5806040279970944,0.9995529807095466,0.005
2,acos,0.1,optimized,20,50,1.0139107159652456,0.8093700712522572,0.5803310504141026,0.9997359779223584,0.005
2,acos,0.2,optimized,30,5,1.0063398914302182,0.8026200327023657,0.6765288087663486,0.7204906534639876,0.005
2,acos,0.2,optimized,30,10,1.0063398914302182,0.8026200327023657,0.6321963002238717,0.879688521690243,0.005
2,acos,0.2,optimized,30,15,1.0063398914302182,0.8026200327023657,0.6082560128689503,0.9459531616097819,0.005
2,acos,0.2,optimized,30,20,1.0063398914302182,0.8026200327023657,0.5953584689655262,0.9754231375591139,0.005
2,acos,0.2,optimized,30,25,1.0063398914302182,0.8026200327023657,0.5877138343341702,0.9886503887861414,0.005
2,acos,0.2,optimized,30,30,1.0063398914302182,0.8026200327023657,0.5838319641075456,0.9948925320733186,0.005
2,acos,0.2,optimized,30,35,1.0063398914302182,0.8026200327023657,0.5821429496303673,0.9979489783377297,0.005
2,acos,0.2,optimized,30,40,1.0063398914302182,0.8026200327023657,0.5810564667807543,0.9991412805514852,0.005
2,acos,0.2,optimized,30,45,1.0063398914302182,0.8026200327023657,0.5806275934501403,0.9996108795529774,0.005
2,acos,0.2,optimized,30,50,1.0063398914302182,0.8026200327023657,0.5803310504141026,0.9997880114705067,0.005
