fold,method,alpha,type,K,TopN,validation_mse,validation_rmse,validation_precision,validation_recall,regularization_penalty,regularized_score,test_RMSE,test_MAD,test_Precision,test_Recall,RMSE,MAD,Precision,Recall
10,pcc,2.549999999999998,optimized,10,5,0.6619226034552307,0.8135862606111479,0.8154825026511134,0.6348733952624184,0.003099999999999996,0.6650226034552307,1.0351384065495788,0.8197571668026779,0.672322375397667,0.7331624015375244,1.0351384065495788,0.8197571668026779,0.672322375397667,0.7331624015375244
10,pcc,2.549999999999998,optimized,10,10,0.6619226034552307,0.8135862606111479,0.7220433772660708,0.8059052911691456,0.003099999999999996,0.6650226034552307,1.0351384065495788,0.8197571668026779,0.6355590062111801,0.8861298919468005,1.0351384065495788,0.8197571668026779,0.6355590062111801,0.8861298919468005
10,pcc,2.549999999999998,optimized,10,15,0.6619226034552307,0.8135862606111479,0.6744972860296297,0.8807220232434625,0.003099999999999996,0.6650226034552307,1.0351384065495788,0.8197571668026779,0.6141474026150591,0.9494553033684104,1.0351384065495788,0.8197571668026779,0.6141474026150591,0.9494553033684104
10,pcc,2.549999999999998,optimized,10,20,0.6619226034552307,0.8135862606111479,0.6439691900635172,0.925941251393088,0.003099999999999996,0.6650226034552307,1.0351384065495788,0.8197571668026779,0.6028450729912781,0.9773619734930791,1.0351384065495788,0.8197571668026779,0.6028450729912781,0.9773619734930791
10,pcc,2.549999999999998,optimized,10,25,0.6619226034552307,0.8135862606111479,0.6238293461982826,0.9537781830555991,0.003099999999999996,0.6650226034552307,1.0351384065495788,0.8197571668026779,0.5958604214063683,0.9895383192457359,1.0351384065495788,0.8197571668026779,0.5958604214063683,0.9895383192457359
10,pcc,2.549999999999998,optimized,10,30,0.6619226034552307,0.8135862606111479,0.6104585476046076,0.97131534905069,0.003099999999999996,0.6650226034552307,1.0351384065495788,0.8197571668026779,0.5919696469389311,0.9948597135101268,1.0351384065495788,0.8197571668026779,0.5919696469389311,0.9948597135101268
10,pcc,2.549999999999998,optimized,10,35,0.6619226034552307,0.8135862606111479,0.600430454756711,0.982021614228171,0.003099999999999996,0.6650226034552307,1.0351384065495788,0.8197571668026779,0.5902623663537682,0.9977990346020401,1.0351384065495788,0.8197571668026779,0.5902623663537682,0.9977990346020401
10,pcc,2.549999999999998,optimized,10,40,0.6619226034552307,0.8135862606111479,0.5932742574375399,0.9886565681227459,0.003099999999999996,0.6650226034552307,1.0351384065495788,0.8197571668026779,0.5893878110072029,0.9989867433298846,1.0351384065495788,0.8197571668026779,0.5893878110072029,0.9989867433298846
10,pcc,2.549999999999998,optimized,10,45,0.6619226034552307,0.8135862606111479,0.5881192408934423,0.9925709599098943,0.003099999999999996,0.6650226034552307,1.0351384065495788,0.8197571668026779,0.5890391986314978,0.9994790814931718,1.0351384065495788,0.8197571668026779,0.5890391986314978,0.9994790814931718
10,pcc,2.549999999999998,optimized,10,50,0.6619226034552307,0.8135862606111479,0.5846416596677991,0.9954528910775355,0.003099999999999996,0.6650226034552307,1.0351384065495788,0.8197571668026779,0.5887970436480722,0.999688500475902,1.0351384065495788,0.8197571668026779,0.5887970436480722,0.999688500475902
10,pcc,1.0,baseline,10,5,,,,,0.0,,1.025759762283506,0.8131812957583596,0.6738069989395548,0.7337631797471581,1.025759762283506,0.8131812957583596,0.6738069989395548,0.7337631797471581
10,pcc,1.0,baseline,10,10,,,,,0.0,,1.025759762283506,0.8131812957583596,0.6371496742917739,0.8886273515484872,1.025759762283506,0.8131812957583596,0.6371496742917739,0.8886273515484872
10,pcc,1.0,baseline,10,15,,,,,0.0,,1.025759762283506,0.8131812957583596,0.615137151642984,0.9508418303616385,1.025759762283506,0.8131812957583596,0.615137151642984,0.9508418303616385
10,pcc,1.0,baseline,10,20,,,,,0.0,,1.025759762283506,0.8131812957583596,0.6027920507219251,0.9773913823964533,1.025759762283506,0.8131812957583596,0.6027920507219251,0.9773913823964533
10,pcc,1.0,baseline,10,25,,,,,0.0,,1.025759762283506,0.8131812957583596,0.5958604214063683,0.9895203017609504,1.025759762283506,0.8131812957583596,0.5958604214063683,0.9895203017609504
10,pcc,1.0,baseline,10,30,,,,,0.0,,1.025759762283506,0.8131812957583596,0.5920756914776373,0.995243606845296,1.025759762283506,0.8131812957583596,0.5920756914776373,0.995243606845296
10,pcc,1.0,baseline,10,35,,,,,0.0,,1.025759762283506,0.8131812957583596,0.5903229632330289,0.9979322422268112,1.025759762283506,0.8131812957583596,0.5903229632330289,0.9979322422268112
10,pcc,1.0,baseline,10,40,,,,,0.0,,1.025759762283506,0.8131812957583596,0.5893878110072029,0.9989038589535895,1.025759762283506,0.8131812957583596,0.5893878110072029,0.9989038589535895
10,pcc,1.0,baseline,10,45,,,,,0.0,,1.025759762283506,0.8131812957583596,0.5890627640845437,0.9995086830561344,1.025759762283506,0.8131812957583596,0.5890627640845437,0.9995086830561344
10,pcc,1.0,baseline,10,50,,,,,0.0,,1.025759762283506,0.8131812957583596,0.5887970436480722,0.999688500475902,1.025759762283506,0.8131812957583596,0.5887970436480722,0.999688500475902
10,pcc,3.5,optimized,20,5,0.6642927782023478,0.8150415806585255,0.8165429480381761,0.6358982795331054,0.005,0.6692927782023478,1.0271965598647956,0.8128682467080427,0.6746553552492047,0.7352499020963916,1.0271965598647956,0.8128682467080427,0.6746553552492047,0.7352499020963916
10,pcc,3.5,optimized,20,10,0.6642927782023478,0.8150415806585255,0.7226796444983083,0.8061710392302774,0.005,0.6692927782023478,1.0271965598647956,0.8128682467080427,0.6371496742917739,0.8878232990029402,1.0271965598647956,0.8128682467080427,0.6371496742917739,0.8878232990029402
10,pcc,3.5,optimized,20,15,0.6642927782023478,0.8150415806585255,0.6751335532618671,0.8810031043820685,0.005,0.6692927782023478,1.0271965598647956,0.8128682467080427,0.615561329797809,0.9507227009045919,1.0271965598647956,0.8128682467080427,0.615561329797809,0.9507227009045919
10,pcc,3.5,optimized,20,20,0.6642927782023478,0.8150415806585255,0.6443933682183423,0.9259033748376774,0.005,0.6692927782023478,1.0271965598647956,0.8128682467080427,0.6034283179541625,0.9780796634704683,1.0271965598647956,0.8128682467080427,0.6034283179541625,0.9780796634704683
10,pcc,3.5,optimized,20,25,0.6642927782023478,0.8150415806585255,0.62395659964473,0.9538420474275416,0.005,0.6692927782023478,1.0271965598647956,0.8128682467080427,0.5958604214063685,0.9894134743338302,1.0271965598647956,0.8128682467080427,0.5958604214063685,0.9894134743338302
10,pcc,3.5,optimized,20,30,0.6642927782023478,0.8150415806585255,0.6104585476046076,0.9713024685602416,0.005,0.6692927782023478,1.0271965598647956,0.8128682467080427,0.5920756914776373,0.9951094731791037,1.0271965598647956,0.8128682467080427,0.5920756914776373,0.9951094731791037
10,pcc,3.5,optimized,20,35,0.6642927782023478,0.8150415806585255,0.6005819469548629,0.9821983432903141,0.005,0.6692927782023478,1.0271965598647956,0.8128682467080427,0.5903229632330289,0.9979592694493864,1.0271965598647956,0.8128682467080427,0.5903229632330289,0.9979592694493864
10,pcc,3.5,optimized,20,40,0.6642927782023478,0.8150415806585255,0.5933007685722165,0.9889127748324037,0.005,0.6692927782023478,1.0271965598647956,0.8128682467080427,0.5893612998725264,0.998874257390627,1.0271965598647956,0.8128682467080427,0.5893612998725264,0.998874257390627
10,pcc,3.5,optimized,20,45,0.6642927782023478,0.8150415806585255,0.5879542827221214,0.9924179601559004,0.005,0.6692927782023478,1.0271965598647956,0.8128682467080427,0.5890156331784521,0.9993665955539142,1.0271965598647956,0.8128682467080427,0.5890156331784521,0.9993665955539142
10,pcc,3.5,optimized,20,50,0.6642927782023478,0.8150415806585255,0.5846204507600579,0.995409943428052,0.005,0.6692927782023478,1.0271965598647956,0.8128682467080427,0.5887758347403309,0.9996452366531107,1.0271965598647956,0.8128682467080427,0.5887758347403309,0.9996452366531107
10,pcc,1.0,baseline,20,5,,,,,0.0,,1.0058456668965154,0.7985913136071143,0.6778366914103924,0.7365107885563924,1.0058456668965154,0.7985913136071143,0.6778366914103924,0.7365107885563924
10,pcc,1.0,baseline,20,10,,,,,0.0,,1.0058456668965154,0.7985913136071143,0.6394826541433116,0.8912942406083217,1.0058456668965154,0.7985913136071143,0.6394826541433116,0.8912942406083217
10,pcc,1.0,baseline,20,15,,,,,0.0,,1.0058456668965154,0.7985913136071143,0.6173287387762467,0.953468306201704,1.0058456668965154,0.7985913136071143,0.6173287387762467,0.953468306201704
10,pcc,1.0,baseline,20,20,,,,,0.0,,1.0058456668965154,0.7985913136071143,0.6040645851864002,0.9789644275187599,1.0058456668965154,0.7985913136071143,0.6040645851864002,0.9789644275187599
10,pcc,1.0,baseline,20,25,,,,,0.0,,1.0058456668965154,0.7985913136071143,0.596242181745711,0.9902406570818585,1.0058456668965154,0.7985913136071143,0.596242181745711,0.9902406570818585
10,pcc,1.0,baseline,20,30,,,,,0.0,,1.0058456668965154,0.7985913136071143,0.592252432375481,0.9955435469245563,1.0058456668965154,0.7985913136071143,0.592252432375481,0.9955435469245563
10,pcc,1.0,baseline,20,35,,,,,0.0,,1.0058456668965154,0.7985913136071143,0.5903229632330289,0.9978088935095367,1.0058456668965154,0.7985913136071143,0.5903229632330289,0.9978088935095367
10,pcc,1.0,baseline,20,40,,,,,0.0,,1.0058456668965154,0.7985913136071143,0.5893612998725263,0.9987958580996292,1.0058456668965154,0.7985913136071143,0.5893612998725263,0.9987958580996292
10,pcc,1.0,baseline,20,45,,,,,0.0,,1.0058456668965154,0.7985913136071143,0.5890391986314978,0.9994790814931718,1.0058456668965154,0.7985913136071143,0.5890391986314978,0.9994790814931718
10,pcc,1.0,baseline,20,50,,,,,0.0,,1.0058456668965154,0.7985913136071143,0.5887546258325898,0.9996156350901481,1.0058456668965154,0.7985913136071143,0.5887546258325898,0.9996156350901481
10,pcc,4.0,optimized,30,5,0.6701186013950844,0.818607721314113,0.8150583244962885,0.6352447735691653,0.006,0.6761186013950844,1.0299652162470014,0.8144552700119343,0.6735949098621421,0.7350014447514819,1.0299652162470014,0.8144552700119343,0.6735949098621421,0.7350014447514819
10,pcc,4.0,optimized,30,10,0.6701186013950844,0.818607721314113,0.7214071100338333,0.8051018058076029,0.006,0.6761186013950844,1.0299652162470014,0.8144552700119343,0.6371496742917739,0.8880327247698331,1.0299652162470014,0.8144552700119343,0.6371496742917739,0.8880327247698331
10,pcc,4.0,optimized,30,15,0.6701186013950844,0.818607721314113,0.674709375107042,0.8810391429905123,0.006,0.6761186013950844,1.0299652162470014,0.8144552700119343,0.6149250625655716,0.9498546428599396,1.0299652162470014,0.8144552700119343,0.6149250625655716,0.9498546428599396
10,pcc,4.0,optimized,30,20,0.6701186013950844,0.818607721314113,0.6451887022586392,0.926746221296334,0.006,0.6761186013950844,1.0299652162470014,0.8144552700119343,0.6032162288767501,0.9778305607808907,1.0299652162470014,0.8144552700119343,0.6032162288767501,0.9778305607808907
10,pcc,4.0,optimized,30,25,0.6701186013950844,0.818607721314113,0.6236172571208699,0.9535119455187528,0.006,0.6761186013950844,1.0299652162470014,0.8144552700119343,0.5959028392218509,0.989420743704222,1.0299652162470014,0.8144552700119343,0.5959028392218509,0.989420743704222
10,pcc,4.0,optimized,30,30,0.6701186013950844,0.818607721314113,0.6103525030659014,0.9712104407261637,0.006,0.6761186013950844,1.0299652162470014,0.8144552700119343,0.592111039657206,0.9951926394750461,1.0299652162470014,0.8144552700119343,0.592111039657206,0.9951926394750461
10,pcc,4.0,optimized,30,35,0.6701186013950844,0.818607721314113,0.6005819469548628,0.9822665084857539,0.006,0.6761186013950844,1.0299652162470014,0.8144552700119343,0.5903229632330289,0.9979740897312385,1.0299652162470014,0.8144552700119343,0.5903229632330289,0.9979740897312385
10,pcc,4.0,optimized,30,40,0.6701186013950844,0.818607721314113,0.5933537908415696,0.9889635222507863,0.006,0.6761186013950844,1.0299652162470014,0.8144552700119343,0.5893612998725264,0.998874257390627,1.0299652162470014,0.8144552700119343,0.5893612998725264,0.998874257390627
10,pcc,4.0,optimized,30,45,0.6701186013950844,0.818607721314113,0.5880249790812588,0.9925364197828673,0.006,0.6761186013950844,1.0299652162470014,0.8144552700119343,0.5890156331784521,0.9993665955539142,1.0299652162470014,0.8144552700119343,0.5890156331784521,0.9993665955539142
10,pcc,4.0,optimized,30,50,0.6701186013950844,0.818607721314113,0.5845992418523166,0.9953565851285923,0.006,0.6761186013950844,1.0299652162470014,0.8144552700119343,0.5887546258325898,0.9996156350901481,1.0299652162470014,0.8144552700119343,0.5887546258325898,0.9996156350901481
10,pcc,1.0,baseline,30,5,,,,,0.0,,1.0021101382267805,0.796280141707395,0.6805938494167549,0.7375911632330001,1.0021101382267805,0.796280141707395,0.6805938494167549,0.7375911632330001
10,pcc,1.0,baseline,30,10,,,,,0.0,,1.0021101382267805,0.796280141707395,0.6403310104529616,0.8921063492691808,1.0021101382267805,0.796280141707395,0.6403310104529616,0.8921063492691808
10,pcc,1.0,baseline,30,15,,,,,0.0,,1.0021101382267805,0.796280141707395,0.6168338642622843,0.9527945214967001,1.0021101382267805,0.796280141707395,0.6168338642622843,0.9527945214967001
10,pcc,1.0,baseline,30,20,,,,,0.0,,1.0021101382267805,0.796280141707395,0.6038524961089876,0.9787170992177172,1.0021101382267805,0.796280141707395,0.6038524961089876,0.9787170992177172
10,pcc,1.0,baseline,30,25,,,,,0.0,,1.0021101382267805,0.796280141707395,0.5961997639302284,0.9901745517163332,1.0021101382267805,0.796280141707395,0.5961997639302284,0.9901745517163332
10,pcc,1.0,baseline,30,30,,,,,0.0,,1.0021101382267805,0.796280141707395,0.5921817360163436,0.9954104395316914,1.0021101382267805,0.796280141707395,0.5921817360163436,0.9954104395316914
10,pcc,1.0,baseline,30,35,,,,,0.0,,1.0021101382267805,0.796280141707395,0.5903229632330289,0.9978044084242395,1.0021101382267805,0.796280141707395,0.5903229632330289,0.9978044084242395
10,pcc,1.0,baseline,30,40,,,,,0.0,,1.0021101382267805,0.796280141707395,0.5893612998725264,0.998874257390627,1.0021101382267805,0.796280141707395,0.5893612998725264,0.998874257390627
10,pcc,1.0,baseline,30,45,,,,,0.0,,1.0021101382267805,0.796280141707395,0.5890391986314978,0.9994790814931718,1.0021101382267805,0.796280141707395,0.5890391986314978,0.9994790814931718
10,pcc,1.0,baseline,30,50,,,,,0.0,,1.0021101382267805,0.796280141707395,0.5887970436480722,0.999688500475902,1.0021101382267805,0.796280141707395,0.5887970436480722,0.999688500475902
10,pcc,4.0,optimized,40,5,0.6739610038455376,0.8209512798245323,0.8135737009544008,0.6342283718516704,0.006,0.6799610038455376,1.0279760817906312,0.8128819700651754,0.673170731707317,0.7344417936723233,1.0279760817906312,0.8128819700651754,0.673170731707317,0.7344417936723233
10,pcc,4.0,optimized,40,10,0.6739610038455376,0.8209512798245323,0.7217252436499522,0.80522510325329,0.006,0.6799610038455376,1.0279760817906312,0.8128819700651754,0.6383161642175428,0.889055103577719,1.0279760817906312,0.8128819700651754,0.6383161642175428,0.889055103577719
10,pcc,4.0,optimized,40,15,0.6739610038455376,0.8209512798245323,0.6741438042339422,0.8804771525544727,0.006,0.6799610038455376,1.0279760817906312,0.8128819700651754,0.6149957589247091,0.9497669320206364,1.0279760817906312,0.8128819700651754,0.6149957589247091,0.9497669320206364
10,pcc,4.0,optimized,40,20,0.6739610038455376,0.8209512798245323,0.6448705686425203,0.9264851040459506,0.006,0.6799610038455376,1.0279760817906312,0.8128819700651754,0.6033222734154563,0.9779888516148371,1.0279760817906312,0.8128819700651754,0.6033222734154563,0.9779888516148371
10,pcc,4.0,optimized,40,25,0.6739610038455376,0.8209512798245323,0.6234051680434577,0.9533176547654529,0.006,0.6799610038455376,1.0279760817906312,0.8128819700651754,0.5959028392218509,0.989432761432775,1.0279760817906312,0.8128819700651754,0.5959028392218509,0.989432761432775
10,pcc,4.0,optimized,40,30,0.6739610038455376,0.8209512798245323,0.610246458527195,0.9710189945499776,0.006,0.6799610038455376,1.0279760817906312,0.8128819700651754,0.592111039657206,0.9951926394750461,1.0279760817906312,0.8128819700651754,0.592111039657206,0.9951926394750461
10,pcc,4.0,optimized,40,35,0.6739610038455376,0.8209512798245323,0.6004607531963413,0.9821374257792979,0.006,0.6799610038455376,1.0279760817906312,0.8128819700651754,0.5903229632330289,0.9979740897312385,1.0279760817906312,0.8128819700651754,0.5903229632330289,0.9979740897312385
10,pcc,4.0,optimized,40,40,0.6739610038455376,0.8209512798245323,0.593327279706893,0.9889116786373172,0.006,0.6799610038455376,1.0279760817906312,0.8128819700651754,0.58933478873785,0.9988446558276646,1.0279760817906312,0.8128819700651754,0.58933478873785,0.9988446558276646
10,pcc,4.0,optimized,40,45,0.6739610038455376,0.8209512798245323,0.5879778481751673,0.9925016284577685,0.006,0.6799610038455376,1.0279760817906312,0.8128819700651754,0.5890156331784521,0.9993665955539142,1.0279760817906312,0.8128819700651754,0.5890156331784521,0.9993665955539142
