fold,method,alpha,type,K,TopN,RMSE,MAD,Precision,Recall,lambda
5,acos,0.05,optimized,10,5,1.0309771136644243,0.8254864594881073,0.6608695652173914,0.720417738081457,0.02
5,acos,0.05,optimized,10,10,1.0309771136644243,0.8254864594881073,0.6227107845612618,0.8760088180436467,0.02
5,acos,0.05,optimized,10,15,1.0309771136644243,0.8254864594881073,0.6017185212572275,0.9448399933066894,0.02
5,acos,0.05,optimized,10,20,1.0309771136644243,0.8254864594881073,0.5897476222206022,0.9746427136062619,0.02
5,acos,0.05,optimized,10,25,1.0309771136644243,0.8254864594881073,0.5829558158128616,0.9882761717576217,0.02
5,acos,0.05,optimized,10,30,1.0309771136644243,0.8254864594881073,0.579457538595712,0.9948700632479097,0.02
5,acos,0.05,optimized,10,35,1.0309771136644243,0.8254864594881073,0.5774150804332691,0.9974294235903851,0.02
5,acos,0.05,optimized,10,40,1.0309771136644243,0.8254864594881073,0.5765903387995192,0.9994047910670514,0.02
5,acos,0.05,optimized,10,45,1.0309771136644243,0.8254864594881073,0.5760969991750982,0.9996859694612503,0.02
5,acos,0.05,optimized,10,50,1.0309771136644243,0.8254864594881073,0.575764624090034,0.9997810429271103,0.02
5,acos,0.25,optimized,20,5,1.0049305446410475,0.8013780942029565,0.6685047720042417,0.7237996361698416,0.02
5,acos,0.25,optimized,20,10,1.0049305446410475,0.8013780942029565,0.6250437644127995,0.8801652182167787,0.02
5,acos,0.25,optimized,20,15,1.0049305446410475,0.8013780942029565,0.6028496630034275,0.9455064841330142,0.02
5,acos,0.25,optimized,20,20,1.0049305446410475,0.8013780942029565,0.5904369117221928,0.9752270423219347,0.02
5,acos,0.25,optimized,20,25,1.0049305446410475,0.8013780942029565,0.5829133979973788,0.9879177014015359,0.02
5,acos,0.25,optimized,20,30,1.0049305446410475,0.8013780942029565,0.5792101013387307,0.9946026788575256,0.02
5,acos,0.25,optimized,20,35,1.0049305446410475,0.8013780942029565,0.5775968710710512,0.9978811814841031,0.02
5,acos,0.25,optimized,20,40,1.0049305446410475,0.8013780942029565,0.5766168499341958,0.9993545276600465,0.02
5,acos,0.25,optimized,20,45,1.0049305446410475,0.8013780942029565,0.5761441300811897,0.9997522327859407,0.02
5,acos,0.25,optimized,20,50,1.0049305446410475,0.8013780942029565,0.5758070419055167,0.9998473062518005,0.02
5,acos,0.35,optimized,30,5,1.0004541526033912,0.7973730278259292,0.6710498409331919,0.7260625261524937,0.02
5,acos,0.35,optimized,30,10,1.0004541526033912,0.7973730278259292,0.6245135417192682,0.8805173862843726,0.02
5,acos,0.35,optimized,30,15,1.0004541526033912,0.7973730278259292,0.6023547884894651,0.9460655265112583,0.02
5,acos,0.35,optimized,30,20,1.0004541526033912,0.7973730278259292,0.590914112146371,0.9759526041841974,0.02
5,acos,0.35,optimized,30,25,1.0004541526033912,0.7973730278259292,0.5830406514438266,0.9882487653206095,0.02
5,acos,0.35,optimized,30,30,1.0004541526033912,0.7973730278259292,0.5791747531591618,0.9945583700595904,0.02
5,acos,0.35,optimized,30,35,1.0004541526033912,0.7973730278259292,0.5775665726314207,0.9978337359521071,0.02
5,acos,0.35,optimized,30,40,1.0004541526033912,0.7973730278259292,0.5765903387995193,0.9992884338067748,0.02
5,acos,0.35,optimized,30,45,1.0004541526033912,0.7973730278259292,0.5760969991750982,0.9996369922212618,0.02
5,acos,0.35,optimized,30,50,1.0004541526033912,0.7973730278259292,0.5758070419055167,0.9998386632094498,0.02
5,acos,0.4,optimized,40,5,0.9980580853511546,0.7944620278573555,0.6729586426299045,0.7283550772034801,0.02
5,acos,0.4,optimized,40,10,0.9980580853511546,0.7944620278573555,0.6251498089515056,0.8809091500305732,0.02
5,acos,0.4,optimized,40,15,0.9980580853511546,0.7944620278573555,0.6025668775668775,0.9465540015625283,0.02
5,acos,0.4,optimized,40,20,0.9980580853511546,0.7944620278573555,0.5910201566850773,0.9760656376320017,0.02
5,acos,0.4,optimized,40,25,0.9980580853511546,0.7944620278573555,0.5832103227057565,0.9886329502243264,0.02
5,acos,0.4,optimized,40,30,0.9980580853511546,0.7944620278573555,0.5793161458774368,0.9947175809257718,0.02
5,acos,0.4,optimized,40,35,0.9980580853511546,0.7944620278573555,0.5776877663899422,0.9980370375894714,0.02
5,acos,0.4,optimized,40,40,0.9980580853511546,0.7944620278573555,0.5766168499341958,0.9993384762956806,0.02
5,acos,0.4,optimized,40,45,0.9980580853511546,0.7944620278573555,0.576120564628144,0.9996744454047825,0.02
5,acos,0.4,optimized,40,50,0.9980580853511546,0.7944620278573555,0.575828250813258,0.9998271391529818,0.02
5,acos,0.45,optimized,50,5,0.9987930301258834,0.794855286465326,0.6721102863202545,0.7277456159962828,0.02
