fold,method,alpha,type,K,TopN,RMSE,MAD,lambda
5,acos,0.05,optimized,10,5,1.0309771136644243,0.8254864594881073,0.015
5,acos,0.05,optimized,10,10,1.0309771136644243,0.8254864594881073,0.015
5,acos,0.05,optimized,10,15,1.0309771136644243,0.8254864594881073,0.015
5,acos,0.05,optimized,10,20,1.0309771136644243,0.8254864594881073,0.015
5,acos,0.05,optimized,10,25,1.0309771136644243,0.8254864594881073,0.015
5,acos,0.05,optimized,10,30,1.0309771136644243,0.8254864594881073,0.015
5,acos,0.05,optimized,10,35,1.0309771136644243,0.8254864594881073,0.015
5,acos,0.05,optimized,10,40,1.0309771136644243,0.8254864594881073,0.015
5,acos,0.05,optimized,10,45,1.0309771136644243,0.8254864594881073,0.015
5,acos,0.05,optimized,10,50,1.0309771136644243,0.8254864594881073,0.015
5,acos,0.15,optimized,20,5,1.003260467464269,0.7999542549907219,0.015
5,acos,0.15,optimized,20,10,1.003260467464269,0.7999542549907219,0.015
5,acos,0.15,optimized,20,15,1.003260467464269,0.7999542549907219,0.015
5,acos,0.15,optimized,20,20,1.003260467464269,0.7999542549907219,0.015
5,acos,0.15,optimized,20,25,1.003260467464269,0.7999542549907219,0.015
5,acos,0.15,optimized,20,30,1.003260467464269,0.7999542549907219,0.015
5,acos,0.15,optimized,20,35,1.003260467464269,0.7999542549907219,0.015
5,acos,0.15,optimized,20,40,1.003260467464269,0.7999542549907219,0.015
5,acos,0.15,optimized,20,45,1.003260467464269,0.7999542549907219,0.015
5,acos,0.15,optimized,20,50,1.003260467464269,0.7999542549907219,0.015
5,acos,0.3,optimized,30,5,0.9995861787670866,0.7966317931728245,0.015
5,acos,0.3,optimized,30,10,0.9995861787670866,0.7966317931728245,0.015
5,acos,0.3,optimized,30,15,0.9995861787670866,0.7966317931728245,0.015
5,acos,0.3,optimized,30,20,0.9995861787670866,0.7966317931728245,0.015
5,acos,0.3,optimized,30,25,0.9995861787670866,0.7966317931728245,0.015
5,acos,0.3,optimized,30,30,0.9995861787670866,0.7966317931728245,0.015
5,acos,0.3,optimized,30,35,0.9995861787670866,0.7966317931728245,0.015
5,acos,0.3,optimized,30,40,0.9995861787670866,0.7966317931728245,0.015
5,acos,0.3,optimized,30,45,0.9995861787670866,0.7966317931728245,0.015
5,acos,0.3,optimized,30,50,0.9995861787670866,0.7966317931728245,0.015
5,acos,0.35,optimized,40,5,0.9971916949133293,0.7937230845235058,0.015
5,acos,0.35,optimized,40,10,0.9971916949133293,0.7937230845235058,0.015
5,acos,0.35,optimized,40,15,0.9971916949133293,0.7937230845235058,0.015
5,acos,0.35,optimized,40,20,0.9971916949133293,0.7937230845235058,0.015
5,acos,0.35,optimized,40,25,0.9971916949133293,0.7937230845235058,0.015
5,acos,0.35,optimized,40,30,0.9971916949133293,0.7937230845235058,0.015
5,acos,0.35,optimized,40,35,0.9971916949133293,0.7937230845235058,0.015
5,acos,0.35,optimized,40,40,0.9971916949133293,0.7937230845235058,0.015
5,acos,0.35,optimized,40,45,0.9971916949133293,0.7937230845235058,0.015
5,acos,0.35,optimized,40,50,0.9971916949133293,0.7937230845235058,0.015
5,acos,0.4,optimized,50,5,0.9979125913784166,0.794106584546317,0.015
5,acos,0.4,optimized,50,10,0.9979125913784166,0.794106584546317,0.015
5,acos,0.4,optimized,50,15,0.9979125913784166,0.794106584546317,0.015
5,acos,0.4,optimized,50,20,0.9979125913784166,0.794106584546317,0.015
5,acos,0.4,optimized,50,25,0.9979125913784166,0.794106584546317,0.015
5,acos,0.4,optimized,50,30,0.9979125913784166,0.794106584546317,0.015
5,acos,0.4,optimized,50,35,0.9979125913784166,0.794106584546317,0.015
5,acos,0.4,optimized,50,40,0.9979125913784166,0.794106584546317,0.015
5,acos,0.4,optimized,50,45,0.9979125913784166,0.794106584546317,0.015
5,acos,0.4,optimized,50,50,0.9979125913784166,0.794106584546317,0.015
5,acos,0.4,optimized,60,5,0.9980710271483731,0.7936739438047204,0.015
5,acos,0.4,optimized,60,10,0.9980710271483731,0.7936739438047204,0.015
5,acos,0.4,optimized,60,15,0.9980710271483731,0.7936739438047204,0.015
5,acos,0.4,optimized,60,20,0.9980710271483731,0.7936739438047204,0.015
5,acos,0.4,optimized,60,25,0.9980710271483731,0.7936739438047204,0.015
5,acos,0.4,optimized,60,30,0.9980710271483731,0.7936739438047204,0.015
5,acos,0.4,optimized,60,35,0.9980710271483731,0.7936739438047204,0.015
5,acos,0.4,optimized,60,40,0.9980710271483731,0.7936739438047204,0.015
5,acos,0.4,optimized,60,45,0.9980710271483731,0.7936739438047204,0.015
5,acos,0.4,optimized,60,50,0.9980710271483731,0.7936739438047204,0.015
5,acos,0.45,optimized,70,5,0.9989844452402998,0.7943987070764774,0.015
5,acos,0.45,optimized,70,10,0.9989844452402998,0.7943987070764774,0.015
5,acos,0.45,optimized,70,15,0.9989844452402998,0.7943987070764774,0.015
5,acos,0.45,optimized,70,20,0.9989844452402998,0.7943987070764774,0.015
5,acos,0.45,optimized,70,25,0.9989844452402998,0.7943987070764774,0.015
5,acos,0.45,optimized,70,30,0.9989844452402998,0.7943987070764774,0.015
5,acos,0.45,optimized,70,35,0.9989844452402998,0.7943987070764774,0.015
5,acos,0.45,optimized,70,40,0.9989844452402998,0.7943987070764774,0.015
5,acos,0.45,optimized,70,45,0.9989844452402998,0.7943987070764774,0.015
5,acos,0.45,optimized,70,50,0.9989844452402998,0.7943987070764774,0.015
5,acos,0.45,optimized,80,5,0.9993145152992992,0.7946451478171213,0.015
5,acos,0.45,optimized,80,10,0.9993145152992992,0.7946451478171213,0.015
5,acos,0.45,optimized,80,15,0.9993145152992992,0.7946451478171213,0.015
5,acos,0.45,optimized,80,20,0.9993145152992992,0.7946451478171213,0.015
5,acos,0.45,optimized,80,25,0.9993145152992992,0.7946451478171213,0.015
5,acos,0.45,optimized,80,30,0.9993145152992992,0.7946451478171213,0.015
5,acos,0.45,optimized,80,35,0.9993145152992992,0.7946451478171213,0.015
5,acos,0.45,optimized,80,40,0.9993145152992992,0.7946451478171213,0.015
5,acos,0.45,optimized,80,45,0.9993145152992992,0.7946451478171213,0.015
5,acos,0.45,optimized,80,50,0.9993145152992992,0.7946451478171213,0.015
5,acos,0.5,optimized,90,5,1.0001866075762629,0.7955807122300538,0.015
5,acos,0.5,optimized,90,10,1.0001866075762629,0.7955807122300538,0.015
5,acos,0.5,optimized,90,15,1.0001866075762629,0.7955807122300538,0.015
5,acos,0.5,optimized,90,20,1.0001866075762629,0.7955807122300538,0.015
5,acos,0.5,optimized,90,25,1.0001866075762629,0.7955807122300538,0.015
5,acos,0.5,optimized,90,30,1.0001866075762629,0.7955807122300538,0.015
5,acos,0.5,optimized,90,35,1.0001866075762629,0.7955807122300538,0.015
5,acos,0.5,optimized,90,40,1.0001866075762629,0.7955807122300538,0.015
5,acos,0.5,optimized,90,45,1.0001866075762629,0.7955807122300538,0.015
5,acos,0.5,optimized,90,50,1.0001866075762629,0.7955807122300538,0.015
5,acos,0.5,optimized,100,5,1.000566710600315,0.795844666840055,0.015
5,acos,0.5,optimized,100,10,1.000566710600315,0.795844666840055,0.015
