fold,method,alpha,type,K,TopN,validation_mse,validation_rmse,validation_precision,validation_recall,regularization_penalty,regularized_score,test_RMSE,test_MAD,test_Precision,test_Recall,RMSE,MAD,Precision,Recall
10,acos,7.0,optimized,10,5,1.0696611116811725,1.0342442224548187,0.5821845174973489,0.49850849646527,0.012,1.0816611116811725,1.047903673145291,0.8421062960669714,0.591728525980912,0.6785355026099813,1.047903673145291,0.8421062960669714,0.591728525980912,0.6785355026099813
10,acos,1.0,baseline,10,5,,,,,0.0,,1.101018023303196,0.8869455050029382,0.6617179215270413,0.7247747722708766,1.101018023303196,0.8869455050029382,0.6617179215270413,0.7247747722708766
10,acos,7.0,optimized,10,10,1.0696611116811725,1.0342442224548187,0.577928849164268,0.6958443648744358,0.012,1.0816611116811725,1.047903673145291,0.8421062960669714,0.5857180730192396,0.8351371174577278,1.047903673145291,0.8421062960669714,0.5857180730192396,0.8351371174577278
10,acos,1.0,baseline,10,10,,,,,0.0,,1.101018023303196,0.8869455050029382,0.6291963338888047,0.8791745760022825,1.101018023303196,0.8869455050029382,0.6291963338888047,0.8791745760022825
10,acos,7.0,optimized,10,15,1.0696611116811725,1.0342442224548187,0.5741791524135108,0.7879900256929331,0.012,1.0816611116811725,1.047903673145291,0.8421062960669714,0.5858688589600572,0.9116562133549105,1.047903673145291,0.8421062960669714,0.5858688589600572,0.9116562133549105
10,acos,1.0,baseline,10,15,,,,,0.0,,1.101018023303196,0.8869455050029382,0.6093400501937087,0.9410812809781435,1.101018023303196,0.8869455050029382,0.6093400501937087,0.9410812809781435
10,acos,7.0,optimized,10,20,1.0696611116811725,1.0342442224548187,0.5741918835948003,0.8532034611364002,0.012,1.0816611116811725,1.047903673145291,0.8421062960669714,0.5856128354515114,0.9515332785514181,1.047903673145291,0.8421062960669714,0.5856128354515114,0.9515332785514181
10,acos,1.0,baseline,10,20,,,,,0.0,,1.101018023303196,0.8869455050029382,0.5993986254833248,0.971444081224041,1.101018023303196,0.8869455050029382,0.5993986254833248,0.971444081224041
10,acos,7.0,optimized,10,25,1.0696611116811725,1.0342442224548187,0.5742429198992369,0.8972201051808091,0.012,1.0816611116811725,1.047903673145291,0.8421062960669714,0.5871647692324554,0.9744005630542218,1.047903673145291,0.8421062960669714,0.5871647692324554,0.9744005630542218
10,acos,1.0,baseline,10,25,,,,,0.0,,1.101018023303196,0.8869455050029382,0.5946727225728584,0.9874209661681951,1.101018023303196,0.8869455050029382,0.5946727225728584,0.9874209661681951
10,acos,7.0,optimized,10,30,1.0696611116811725,1.0342442224548187,0.5751103680358555,0.9287477898065087,0.012,1.0816611116811725,1.047903673145291,0.8421062960669714,0.5879046062885246,0.987359160219016,1.047903673145291,0.8421062960669714,0.5879046062885246,0.987359160219016
10,acos,1.0,baseline,10,30,,,,,0.0,,1.101018023303196,0.8869455050029382,0.5917575578615186,0.9943499755004671,1.101018023303196,0.8869455050029382,0.5917575578615186,0.9943499755004671
10,acos,7.0,optimized,10,35,1.0696611116811725,1.0342442224548187,0.5757978233372292,0.9498756108547415,0.012,1.0816611116811725,1.047903673145291,0.8421062960669714,0.588141475579643,0.9931617360003995,1.047903673145291,0.8421062960669714,0.588141475579643,0.9931617360003995
10,acos,1.0,baseline,10,35,,,,,0.0,,1.101018023303196,0.8869455050029382,0.590080575715986,0.9970922568712555,1.101018023303196,0.8869455050029382,0.590080575715986,0.9970922568712555
10,acos,7.0,optimized,10,40,1.0696611116811725,1.0342442224548187,0.575750397416331,0.9640074792208035,0.012,1.0816611116811725,1.047903673145291,0.8421062960669714,0.5882743433507873,0.9959244881793111,1.047903673145291,0.8421062960669714,0.5882743433507873,0.9959244881793111
10,acos,1.0,baseline,10,40,,,,,0.0,,1.101018023303196,0.8869455050029382,0.5892287441991436,0.9983839715235133,1.101018023303196,0.8869455050029382,0.5892287441991436,0.9983839715235133
10,acos,7.0,optimized,10,45,1.0696611116811725,1.0342442224548187,0.5765721689009832,0.9755177137530809,0.012,1.0816611116811725,1.047903673145291,0.8421062960669714,0.5884971932114436,0.9979701631965637,1.047903673145291,0.8421062960669714,0.5884971932114436,0.9979701631965637
10,acos,1.0,baseline,10,45,,,,,0.0,,1.101018023303196,0.8869455050029382,0.5889685022723604,0.9991326535048043,1.101018023303196,0.8869455050029382,0.5889685022723604,0.9991326535048043
10,acos,7.0,optimized,10,50,1.0696611116811725,1.0342442224548187,0.5769216172499836,0.9837119748995291,0.012,1.0816611116811725,1.047903673145291,0.8421062960669714,0.5885849545706597,0.9990891826780761,1.047903673145291,0.8421062960669714,0.5885849545706597,0.9990891826780761
10,acos,1.0,baseline,10,50,,,,,0.0,,1.101018023303196,0.8869455050029382,0.5887334169248485,0.9994202647745954,1.101018023303196,0.8869455050029382,0.5887334169248485,0.9994202647745954
10,acos,0.05,optimized,20,5,1.0305265324335635,1.015148527277444,0.7111346765641569,0.561312128706215,0.0019,1.0324265324335635,1.019115275196867,0.8159132474280909,0.67932131495228,0.7348391112463661,1.019115275196867,0.8159132474280909,0.67932131495228,0.7348391112463661
10,acos,1.0,baseline,20,5,,,,,0.0,,1.0548193645800883,0.8477647928194672,0.673170731707317,0.730155724736293,1.0548193645800883,0.8477647928194672,0.673170731707317,0.730155724736293
10,acos,0.05,optimized,20,10,1.0305265324335635,1.015148527277444,0.6637188809776297,0.7576689234097153,0.0019,1.0324265324335635,1.019115275196867,0.8159132474280909,0.6363013179821239,0.8876214388230809,1.019115275196867,0.8159132474280909,0.6363013179821239,0.8876214388230809
