fold,method,alpha,type,K,TopN,RMSE,MAD,Precision,Recall,lambda
1,acos,0.05,optimized,10,5,1.045132133917077,0.8423021756426945,0.6702721809826794,0.7110330454512969,0.03
1,acos,0.05,optimized,10,10,1.045132133917077,0.8423021756426945,0.628177548856234,0.8736366481631224,0.03
1,acos,0.05,optimized,10,15,1.045132133917077,0.8423021756426945,0.6069923537049731,0.9400221867861053,0.03
1,acos,0.05,optimized,10,20,1.045132133917077,0.8423021756426945,0.596244236296487,0.9727718150445906,0.03
1,acos,0.05,optimized,10,25,1.045132133917077,0.8423021756426945,0.5898936893377977,0.9879359770264816,0.03
1,acos,0.05,optimized,10,30,1.045132133917077,0.8423021756426945,0.586144554643404,0.9948151722189085,0.03
1,acos,0.05,optimized,10,35,1.045132133917077,0.8423021756426945,0.5840431180424795,0.9971412811721453,0.03
1,acos,0.05,optimized,10,40,1.045132133917077,0.8423021756426945,0.5832413137523679,0.9989060274143698,0.03
1,acos,0.05,optimized,10,45,1.045132133917077,0.8423021756426945,0.5829354975081869,0.9996593606030993,0.03
1,acos,0.05,optimized,10,50,1.045132133917077,0.8423021756426945,0.5826088555663158,0.9997903599075277,0.03
1,acos,0.25,optimized,20,5,1.0194820283747545,0.8208639981453728,0.6779073877695299,0.7171409926791856,0.03
1,acos,0.25,optimized,20,10,1.0194820283747545,0.8208639981453728,0.6326314194818968,0.8780834261289604,0.03
1,acos,0.25,optimized,20,15,1.0194820283747545,0.8208639981453728,0.6093960299156482,0.9427296196196935,0.03
1,acos,0.25,optimized,20,20,1.0194820283747545,0.8208639981453728,0.5969865480674309,0.9738025709774957,0.03
1,acos,0.25,optimized,20,25,1.0194820283747545,0.8208639981453728,0.5900209427842453,0.9880031730162261,0.03
1,acos,0.25,optimized,20,30,1.0194820283747545,0.8208639981453728,0.5863566437208164,0.9950860059342789,0.03
1,acos,0.25,optimized,20,35,1.0194820283747545,0.8208639981453728,0.5842855055595223,0.9976768766567236,0.03
1,acos,0.25,optimized,20,40,1.0194820283747545,0.8208639981453728,0.5832943360217212,0.9989500419680715,0.03
1,acos,0.25,optimized,20,45,1.0194820283747545,0.8208639981453728,0.5829354975081869,0.9996564424007119,0.03
1,acos,0.25,optimized,20,50,1.0194820283747545,0.8208639981453728,0.5825876466585744,0.9997523833011173,0.03
1,acos,0.4,optimized,30,5,1.0140310195918643,0.8153701250624354,0.680028278543655,0.72007320958232,0.03
1,acos,0.4,optimized,30,10,1.0140310195918643,0.8153701250624354,0.6323132858657778,0.8770855885561428,0.03
1,acos,0.4,optimized,30,15,1.0140310195918643,0.8153701250624354,0.6099616007887482,0.9434960150840267,0.03
1,acos,0.4,optimized,30,20,1.0140310195918643,0.8153701250624354,0.5974637484916089,0.9745149445942534,0.03
1,acos,0.4,optimized,30,25,1.0140310195918643,0.8153701250624354,0.5902330318616577,0.9882701316108146,0.03
1,acos,0.4,optimized,30,30,1.0140310195918643,0.8153701250624354,0.5861799028229726,0.9949835760279016,0.03
1,acos,0.4,optimized,30,35,1.0140310195918643,0.8153701250624354,0.584255207119892,0.9976232429625742,0.03
1,acos,0.4,optimized,30,40,1.0140310195918643,0.8153701250624354,0.5832943360217211,0.9990136503494111,0.03
1,acos,0.4,optimized,30,45,1.0140310195918643,0.8153701250624354,0.5829354975081869,0.9996564424007119,0.03
1,acos,0.4,optimized,30,50,1.0140310195918643,0.8153701250624354,0.5826300644740571,0.9998283365139382,0.03
1,acos,0.4,optimized,40,5,1.0108257240459715,0.811417440724659,0.6783315659243548,0.7171362526407548,0.03
1,acos,0.4,optimized,40,10,1.0108257240459715,0.811417440724659,0.6330555976367217,0.8776299990899287,0.03
1,acos,0.4,optimized,40,15,1.0108257240459715,0.811417440724659,0.6109513498166733,0.9446560223508953,0.03
1,acos,0.4,optimized,40,20,1.0108257240459715,0.811417440724659,0.5976758375690215,0.9747804826271964,0.03
1,acos,0.4,optimized,40,25,1.0108257240459715,0.811417440724659,0.5904027031235878,0.9884395442498195,0.03
1,acos,0.4,optimized,40,30,1.0108257240459715,0.811417440724659,0.5861799028229727,0.9949257406520906,0.03
1,acos,0.4,optimized,40,35,1.0108257240459715,0.811417440724659,0.5841946102406312,0.9975220515676316,0.03
1,acos,0.4,optimized,40,40,1.0108257240459715,0.811417440724659,0.5832943360217212,0.9989808729212593,0.03
1,acos,0.4,optimized,40,45,1.0108257240459715,0.811417440724659,0.582911932055141,0.9996184657943016,0.03
1,acos,0.4,optimized,40,50,1.0108257240459715,0.811417440724659,0.5826300644740571,0.9998283365139382,0.03
1,acos,0.45,optimized,50,5,1.0104912002849358,0.8106196950364921,0.6836337928596676,0.7223248620129371,0.03
1,acos,0.45,optimized,50,10,1.0104912002849358,0.8106196950364921,0.6341160430237842,0.8785963881119484,0.03
1,acos,0.45,optimized,50,15,1.0104912002849358,0.8106196950364921,0.6104564753027107,0.9443006781645544,0.03
1,acos,0.45,optimized,50,20,1.0104912002849358,0.8106196950364921,0.5977818821077278,0.9748016893896738,0.03
1,acos,0.45,optimized,50,25,1.0104912002849358,0.8106196950364921,0.5902330318616577,0.9881222684767993,0.03
1,acos,0.45,optimized,50,30,1.0104912002849358,0.8106196950364921,0.5860738582842663,0.9947970102686486,0.03
1,acos,0.45,optimized,50,35,1.0104912002849358,0.8106196950364921,0.5841946102406312,0.9975709507443813,0.03
1,acos,0.45,optimized,50,40,1.0104912002849358,0.8106196950364921,0.5832678248870445,0.9989428963148488,0.03
1,acos,0.45,optimized,50,45,1.0104912002849358,0.8106196950364921,0.582911932055141,0.9996184657943016,0.03
1,acos,0.45,optimized,50,50,1.0104912002849358,0.8106196950364921,0.5826300644740571,0.9998283365139382,0.03
1,acos,0.5,optimized,60,5,1.0110261114123447,0.8105034363538595,0.6836337928596676,0.7221540740392857,0.03
1,acos,0.5,optimized,60,10,1.0110261114123447,0.8105034363538595,0.6339039539463718,0.8779162614222304,0.03
1,acos,0.5,optimized,60,15,1.0110261114123447,0.8105034363538595,0.6104564753027106,0.9438091669708741,0.03
1,acos,0.5,optimized,60,20,1.0110261114123447,0.8105034363538595,0.5976758375690215,0.9747485699486254,0.03
1,acos,0.5,optimized,60,25,1.0110261114123447,0.8105034363538595,0.5902330318616578,0.9881461911336051,0.03
1,acos,0.5,optimized,60,30,1.0110261114123447,0.8105034363538595,0.5861799028229727,0.994953093022771,0.03
1,acos,0.5,optimized,60,35,1.0110261114123447,0.8105034363538595,0.5842249086802617,0.997550514615088,0.03
1,acos,0.5,optimized,60,40,1.0110261114123447,0.8105034363538595,0.5832678248870445,0.9989428963148488,0.03
1,acos,0.5,optimized,60,45,1.0110261114123447,0.8105034363538595,0.582911932055141,0.9996184657943016,0.03
1,acos,0.5,optimized,60,50,1.0110261114123447,0.8105034363538595,0.5826300644740571,0.9998283365139382,0.03
1,acos,0.5,optimized,70,5,1.0109800778861433,0.8102397384461434,0.6821491693177801,0.719808223304118,0.03
1,acos,0.5,optimized,70,10,1.0109800778861433,0.8102397384461434,0.6356006665656719,0.879892229818602,0.03
1,acos,0.5,optimized,70,15,1.0109800778861433,0.8102397384461434,0.6097495117113356,0.9430150601814521,0.03
1,acos,0.5,optimized,70,20,1.0109800778861433,0.8102397384461434,0.5976758375690215,0.974810805010281,0.03
1,acos,0.5,optimized,70,25,1.0109800778861433,0.8102397384461434,0.5901906140461752,0.9881011593505556,0.03
1,acos,0.5,optimized,70,30,1.0109800778861433,0.8102397384461434,0.5860738582842663,0.9947629031338474,0.03
1,acos,0.5,optimized,70,35,1.0109800778861433,0.8102397384461434,0.5842249086802617,0.9975488202741868,0.03
1,acos,0.5,optimized,70,40,1.0109800778861433,0.8102397384461434,0.5832678248870445,0.9989428963148488,0.03
1,acos,0.5,optimized,70,45,1.0109800778861433,0.8102397384461434,0.5829354975081869,0.9996564424007119,0.03
1,acos,0.5,optimized,70,50,1.0109800778861433,0.8102397384461434,0.5826300644740571,0.9998283365139382,0.03
1,acos,0.5,optimized,80,5,1.0112999287084998,0.810333335869831,0.6823612583951927,0.7184397633866492,0.03
1,acos,0.5,optimized,80,10,1.0112999287084998,0.810333335869831,0.6352825329495531,0.879804131711079,0.03
1,acos,0.5,optimized,80,15,1.0112999287084998,0.810333335869831,0.6099616007887482,0.9433620750173435,0.03
1,acos,0.5,optimized,80,20,1.0112999287084998,0.810333335869831,0.5979939711851403,0.975136352935016,0.03
1,acos,0.5,optimized,80,25,1.0112999287084998,0.810333335869831,0.5903602853081051,0.988355926640006,0.03
1,acos,0.5,optimized,80,30,1.0112999287084998,0.810333335869831,0.5861092064638351,0.9948476201789168,0.03
1,acos,0.5,optimized,80,35,1.0112999287084998,0.810333335869831,0.5842249086802617,0.9975488202741868,0.03
1,acos,0.5,optimized,80,40,1.0112999287084998,0.810333335869831,0.5832678248870445,0.9989428963148488,0.03
1,acos,0.5,optimized,80,45,1.0112999287084998,0.810333335869831,0.5829354975081869,0.9996564424007119,0.03
1,acos,0.5,optimized,80,50,1.0112999287084998,0.810333335869831,0.5826300644740571,0.9998283365139382,0.03
1,acos,0.5,optimized,90,5,1.0116421904043216,0.8107002624630334,0.6832096147048426,0.7194943420678798,0.03
1,acos,0.5,optimized,90,10,1.0116421904043216,0.8107002624630334,0.634752310256022,0.8792037650290185,0.03
1,acos,0.5,optimized,90,15,1.0116421904043216,0.8107002624630334,0.6099616007887482,0.9432687105872588,0.03
1,acos,0.5,optimized,90,20,1.0116421904043216,0.8107002624630334,0.5976758375690215,0.9747928358432276,0.03
1,acos,0.5,optimized,90,25,1.0116421904043216,0.8107002624630334,0.5902754496771401,0.9882081068659877,0.03
1,acos,0.5,optimized,90,30,1.0116421904043216,0.8107002624630334,0.5860738582842663,0.9947629031338474,0.03
1,acos,0.5,optimized,90,35,1.0116421904043216,0.8107002624630334,0.5842249086802617,0.9975488202741868,0.03
1,acos,0.5,optimized,90,40,1.0116421904043216,0.8107002624630334,0.5832678248870445,0.9989428963148488,0.03
1,acos,0.5,optimized,90,45,1.0116421904043216,0.8107002624630334,0.5829354975081869,0.9996564424007119,0.03
1,acos,0.5,optimized,90,50,1.0116421904043216,0.8107002624630334,0.5826300644740571,0.9998283365139382,0.03
1,acos,0.55,optimized,100,5,1.0128750144187144,0.8117299627847617,0.6825733474726051,0.7184937920398939,0.03
1,acos,0.55,optimized,100,10,1.0128750144187144,0.8117299627847617,0.6340099984850781,0.8787040580941925,0.03
1,acos,0.55,optimized,100,15,1.0128750144187144,0.8117299627847617,0.6096788153521981,0.9428940668756107,0.03
1,acos,0.55,optimized,100,20,1.0128750144187144,0.8117299627847617,0.5976758375690215,0.974725062207172,0.03
1,acos,0.55,optimized,100,25,1.0128750144187144,0.8117299627847617,0.5903602853081051,0.9883253343737309,0.03
1,acos,0.55,optimized,100,30,1.0128750144187144,0.8117299627847617,0.5861092064638351,0.9947984296366185,0.03
1,acos,0.55,optimized,100,35,1.0128750144187144,0.8117299627847617,0.5842249086802617,0.9975488202741868,0.03
1,acos,0.55,optimized,100,40,1.0128750144187144,0.8117299627847617,0.5832678248870445,0.9989120403221403,0.03
1,acos,0.55,optimized,100,45,1.0128750144187144,0.8117299627847617,0.5829119320551411,0.9996123895372758,0.03
1,acos,0.55,optimized,100,50,1.0128750144187144,0.8117299627847617,0.5826300644740571,0.9998283365139382,0.03
1,ami,0.6000000000000001,optimized,10,5,1.055912347072883,0.8407746179360013,0.6588193708024037,0.7042543686932432,0.03
1,ami,0.6000000000000001,optimized,10,10,1.055912347072883,0.8407746179360013,0.6240418118466898,0.8687375820589391,0.03
1,ami,0.6000000000000001,optimized,10,15,1.055912347072883,0.8407746179360013,0.6067802646275605,0.9398213661681919,0.03
1,ami,0.6000000000000001,optimized,10,20,1.055912347072883,0.8407746179360013,0.5951307686400712,0.971399509574228,0.03
1,ami,0.6000000000000001,optimized,10,25,1.055912347072883,0.8407746179360013,0.5890453330281477,0.9867461309318205,0.03
1,ami,0.6000000000000001,optimized,10,30,1.055912347072883,0.8407746179360013,0.5856850283090101,0.9939484293230394,0.03
1,ami,0.6000000000000001,optimized,10,35,1.055912347072883,0.8407746179360013,0.5840431180424794,0.9970883806861982,0.03
1,ami,0.6000000000000001,optimized,10,40,1.055912347072883,0.8407746179360013,0.5831882914830148,0.9986662596900425,0.03
1,ami,0.6000000000000001,optimized,10,45,1.055912347072883,0.8407746179360013,0.5829354975081869,0.999544972604568,0.03
1,ami,0.6000000000000001,optimized,10,50,1.055912347072883,0.8407746179360013,0.5826300644740571,0.9997636071564532,0.03
1,ami,0.75,optimized,20,5,1.0357491697297734,0.8233106784526857,0.6662424885118416,0.708791629128995,0.03
1,ami,0.75,optimized,20,10,1.0357491697297734,0.8233106784526857,0.6282835933949401,0.872993832425603,0.03
1,ami,0.75,optimized,20,15,1.0357491697297734,0.8233106784526857,0.6079821027328981,0.9408525417646866,0.03
1,ami,0.75,optimized,20,20,1.0357491697297734,0.8233106784526857,0.5968805035287246,0.9736592897462875,0.03
1,ami,0.75,optimized,20,25,1.0357491697297734,0.8233106784526857,0.5898512715223152,0.9879104105324281,0.03
1,ami,0.75,optimized,20,30,1.0357491697297734,0.8233106784526857,0.5859678137455602,0.9944291337468182,0.03
