fold,method,alpha,type,K,TopN,RMSE,MAD,lambda
1,acos,0.05,optimized,10,5,1.045132133917077,0.8423021756426945,0.002
1,acos,0.05,optimized,10,10,1.045132133917077,0.8423021756426945,0.002
1,acos,0.05,optimized,10,15,1.045132133917077,0.8423021756426945,0.002
1,acos,0.05,optimized,10,20,1.045132133917077,0.8423021756426945,0.002
1,acos,0.05,optimized,10,25,1.045132133917077,0.8423021756426945,0.002
1,acos,0.05,optimized,10,30,1.045132133917077,0.8423021756426945,0.002
1,acos,0.05,optimized,10,35,1.045132133917077,0.8423021756426945,0.002
1,acos,0.05,optimized,10,40,1.045132133917077,0.8423021756426945,0.002
1,acos,0.05,optimized,10,45,1.045132133917077,0.8423021756426945,0.002
1,acos,0.05,optimized,10,50,1.045132133917077,0.8423021756426945,0.002
1,acos,0.05,optimized,20,5,1.01675370666678,0.8179753987949916,0.002
1,acos,0.05,optimized,20,10,1.01675370666678,0.8179753987949916,0.002
1,acos,0.05,optimized,20,15,1.01675370666678,0.8179753987949916,0.002
1,acos,0.05,optimized,20,20,1.01675370666678,0.8179753987949916,0.002
1,acos,0.05,optimized,20,25,1.01675370666678,0.8179753987949916,0.002
1,acos,0.05,optimized,20,30,1.01675370666678,0.8179753987949916,0.002
1,acos,0.05,optimized,20,35,1.01675370666678,0.8179753987949916,0.002
1,acos,0.05,optimized,20,40,1.01675370666678,0.8179753987949916,0.002
1,acos,0.05,optimized,20,45,1.01675370666678,0.8179753987949916,0.002
1,acos,0.05,optimized,20,50,1.01675370666678,0.8179753987949916,0.002
1,acos,0.1,optimized,30,5,1.0096942836591514,0.8111431635031646,0.002
1,acos,0.1,optimized,30,10,1.0096942836591514,0.8111431635031646,0.002
1,acos,0.1,optimized,30,15,1.0096942836591514,0.8111431635031646,0.002
1,acos,0.1,optimized,30,20,1.0096942836591514,0.8111431635031646,0.002
1,acos,0.1,optimized,30,25,1.0096942836591514,0.8111431635031646,0.002
1,acos,0.1,optimized,30,30,1.0096942836591514,0.8111431635031646,0.002
1,acos,0.1,optimized,30,35,1.0096942836591514,0.8111431635031646,0.002
1,acos,0.1,optimized,30,40,1.0096942836591514,0.8111431635031646,0.002
1,acos,0.1,optimized,30,45,1.0096942836591514,0.8111431635031646,0.002
1,acos,0.1,optimized,30,50,1.0096942836591514,0.8111431635031646,0.002
1,acos,0.15,optimized,40,5,1.007533801950019,0.8082054208869695,0.002
1,acos,0.15,optimized,40,10,1.007533801950019,0.8082054208869695,0.002
1,acos,0.15,optimized,40,15,1.007533801950019,0.8082054208869695,0.002
1,acos,0.15,optimized,40,20,1.007533801950019,0.8082054208869695,0.002
1,acos,0.15,optimized,40,25,1.007533801950019,0.8082054208869695,0.002
1,acos,0.15,optimized,40,30,1.007533801950019,0.8082054208869695,0.002
1,acos,0.15,optimized,40,35,1.007533801950019,0.8082054208869695,0.002
1,acos,0.15,optimized,40,40,1.007533801950019,0.8082054208869695,0.002
1,acos,0.15,optimized,40,45,1.007533801950019,0.8082054208869695,0.002
1,acos,0.15,optimized,40,50,1.007533801950019,0.8082054208869695,0.002
1,acos,0.2,optimized,50,5,1.0069901095995777,0.8071487630689087,0.002
1,acos,0.2,optimized,50,10,1.0069901095995777,0.8071487630689087,0.002
1,acos,0.2,optimized,50,15,1.0069901095995777,0.8071487630689087,0.002
1,acos,0.2,optimized,50,20,1.0069901095995777,0.8071487630689087,0.002
1,acos,0.2,optimized,50,25,1.0069901095995777,0.8071487630689087,0.002
1,acos,0.2,optimized,50,30,1.0069901095995777,0.8071487630689087,0.002
1,acos,0.2,optimized,50,35,1.0069901095995777,0.8071487630689087,0.002
1,acos,0.2,optimized,50,40,1.0069901095995777,0.8071487630689087,0.002
1,acos,0.2,optimized,50,45,1.0069901095995777,0.8071487630689087,0.002
1,acos,0.2,optimized,50,50,1.0069901095995777,0.8071487630689087,0.002
1,acos,0.2,optimized,60,5,1.0067976420374751,0.806384031970745,0.002
1,acos,0.2,optimized,60,10,1.0067976420374751,0.806384031970745,0.002
1,acos,0.2,optimized,60,15,1.0067976420374751,0.806384031970745,0.002
1,acos,0.2,optimized,60,20,1.0067976420374751,0.806384031970745,0.002
1,acos,0.2,optimized,60,25,1.0067976420374751,0.806384031970745,0.002
1,acos,0.2,optimized,60,30,1.0067976420374751,0.806384031970745,0.002
1,acos,0.2,optimized,60,35,1.0067976420374751,0.806384031970745,0.002
1,acos,0.2,optimized,60,40,1.0067976420374751,0.806384031970745,0.002
1,acos,0.2,optimized,60,45,1.0067976420374751,0.806384031970745,0.002
1,acos,0.2,optimized,60,50,1.0067976420374751,0.806384031970745,0.002
1,acos,0.25,optimized,70,5,1.0073645313607753,0.8067010997383862,0.002
1,acos,0.25,optimized,70,10,1.0073645313607753,0.8067010997383862,0.002
1,acos,0.25,optimized,70,15,1.0073645313607753,0.8067010997383862,0.002
1,acos,0.25,optimized,70,20,1.0073645313607753,0.8067010997383862,0.002
1,acos,0.25,optimized,70,25,1.0073645313607753,0.8067010997383862,0.002
1,acos,0.25,optimized,70,30,1.0073645313607753,0.8067010997383862,0.002
1,acos,0.25,optimized,70,35,1.0073645313607753,0.8067010997383862,0.002
1,acos,0.25,optimized,70,40,1.0073645313607753,0.8067010997383862,0.002
1,acos,0.25,optimized,70,45,1.0073645313607753,0.8067010997383862,0.002
1,acos,0.25,optimized,70,50,1.0073645313607753,0.8067010997383862,0.002
1,acos,0.25,optimized,80,5,1.007917820258348,0.807012681947209,0.002
1,acos,0.25,optimized,80,10,1.007917820258348,0.807012681947209,0.002
1,acos,0.25,optimized,80,15,1.007917820258348,0.807012681947209,0.002
1,acos,0.25,optimized,80,20,1.007917820258348,0.807012681947209,0.002
1,acos,0.25,optimized,80,25,1.007917820258348,0.807012681947209,0.002
1,acos,0.25,optimized,80,30,1.007917820258348,0.807012681947209,0.002
1,acos,0.25,optimized,80,35,1.007917820258348,0.807012681947209,0.002
1,acos,0.25,optimized,80,40,1.007917820258348,0.807012681947209,0.002
1,acos,0.25,optimized,80,45,1.007917820258348,0.807012681947209,0.002
1,acos,0.25,optimized,80,50,1.007917820258348,0.807012681947209,0.002
1,acos,0.25,optimized,90,5,1.008439481483015,0.8075286685097354,0.002
1,acos,0.25,optimized,90,10,1.008439481483015,0.8075286685097354,0.002
1,acos,0.25,optimized,90,15,1.008439481483015,0.8075286685097354,0.002
1,acos,0.25,optimized,90,20,1.008439481483015,0.8075286685097354,0.002
1,acos,0.25,optimized,90,25,1.008439481483015,0.8075286685097354,0.002
1,acos,0.25,optimized,90,30,1.008439481483015,0.8075286685097354,0.002
1,acos,0.25,optimized,90,35,1.008439481483015,0.8075286685097354,0.002
1,acos,0.25,optimized,90,40,1.008439481483015,0.8075286685097354,0.002
1,acos,0.25,optimized,90,45,1.008439481483015,0.8075286685097354,0.002
1,acos,0.25,optimized,90,50,1.008439481483015,0.8075286685097354,0.002
1,acos,0.3,optimized,100,5,1.0091579418555636,0.8081448876571792,0.002
1,acos,0.3,optimized,100,10,1.0091579418555636,0.8081448876571792,0.002
1,acos,0.3,optimized,100,15,1.0091579418555636,0.8081448876571792,0.002
1,acos,0.3,optimized,100,20,1.0091579418555636,0.8081448876571792,0.002
1,acos,0.3,optimized,100,25,1.0091579418555636,0.8081448876571792,0.002
1,acos,0.3,optimized,100,30,1.0091579418555636,0.8081448876571792,0.002
1,acos,0.3,optimized,100,35,1.0091579418555636,0.8081448876571792,0.002
1,acos,0.3,optimized,100,40,1.0091579418555636,0.8081448876571792,0.002
1,acos,0.3,optimized,100,45,1.0091579418555636,0.8081448876571792,0.002
1,acos,0.3,optimized,100,50,1.0091579418555636,0.8081448876571792,0.002
1,ami,0.15,optimized,10,5,1.0504241111069186,0.8374103163200806,0.002
1,ami,0.15,optimized,10,10,1.0504241111069186,0.8374103163200806,0.002
1,ami,0.15,optimized,10,15,1.0504241111069186,0.8374103163200806,0.002
1,ami,0.15,optimized,10,20,1.0504241111069186,0.8374103163200806,0.002
1,ami,0.15,optimized,10,25,1.0504241111069186,0.8374103163200806,0.002
1,ami,0.15,optimized,10,30,1.0504241111069186,0.8374103163200806,0.002
1,ami,0.15,optimized,10,35,1.0504241111069186,0.8374103163200806,0.002
1,ami,0.15,optimized,10,40,1.0504241111069186,0.8374103163200806,0.002
1,ami,0.15,optimized,10,45,1.0504241111069186,0.8374103163200806,0.002
1,ami,0.15,optimized,10,50,1.0504241111069186,0.8374103163200806,0.002
1,ami,0.3,optimized,20,5,1.0292649791624389,0.8194113367946131,0.002
1,ami,0.3,optimized,20,10,1.0292649791624389,0.8194113367946131,0.002
1,ami,0.3,optimized,20,15,1.0292649791624389,0.8194113367946131,0.002
1,ami,0.3,optimized,20,20,1.0292649791624389,0.8194113367946131,0.002
1,ami,0.3,optimized,20,25,1.0292649791624389,0.8194113367946131,0.002
1,ami,0.3,optimized,20,30,1.0292649791624389,0.8194113367946131,0.002
1,ami,0.3,optimized,20,35,1.0292649791624389,0.8194113367946131,0.002
1,ami,0.3,optimized,20,40,1.0292649791624389,0.8194113367946131,0.002
1,ami,0.3,optimized,20,45,1.0292649791624389,0.8194113367946131,0.002
1,ami,0.3,optimized,20,50,1.0292649791624389,0.8194113367946131,0.002
1,ami,0.45,optimized,30,5,1.0229066591694844,0.8140556734874259,0.002
1,ami,0.45,optimized,30,10,1.0229066591694844,0.8140556734874259,0.002
1,ami,0.45,optimized,30,15,1.0229066591694844,0.8140556734874259,0.002
1,ami,0.45,optimized,30,20,1.0229066591694844,0.8140556734874259,0.002
1,ami,0.45,optimized,30,25,1.0229066591694844,0.8140556734874259,0.002
1,ami,0.45,optimized,30,30,1.0229066591694844,0.8140556734874259,0.002
1,ami,0.45,optimized,30,35,1.0229066591694844,0.8140556734874259,0.002
1,ami,0.45,optimized,30,40,1.0229066591694844,0.8140556734874259,0.002
1,ami,0.45,optimized,30,45,1.0229066591694844,0.8140556734874259,0.002
1,ami,0.45,optimized,30,50,1.0229066591694844,0.8140556734874259,0.002
1,ami,0.55,optimized,40,5,1.020395413264976,0.8120335712008705,0.002
1,ami,0.55,optimized,40,10,1.020395413264976,0.8120335712008705,0.002
1,ami,0.55,optimized,40,15,1.020395413264976,0.8120335712008705,0.002
1,ami,0.55,optimized,40,20,1.020395413264976,0.8120335712008705,0.002
1,ami,0.55,optimized,40,25,1.020395413264976,0.8120335712008705,0.002
1,ami,0.55,optimized,40,30,1.020395413264976,0.8120335712008705,0.002
1,ami,0.55,optimized,40,35,1.020395413264976,0.8120335712008705,0.002
1,ami,0.55,optimized,40,40,1.020395413264976,0.8120335712008705,0.002
1,ami,0.55,optimized,40,45,1.020395413264976,0.8120335712008705,0.002
1,ami,0.55,optimized,40,50,1.020395413264976,0.8120335712008705,0.002
1,ami,0.6000000000000001,optimized,50,5,1.019980068970753,0.8118152917391143,0.002
1,ami,0.6000000000000001,optimized,50,10,1.019980068970753,0.8118152917391143,0.002
1,ami,0.6000000000000001,optimized,50,15,1.019980068970753,0.8118152917391143,0.002
1,ami,0.6000000000000001,optimized,50,20,1.019980068970753,0.8118152917391143,0.002
1,ami,0.6000000000000001,optimized,50,25,1.019980068970753,0.8118152917391143,0.002
1,ami,0.6000000000000001,optimized,50,30,1.019980068970753,0.8118152917391143,0.002
1,ami,0.6000000000000001,optimized,50,35,1.019980068970753,0.8118152917391143,0.002
1,ami,0.6000000000000001,optimized,50,40,1.019980068970753,0.8118152917391143,0.002
1,ami,0.6000000000000001,optimized,50,45,1.019980068970753,0.8118152917391143,0.002
1,ami,0.6000000000000001,optimized,50,50,1.019980068970753,0.8118152917391143,0.002
1,ami,0.65,optimized,60,5,1.019742735510419,0.8114899518441269,0.002
1,ami,0.65,optimized,60,10,1.019742735510419,0.8114899518441269,0.002
1,ami,0.65,optimized,60,15,1.019742735510419,0.8114899518441269,0.002
1,ami,0.65,optimized,60,20,1.019742735510419,0.8114899518441269,0.002
1,ami,0.65,optimized,60,25,1.019742735510419,0.8114899518441269,0.002
1,ami,0.65,optimized,60,30,1.019742735510419,0.8114899518441269,0.002
1,ami,0.65,optimized,60,35,1.019742735510419,0.8114899518441269,0.002
1,ami,0.65,optimized,60,40,1.019742735510419,0.8114899518441269,0.002
1,ami,0.65,optimized,60,45,1.019742735510419,0.8114899518441269,0.002
1,ami,0.65,optimized,60,50,1.019742735510419,0.8114899518441269,0.002
1,ami,0.6500000000000001,optimized,70,5,1.0192444135575587,0.8112423502895194,0.002
1,ami,0.6500000000000001,optimized,70,10,1.0192444135575587,0.8112423502895194,0.002
1,ami,0.6500000000000001,optimized,70,15,1.0192444135575587,0.8112423502895194,0.002
1,ami,0.6500000000000001,optimized,70,20,1.0192444135575587,0.8112423502895194,0.002
1,ami,0.6500000000000001,optimized,70,25,1.0192444135575587,0.8112423502895194,0.002
1,ami,0.6500000000000001,optimized,70,30,1.0192444135575587,0.8112423502895194,0.002
1,ami,0.6500000000000001,optimized,70,35,1.0192444135575587,0.8112423502895194,0.002
1,ami,0.6500000000000001,optimized,70,40,1.0192444135575587,0.8112423502895194,0.002
1,ami,0.6500000000000001,optimized,70,45,1.0192444135575587,0.8112423502895194,0.002
1,ami,0.6500000000000001,optimized,70,50,1.0192444135575587,0.8112423502895194,0.002
1,ami,0.7000000000000002,optimized,80,5,1.0200340682465825,0.811742589733898,0.002
1,ami,0.7000000000000002,optimized,80,10,1.0200340682465825,0.811742589733898,0.002
1,ami,0.7000000000000002,optimized,80,15,1.0200340682465825,0.811742589733898,0.002
1,ami,0.7000000000000002,optimized,80,20,1.0200340682465825,0.811742589733898,0.002
1,ami,0.7000000000000002,optimized,80,25,1.0200340682465825,0.811742589733898,0.002
1,ami,0.7000000000000002,optimized,80,30,1.0200340682465825,0.811742589733898,0.002
1,ami,0.7000000000000002,optimized,80,35,1.0200340682465825,0.811742589733898,0.002
1,ami,0.7000000000000002,optimized,80,40,1.0200340682465825,0.811742589733898,0.002
1,ami,0.7000000000000002,optimized,80,45,1.0200340682465825,0.811742589733898,0.002
1,ami,0.7000000000000002,optimized,80,50,1.0200340682465825,0.811742589733898,0.002
1,ami,0.7000000000000002,optimized,90,5,1.0198696454847926,0.8116133440478179,0.002
1,ami,0.7000000000000002,optimized,90,10,1.0198696454847926,0.8116133440478179,0.002
1,ami,0.7000000000000002,optimized,90,15,1.0198696454847926,0.8116133440478179,0.002
1,ami,0.7000000000000002,optimized,90,20,1.0198696454847926,0.8116133440478179,0.002
1,ami,0.7000000000000002,optimized,90,25,1.0198696454847926,0.8116133440478179,0.002
1,ami,0.7000000000000002,optimized,90,30,1.0198696454847926,0.8116133440478179,0.002
1,ami,0.7000000000000002,optimized,90,35,1.0198696454847926,0.8116133440478179,0.002
1,ami,0.7000000000000002,optimized,90,40,1.0198696454847926,0.8116133440478179,0.002
1,ami,0.7000000000000002,optimized,90,45,1.0198696454847926,0.8116133440478179,0.002
1,ami,0.7000000000000002,optimized,90,50,1.0198696454847926,0.8116133440478179,0.002
1,ami,0.7000000000000002,optimized,100,5,1.0198425550407366,0.8116484679076451,0.002
1,ami,0.7000000000000002,optimized,100,10,1.0198425550407366,0.8116484679076451,0.002
1,ami,0.7000000000000002,optimized,100,15,1.0198425550407366,0.8116484679076451,0.002
1,ami,0.7000000000000002,optimized,100,20,1.0198425550407366,0.8116484679076451,0.002
1,ami,0.7000000000000002,optimized,100,25,1.0198425550407366,0.8116484679076451,0.002
1,ami,0.7000000000000002,optimized,100,30,1.0198425550407366,0.8116484679076451,0.002
1,ami,0.7000000000000002,optimized,100,35,1.0198425550407366,0.8116484679076451,0.002
1,ami,0.7000000000000002,optimized,100,40,1.0198425550407366,0.8116484679076451,0.002
1,ami,0.7000000000000002,optimized,100,45,1.0198425550407366,0.8116484679076451,0.002
1,ami,0.7000000000000002,optimized,100,50,1.0198425550407366,0.8116484679076451,0.002
1,ari,0.1,optimized,10,5,1.0479321970348845,0.8328403737263607,0.002
1,ari,0.1,optimized,10,10,1.0479321970348845,0.8328403737263607,0.002
1,ari,0.1,optimized,10,15,1.0479321970348845,0.8328403737263607,0.002
1,ari,0.1,optimized,10,20,1.0479321970348845,0.8328403737263607,0.002
1,ari,0.1,optimized,10,25,1.0479321970348845,0.8328403737263607,0.002
1,ari,0.1,optimized,10,30,1.0479321970348845,0.8328403737263607,0.002
1,ari,0.1,optimized,10,35,1.0479321970348845,0.8328403737263607,0.002
1,ari,0.1,optimized,10,40,1.0479321970348845,0.8328403737263607,0.002
1,ari,0.1,optimized,10,45,1.0479321970348845,0.8328403737263607,0.002
