fold,method,alpha,type,K,TopN,RMSE,MAD,Precision,Recall,lambda
1,acos,0.05,optimized,10,5,1.045132133917077,0.8423021756426945,0.6702721809826794,0.7110330454512969,0.015
1,acos,0.05,optimized,10,10,1.045132133917077,0.8423021756426945,0.628177548856234,0.8736366481631224,0.015
1,acos,0.05,optimized,10,15,1.045132133917077,0.8423021756426945,0.6069923537049731,0.9400221867861053,0.015
1,acos,0.05,optimized,10,20,1.045132133917077,0.8423021756426945,0.596244236296487,0.9727718150445906,0.015
1,acos,0.05,optimized,10,25,1.045132133917077,0.8423021756426945,0.5898936893377977,0.9879359770264816,0.015
1,acos,0.05,optimized,10,30,1.045132133917077,0.8423021756426945,0.586144554643404,0.9948151722189085,0.015
1,acos,0.05,optimized,10,35,1.045132133917077,0.8423021756426945,0.5840431180424795,0.9971412811721453,0.015
1,acos,0.05,optimized,10,40,1.045132133917077,0.8423021756426945,0.5832413137523679,0.9989060274143698,0.015
1,acos,0.05,optimized,10,45,1.045132133917077,0.8423021756426945,0.5829354975081869,0.9996593606030993,0.015
1,acos,0.05,optimized,10,50,1.045132133917077,0.8423021756426945,0.5826088555663158,0.9997903599075277,0.015
1,acos,0.1,optimized,20,5,1.0172478551634927,0.8186088941707471,0.6783315659243548,0.7171953298618267,0.015
1,acos,0.1,optimized,20,10,1.0172478551634927,0.8186088941707471,0.6327374640206029,0.8782936197352734,0.015
1,acos,0.1,optimized,20,15,1.0172478551634927,0.8186088941707471,0.6093253335565106,0.94260893246076,0.015
1,acos,0.1,optimized,20,20,1.0172478551634927,0.8186088941707471,0.5971986371448433,0.9741204932441092,0.015
1,acos,0.1,optimized,20,25,1.0172478551634927,0.8186088941707471,0.5900209427842452,0.9879642374046033,0.015
1,acos,0.1,optimized,20,30,1.0172478551634927,0.8186088941707471,0.5863919919003853,0.9951283644568137,0.015
1,acos,0.1,optimized,20,35,1.0172478551634927,0.8186088941707471,0.5842855055595223,0.9976801398317928,0.015
1,acos,0.1,optimized,20,40,1.0172478551634927,0.8186088941707471,0.5832943360217212,0.9989500419680715,0.015
1,acos,0.1,optimized,20,45,1.0172478551634927,0.8186088941707471,0.5829354975081869,0.9996564424007119,0.015
1,acos,0.1,optimized,20,50,1.0172478551634927,0.8186088941707471,0.5826088555663157,0.9997813654481148,0.015
1,acos,0.25,optimized,30,5,1.0113094538907312,0.8128308462077579,0.6785436550017673,0.7196963848436139,0.015
1,acos,0.25,optimized,30,10,1.0113094538907312,0.8128308462077579,0.6335858203302529,0.8782231081380457,0.015
1,acos,0.25,optimized,30,15,1.0113094538907312,0.8128308462077579,0.6108806534575357,0.9443798452675598,0.015
1,acos,0.25,optimized,30,20,1.0113094538907312,0.8128308462077579,0.5974637484916089,0.9745746275346934,0.015
1,acos,0.25,optimized,30,25,1.0113094538907312,0.8128308462077579,0.5901906140461752,0.9882590966005809,0.015
1,acos,0.25,optimized,30,30,1.0113094538907312,0.8128308462077579,0.5861445546434039,0.9948873260741756,0.015
1,acos,0.25,optimized,30,35,1.0113094538907312,0.8128308462077579,0.5841946102406312,0.9975365648747947,0.015
1,acos,0.25,optimized,30,40,1.0113094538907312,0.8128308462077579,0.5832943360217211,0.9989888706137282,0.015
1,acos,0.25,optimized,30,45,1.0113094538907312,0.8128308462077579,0.5829354975081869,0.9996564424007119,0.015
1,acos,0.25,optimized,30,50,1.0113094538907312,0.8128308462077579,0.5826300644740571,0.9998283365139382,0.015
1,acos,0.3,optimized,40,5,1.0091430819324505,0.8098203372823726,0.6787557440791798,0.7174933080914226,0.015
1,acos,0.3,optimized,40,10,1.0091430819324505,0.8098203372823726,0.6328435085593093,0.8774024691769232,0.015
1,acos,0.3,optimized,40,15,1.0091430819324505,0.8098203372823726,0.6107392607392608,0.9445415380617543,0.015
1,acos,0.3,optimized,40,20,1.0091430819324505,0.8098203372823726,0.5977288598383745,0.9747923651617532,0.015
1,acos,0.3,optimized,40,25,1.0091430819324505,0.8098203372823726,0.5903602853081052,0.9884321215999496,0.015
1,acos,0.3,optimized,40,30,1.0091430819324505,0.8098203372823726,0.5861445546434039,0.9948156084935003,0.015
