fold,method,alpha,type,K,TopN,validation_mse,validation_rmse,validation_precision,validation_recall,regularization_penalty,regularized_score,test_RMSE,test_MAD,test_Precision,test_Recall,RMSE,MAD,Precision,Recall
6,acos,7.0,optimized,10,5,1.086057706063909,1.0421409242822723,0.5853128313891836,0.512288711386487,0.012,1.098057706063909,1.0411895108638178,0.8352608599193888,0.5719158713326264,0.6697856389694714,1.0411895108638178,0.8352608599193888,0.5719158713326264,0.6697856389694714
6,acos,1.0,baseline,10,5,,,,,0.0,,1.1053504253930806,0.8826660793822463,0.6366030399434428,0.7129375579122929,1.1053504253930806,0.8826660793822463,0.6366030399434428,0.7129375579122929
6,acos,7.0,optimized,10,10,1.086057706063909,1.0421409242822723,0.573374404551499,0.6957814274836762,0.012,1.098057706063909,1.0411895108638178,0.8352608599193888,0.5607677287953005,0.831098439576285,1.0411895108638178,0.8352608599193888,0.5607677287953005,0.831098439576285
6,acos,1.0,baseline,10,10,,,,,0.0,,1.1053504253930806,0.8826660793822463,0.6033976333552155,0.8715054222785319,1.1053504253930806,0.8826660793822463,0.6033976333552155,0.8715054222785319
6,acos,7.0,optimized,10,15,1.086057706063909,1.0421409242822723,0.5700287752779799,0.7868351716590193,0.012,1.098057706063909,1.0411895108638178,0.8352608599193888,0.55941349801371,0.9088037855840948,1.0411895108638178,0.8352608599193888,0.55941349801371,0.9088037855840948
6,acos,1.0,baseline,10,15,,,,,0.0,,1.1053504253930806,0.8826660793822463,0.5847934909440742,0.9408604122839072,1.1053504253930806,0.8826660793822463,0.5847934909440742,0.9408604122839072
6,acos,7.0,optimized,10,20,1.086057706063909,1.0421409242822723,0.5708625308560795,0.8519612803593056,0.012,1.098057706063909,1.0411895108638178,0.8352608599193888,0.5594769031268297,0.9501218352546195,1.0411895108638178,0.8352608599193888,0.5594769031268297,0.9501218352546195
6,acos,1.0,baseline,10,20,,,,,0.0,,1.1053504253930806,0.8826660793822463,0.5746942944311776,0.9720951402179283,1.1053504253930806,0.8826660793822463,0.5746942944311776,0.9720951402179283
6,acos,7.0,optimized,10,25,1.086057706063909,1.0421409242822723,0.5721116329304848,0.8957924726658909,0.012,1.098057706063909,1.0411895108638178,0.8352608599193888,0.5609929727765156,0.9733020742816819,1.0411895108638178,0.8352608599193888,0.5609929727765156,0.9733020742816819
6,acos,1.0,baseline,10,25,,,,,0.0,,1.1053504253930806,0.8826660793822463,0.568628179563366,0.9862252123372957,1.1053504253930806,0.8826660793822463,0.568628179563366,0.9862252123372957
6,acos,7.0,optimized,10,30,1.086057706063909,1.0421409242822723,0.5734413629551356,0.9265473742312155,0.012,1.098057706063909,1.0411895108638178,0.8352608599193888,0.5618019586763706,0.9869299086598432,1.0411895108638178,0.8352608599193888,0.5618019586763706,0.9869299086598432
6,acos,1.0,baseline,10,30,,,,,0.0,,1.1053504253930806,0.8826660793822463,0.5655135175310896,0.9934338989985911,1.1053504253930806,0.8826660793822463,0.5655135175310896,0.9934338989985911
6,acos,7.0,optimized,10,35,1.086057706063909,1.0421409242822723,0.5744665005596779,0.9489715872001744,0.012,1.098057706063909,1.0411895108638178,0.8352608599193888,0.5621703766546086,0.993660009158157,1.0411895108638178,0.8352608599193888,0.5621703766546086,0.993660009158157
6,acos,1.0,baseline,10,35,,,,,0.0,,1.1053504253930806,0.8826660793822463,0.5641700736702123,0.9972151908853114,1.1053504253930806,0.8826660793822463,0.5641700736702123,0.9972151908853114
6,acos,7.0,optimized,10,40,1.086057706063909,1.0421409242822723,0.5754527368531642,0.964113665150005,0.012,1.098057706063909,1.0411895108638178,0.8352608599193888,0.5622787516583344,0.9966511527650983,1.0411895108638178,0.8352608599193888,0.5622787516583344,0.9966511527650983
6,acos,1.0,baseline,10,40,,,,,0.0,,1.1053504253930806,0.8826660793822463,0.5632331525066907,0.998448196739013,1.1053504253930806,0.8826660793822463,0.5632331525066907,0.998448196739013
6,acos,7.0,optimized,10,45,1.086057706063909,1.0421409242822723,0.5762820852478341,0.9756126210341419,0.012,1.098057706063909,1.0411895108638178,0.8352608599193888,0.5624943201297289,0.9981838305307694,1.0411895108638178,0.8352608599193888,0.5624943201297289,0.9981838305307694
6,acos,1.0,baseline,10,45,,,,,0.0,,1.1053504253930806,0.8826660793822463,0.5629184982845539,0.9990470791491199,1.1053504253930806,0.8826660793822463,0.5629184982845539,0.9990470791491199
